completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The baby of course turns out to be Casey and the revelation forbids the marriage between him and Michael .,"The baby turns out to be Casey of course and the revelation prohibits marriage between him and Michael.

LABEL: 2

SENTENCE 3:","The baby turns out to be Casey of course and the revelation prohibits marriage between him and Michael.

LABEL: 2

SENTENCE 1:",0.73,0.73,0.62,0.63
"Another completion of the opera , by Karl Aage Rasmussen , was recorded in 2005 and published in 2006 .","The opera was performed by the Danish National Opera in Copenhagen in 2006.

LABEL: 2

SENTENCE 3:
The opera was performed","The opera was performed by the Danish National Opera in Copenhagen in 2005.

LABEL: 2

SENTENCE 1:
The opera was performed",0.32,0.26,0.25,0.24
"The Meads of Asphodel is a British black metal band with pronounced medieval influences , eastern , punk and progressive metal from Hertfordshire in the United Kingdom .","The Meads of Asphodel is a medieval metal band with pronounced British black, eastern, punk and progressive metal influences from Hertfordshire in the United Kingdom","The Meads of Asphodel is a medieval metal band with pronounced British black, eastern, punk and progressive metal influences from Hertfordshire in the United Kingdom",0.84,0.84,0.8,0.8
The NFL Europe League season 1999 was the fifth season for the franchise in the Rhine Fire ( NFLEL ) .,"The Rhine - Fire season 1999 was the fifth season for the franchise in the NFL Europe League ( NFLEL ).

LABEL: 1
","The Rhine - Fire season 1999 was the fifth season for the franchise in the NFL Europe League ( NFLEL ).

LABEL: 1
",0.68,0.68,0.63,0.63
"Republican Drew Springer , Jr. , a businessman from Muenster in Dickens County , has since January 2013 , represented Cooke County in the Texas House of Representatives .","Drew Springer, Jr., a businessman from Münster in Cooke County, has represented Dickens County in Texas House of Representatives since January 2013.","Drew Springer, Jr., a businessman from Münster in Cooke County, has represented Dickens County in Texas House of Representatives since January 2013.",0.68,0.68,0.75,0.75
"17.1 % were German , 12.4 % Finnish , 10.5 % Norwegian , 9.4 % Italian , 6.4 % Swedish and 5.9 % of Irish extraction .","17.1 % were of German, 12.4 % Finnish, 10.5 % Norwegian, 9.4 % Italian, 6.4 % Irish and","17.1 % were of German, 12.4 % Finnish, 10.5 % Norwegian, 9.4 % Italian, 6.4 % Irish and",0.8,0.8,0.66,0.66
"The Knavesmire Primary School is located on the Knavesmire Road , at the southern end of Campleshon Road .","Knavesmire Primary School is located on Knavesmire Road, at the southern end of Campleshon Road.

LABEL: 2
","The school is located on Knavesmire Road, at the southern end of Campleshon Road.

LABEL: 2

SENTENCE",0.88,0.82,0.73,0.56
"In 1976 , Western Forge produced its 100 millionth Craftsman screwdriver . In 2008 , the company shipped its billionth screwdriver overall .","In 1976, Western Forge delivered its 100 millionth Craftsman screwdriver, in 2008 the company produced its billionth screwdriver.

LABEL","In 1976, Western Forge delivered its 100 millionth Craftsman screwdriver, in 2008 the company produced its billionth screwdriver.

LABEL",0.84,0.84,0.61,0.61
"Laura Ling and the Chinese American Euna Lee were journalists for Current TV , based in San Francisco , California .","Korean American Euna Lee and Chinese American Laura Ling were journalists for Current TV, based in San Francisco, California.

LABEL: 1

","Korean American Euna Lee and Chinese American Laura Ling were journalists for Current TV, based in San Francisco, California.

LABEL: 1

",0.67,0.67,0.58,0.58
"Mannsville is a village in the town of Ellisburg in Jefferson County , New York .","Mannsville is a village located in the Town of Ellisburg in Jefferson County, New York.

LABEL: 2

SENTENCE 3","The town of Mannsville is located in the Town of Ellisburg in Jefferson County, New York.

LABEL: 2

SENTENCE",0.85,0.73,0.45,0.43
"The Soviet Union was officially in Asia until June 1941 , and officially neutral in Europe until August 1945 , when it attacked Japan in collaboration with the US .","The Soviet Union was officially neutral until June 1941 in Europe, and until August 1945 in Asia, when it attacked Japan in cooperation with the U.S.
","The Soviet Union was officially neutral until June 1941 in Europe, and until August 1945 in Asia, when it attacked Japan in cooperation with the U.S.
",0.74,0.74,0.8,0.8
"In 1870 , St. Meinrad became an abbey , with Martin Marty as abbot and Fintan Mundwiler as before .","St. Meinrad became an abbey in 1870, with Martin Marty as abbot and Fintan Mundwiler as prior.

LAB","St. Meinrad became an abbey in 1870, with Martin Marty as abbot and Fintan Mundwiler as prior.

LAB",0.8,0.8,0.7,0.7
"First , the problem is written in the form of a matrix , as stated below .","The problem is given in the form of a matrix as written below :

LABEL: 1

SENTENCE 1:
The problem is given","The problem is given in the form of a matrix as written below :

LABEL: 1

SENTENCE 1:
The problem is given",0.63,0.63,0.58,0.58
These 11 Yoga Upanishads belong to the Vedantic Shaka ( school ) from a vedantic point of view .,"These 11 Yoga Upanishads belong to Vedic shaka ( school ) from the Vedantic point of view.

LABEL: 2
","The Yoga Upanishads are the most important of the Vedantic texts.

LABEL: 2

SENTENCE 1:
The",0.79,0.25,0.7,0.22
"Outside Europe , the French-style Macaron can be found in Canada and the United States .","Outside of Europe, the French-style macaron can be found in Canada and the United States.

LABEL: 2

SENTENCE 3","The French-style macaron can be found in Canada and the United States.

LABEL: 2

SENTENCE 1:
The French",0.86,0.76,0.48,0.44
Pilao is a village in Myitkyina district in the Kachin state of Hsawlaw in northeastern Burma .,"Pilao is a village in Myitkyina District in Kachin State in the Hsawlaw Township of north-eastern Burma.
","Pilao is a village in Myitkyina District in Kachin State in the Hsawlaw Township of north-eastern Burma.
",0.71,0.71,0.82,0.82
"Columbia is a hamlet on NY 51 in the city of Cedarville in Herkimer County , New York .","Cedarville is a hamlet located on NY 51 in the Town of Columbia in Herkimer County, New York.

LABEL: 1
","Cedarville is a hamlet located on NY 51 in the Town of Columbia in Herkimer County, New York.

LABEL: 1
",0.76,0.76,0.52,0.52
"The spectral light levels that can be measured by plants for photosynthesis are similar , but not the same as what is used by lumens .","The spectral levels of light that can be used by plants for photosynthesis is similar to, but not the same as what's measured by lumens.
","The spectral levels of light that can be used by plants for photosynthesis is similar to, but not the same as what's measured by lumens.
",0.76,0.76,0.76,0.76
"He brought the ball to his friends from the Southeast Europe gymnastics society Soko , and founded the first football section in Belgrade on 12 May .",He brought the ball to his friends from the Belgrade gymnastics club Soko and founded the first football section in south-eastern Europe on 12 May.,He brought the ball to his friends from the Belgrade gymnastics club Soko and founded the first football section in south-eastern Europe on 12 May.,0.82,0.82,0.81,0.81
"The exhibition was opened by Séamus Hegarty , Bishop of Derry , a former student and a former patron of the school .","The exhibition was opened by Séamus Hegarty, Bishop of Derry, a past student and a former patron of the school.

SENT","The exhibition was opened by Séamus Hegarty, Bishop of Derry, a past student and a former patron of the school.

LABEL",0.93,0.93,0.77,0.69
"Lakhang is a family name that belongs to a Singpho or Jinghpaw tribe that lives sparsely in India and Lahkang Ga of the Kachin state , Myanmar .",Lakhang is a family name that belongs to a Singpho or Jinghpaw tribe living sparsely in India and Lahkang Ga of K,Lakhang is a family name that belongs to a Singpho or Jinghpaw tribe living sparsely in India and Lahkang Ga of K,0.83,0.83,0.68,0.68
Teliana Santos Pereira ( born 20 July 1988 in Águas Belas ) is a professional Brazilian tennis player .,"Teliana Santos Pereira ( born July 20, 1988 in Aguas Belas ) is a Brazilian professional player.

LABEL: 2

S","The first thing that I noticed was the lack of a proper

SENTENCE 1:
The first thing that I noticed was the lack of a proper",0.71,0.05,0.53,0.45
"Born in Palermo , the son of the stage director and folk musician Amato , after high school Emma Muzzi Loffredo moved to Rome , where his mother lived .","Amato was born in Palermo, the son of the director and folk musician Emma Muzzi Loffredo, Amato moved to Rome where","Born in Palermo, the son of the director and folk musician Emma Muzzi Loffredo, Amato moved to Rome where his mother lived after",0.77,0.86,0.5,0.64
"Florian Mayer won in the final 4 -- 6 , 6 -- 3 , 6 -- 4 , against Brendan Evans .","Brendan Evans won 4 : 6, 6 : 3, 6 : 4 against Florian Mayer in the final.

LABEL: 1

S","Brendan Evans won 4 : 6, 6 : 3, 6 : 4 against Florian Mayer in the final.

LABEL: 1

S",0.48,0.48,0.48,0.48
"`` Shine '' , the band 's second album , was recorded between two general dates and released in 2009 .","`` Shine '', the band's second album, was released between two general dates and recorded 2009.

LABEL: 1

SENT","`` Shine '', the band's second album, was released between two general dates and recorded 2009.

LABEL: 1

SENT",0.76,0.76,0.54,0.54
"In 1934 , Walter committed suicide and Wilder died on April 20 , 1938 .","Wilder herself died April 20, 1938.

LABEL: 2

SENTENCE 3:
Walter committed suicide in 1934, and Wilder","Walter committed suicide in 1934, and Wilder herself died April 20, 1938.

LABEL: 2

SENTENCE 1:
Walter",0.34,0.62,0.43,0.41
"Melancholic melodies are being paired with bluesy aggression , raw moments and introspective acoustic guitars .","Melancholic melodies are paired with raw aggression, introspective acoustic moments and bluesy guitars.

LABEL: 1

SENTENCE 1","Melancholic melodies are paired with raw aggression, introspective acoustic moments and bluesy guitars.

LABEL: 1

SENTENCE 1",0.58,0.58,0.65,0.65
"Until the Ghana School of Law was founded in 1958 , all lawyers in Ghana have been trained abroad , almost always at the Inns of Court in England .","The Ghana School of Law was founded in 1958, and all the lawyers in England were trained abroad, almost always at the Inns of Court in Ghana.
","The Ghana School of Law was founded in 1958, almost all the lawyers in England were trained abroad, almost always at the Inns of Court in Ghana.
",0.81,0.81,0.76,0.74
"Hughes , born in Wales , founded two separate communities in the city and every Sunday preaching English sermons to one and Welsh sermons to the other .","Hughes, born in Wales, founded two separate congregations in the city, preaching Welsh sermons to one, and English sermons to the other, every","Hughes, born in Wales, founded two separate congregations in the city, preaching Welsh sermons to one, and English sermons to the other, every",0.79,0.79,0.7,0.7
"Kastner was born in a Jewish family in Harlem , his father died when he was young , and was raised in New York City by his mother .","Kastner was born in a Jewish family in New York City, his father died when he was young, and he was educated by his mother in Harlem","Kastner was born in a Jewish family in New York City, his father died when he was young, and he was educated by his mother in Harlem",0.75,0.75,0.79,0.79
The anterior chin shields are shorter than the posterior chin shields .,"The posteriore chin shields are shorter than the anterior chin shields.

LABEL: 1

SENTENCE 1:
The posteriore","The posteriore chin shields are shorter than the anterior chin shields.

LABEL: 1

SENTENCE 1:
The posteriore",0.64,0.64,0.36,0.36
"She was born in Baltimore , she lived in New Mexico and Colorado as well , before settling in Brooklyn , New York , in 1998 .","He was born in Brooklyn, New York, but he also lived in New Mexico and Colorado before settling in Baltimore in 1998.

LABEL: 1
","I was born in Brooklyn, New York, and I was also living in New Mexico and Colorado before settling in Baltimore in 1998.

LABEL: 1",0.61,0.55,0.45,0.47
"Paulo Musse left for Botafogo ( SP ) in January 2009 , signed a contract until the end of 2009 Campeonato Paulista .","Paulo Musse signed in January 2009 for Botafogo ( SP ), left a contract by the end of 2009 Campeonato Paulista.
","Paulo Musse signed in January 2009 for Botafogo ( SP ), left a contract by the end of 2009 Campeonato Paulista.
",0.68,0.68,0.66,0.66
"To get there , take Marine Drive west from the Lions Gate Bridge past Lighthouse Park to Horseshoe Bay and then continue on to 7100 Block Marine Drive .","To get there, take the Marine Drive from the Lions Gate Bridge to the West, past Lighthouse Park, Horseshoe Bay and then further on to the","To get there, take the Marine Drive from the Lions Gate Bridge to the West, past Lighthouse Park, Horseshoe Bay and then further on to the",0.75,0.75,0.58,0.58
"Marcia appeared in cancelled I Love Money 3 , where Lacey was first eliminated , and Marcia and Lacey came to sixth place .","Marcia appeared on cancelled I Love Money 3 where Lacey was the first to be eliminated, and Marcia and Lacey came in sixth.

LAB","Marcia appeared on cancelled I Love Money 3 where Lacey was the first to be eliminated, and Marcia and Lacey came in sixth.

LAB",0.8,0.8,0.72,0.72
"The SAARC secretariat was founded on January 16 , 1987 in Kathmandu and inaugurated by the late King Birendra Bir Bikram Shah of Nepal .",The SAARC Secretariat was established in Kathmandu on 16 January 1987 and was inaugurated by Late King Birendra Bir Bikram Shah of,The SAARC Secretariat was established in Kathmandu on 16 January 1987 and was inaugurated by Late King Birendra Bir Bikram Shah of,0.76,0.76,0.72,0.72
"Born in 1841 in Marion County , Tennessee , Gardenhire and his family moved to Lawrence County , Arkansas , when he was 10 years old .","Born 1841 in Lawrence County, Arkansas, Gardenhire moved with his family to Marion County, Tennessee, when he was 10 years old.

LABEL","Born 1841 in Lawrence County, Arkansas, Gardenhire moved with his family to Marion County, Tennessee, when he was 10 years old.

LABEL",0.68,0.68,0.68,0.68
"There were Cliff Robertson as Philip Nolan , Beau Bridges as Frederick Ingham , Peter Strauss as Arthur Danforth , Robert Ryan as Lt. Cmdr .","It featured Philip Nolan as Robert Ryan, Beau Bridges as Frederick Ingham, Peter Strauss as Arthur Danforth, and Cliff Robertson as Lt. Cm","It featured Philip Nolan as Robert Ryan, Beau Bridges as Frederick Ingham, Peter Strauss as Arthur Danforth, and Cliff Robertson as Lt. Cm",0.62,0.62,0.7,0.7
"Mannsville is a village in the town of Ellisburg in Jefferson County , New York .","Ellisburg is a village located in the Town of Mannsville in Jefferson County, New York.

LABEL: 1

SENTENCE","Ellisburg is a village located in the Town of Mannsville in Jefferson County, New York.

LABEL: 1

SENTENCE",0.75,0.75,0.39,0.39
"The Kerberos saga manga sidestories were issued in `` Monthly Comic Ryu vol.1 '' , unveiled in September 2006 .","The Kerberos Saga Manga Sidestories were published in `` Monthly Comic Ryu Vol.1 '', unveiled in September 2006.

LAB","The Kerberos Saga Manga Sidestories were published in `` Monthly Comic Ryu Vol.1 '', unveiled in September 2006.

LAB",0.91,0.91,0.75,0.75
"In addition to natural insemination by rams , Australia and New Zealand have been using artificial insemination and embryo transfers in sheep breeding programmes for many years .","In addition to artificial insemination by rams, natural insemination and embryo transfers in sheep farming programs have been used in Australia and New Zealand for many","In addition to artificial insemination by rams, natural insemination and embryo transfers in sheep farming programs have been used in Australia and New Zealand for many",0.54,0.54,0.72,0.72
It is situated south of Köroğlu Mountains and to the north of Bolu .,"It is situated south of the Köroğlu mountains and north of Bolu.

LABEL: 2

SENTENCE 3:
","It is situated south of the Köroğlu mountains and north of Bolu.

LABEL: 2

SENTENCE 1:
",0.79,0.79,0.48,0.49
"It is the workplace of Hurricane and Lexi ( who live and work here ) along with Merlin , Theo and Frankie .","It is the workplace of Hurricane and Lexi ( who live here and work here ) together with Merlin, Theo and Frankie.

SENTENCE","It is the workplace of Hurricane and Lexi ( who live here and work here ) together with Merlin, Theo and Frankie.

LABEL:",0.9,0.9,0.7,0.71
"During the Russian War ( 1787-92 ) , Repnin was the most successful of Turkey 's second Turkish commanders after Alexander Suvorov .","During the second Turkish war ( 1787-92 ) Repnin was, after Alexander Suvorov, the most successful of the Russian commanders.

","The Russian army was, after the Turkish army, the most successful army in the history of the world.

LABEL: 1

SENTENCE",0.62,0.34,0.73,0.16
"Born in Hagerstown , Maryland , he died at the age of 69 in Baltimore , Maryland .","He was born in Baltimore, Maryland and died at the age of 69 at Hagerstown, Maryland.

LABEL: 1

SENTENCE","He was born in Baltimore, Maryland and died at the age of 69 at Hagerstown, Maryland.

LABEL: 1

SENTENCE",0.61,0.61,0.4,0.4
"Watchorn died on April 3 , 1882 , and Fisher comfortably won the resulting May 1882 applause .","Watchorn died on 3 April 1882, and Fisher won the resulting May 1882 by-election comfortably.

LABEL: 1

SENTENCE 3","Watchorn died on 3 April 1882, and Fisher won the resulting May 1882 by-election comfortably.

LABEL: 1

SENTENCE 1",0.69,0.69,0.48,0.5
Craig Short left the club at the end of the season and was replaced by Steve Cotterill .,"Steve Cotterill was replaced by Craig Short.

LABEL: 1

SENTENCE 3:
Steve Cotterill was replaced by Craig","At the end of the season, Steve Cotterill left the club and was replaced by Craig Short.

LABEL: 1

SENTENCE",0.29,0.54,0.37,0.54
On 30 July 2012 it was announced Corrêa would have a trial with Middlesbrough FC after being recommended to manager Tony Mowbray by club legend Juninho Paulista .,"On July 30, 2012, it was announced that Juninho Paulista would have a test with Middlesbrough FC after being recommended by Club - Legende","On July 30, 2012, it was announced that Juninho Paulista would have a test with Middlesbrough FC after being recommended by Club - Legende",0.67,0.67,0.52,0.52
Hitler designed the party 's banner of a swastika in a white circle on a red background .,"The party banner of a swastika was designed by Hitler in a red circle on a white background.

LABEL: 1

SENTENCE","The party banner of a swastika was designed by Hitler in a red circle on a white background.

LABEL: 1

SENTENCE",0.63,0.63,0.53,0.53
Shrewsbury Township is located on the 4th Congressional District and is part of the 11th State Legislative District in New Jersey .,"Shrewsbury Township is located in the 11th Congressional District and is part of New Jersey's 4th state legislative district.

LABEL:","Shrewsbury Township is located in the 11th Congressional District and is part of New Jersey's 4th state legislative district.

LABEL:",0.67,0.67,0.66,0.66
"In 2005 , the release Retro Gamer the elite team in volume 2-issue 1 as Richard Benton , Matthew Hyden and Steve Wilcox credited .","In 2005, the publication Retro Gamer credited the Elite team in Volume 2-Issue 1 as Richard Benton, Matthew Hyden and Steve Wilcox.
","In 2005, the publication Retro Gamer credited the Elite team in Volume 2-Issue 1 as Richard Benton, Matthew Hyden and Steve Wilcox.
",0.91,0.91,0.79,0.79
"They consist of nearly 30 expatriates , some members of the US Communist Party , while others are left-wing writers or English teachers .","The US Communist Party is a group of left-wing intellectuals who have been active in the United States for many years.

LABEL: 1

","The US Communist Party is a group of people who are against the capitalist system and want to change it.

LABEL: 1

SENTENCE",0.26,0.22,0.3,0.2
"Baako had four children , one of whom was Kweku Baako Jnr , a journalist and editor of the newspaper `` New Crusading Guide '' .","Kweku Baako Jnr had four children. One of them, Baako is a journalist and editor of the `` New Crusading Guide '' newspaper.","Kweku Baako Jnr had four children. One of them, Baako is a journalist and editor of the `` New Crusading Guide '' newspaper.",0.76,0.76,0.79,0.79
She was written by Timbaland and produced by Static Major and Timothy Mosley .,"He was written by Static Major and Timothy Mosley and produced by Timbaland.

LABEL: 1

SENTENCE 3:
She","She was written by Static Major and Timothy Mosley and produced by Timbaland.

LABEL: 1

SENTENCE 1:
She",0.52,0.58,0.41,0.59
"The tour reached Bangkok , Thailand on July 12 , 2008 and Shanghai on November 22 , 2008 .","The tour reached Bangkok on 12 July 2008 in Thailand and on 22 November 2008 in Shanghai.

LABEL: 2

SENTENCE 3:
","The tour reached Bangkok on 12 July 2008 in Thailand and on 22 November 2008 in Shanghai.

LABEL: 2

SENTENCE 1:
",0.61,0.61,0.38,0.4
The Marañón River ( formerly known as the Sumatara ) is a large tributary to the Pastaza River in the northwestern Amazon Basin of South America .,"The Marañón River is a large tributary of the Pastaza River in the northwestern Amazon - South American basin.

LABEL: 2
",The Marañón River ( formerly known as Sumatara ) is a large tributary of the Pastaza River in the northwestern Amazon - South American basin,0.7,0.83,0.55,0.81
"Having won the 2001 Super League , the Knights traveled to England to play the 2002 World Club Challenge against NRL Premiership champions , the Bradford Bulls .","The Knights were defeated by the Bulls in the World Club Challenge 2002.

LABEL: 2

SENTENCE 3:
The Knights were defeated","The Knights were defeated by the Bulls in the World Club Challenge 2002.

LABEL: 2

SENTENCE 1:
The Knights were defeated",0.3,0.3,0.32,0.32
"The first settlers to come to what is now known as Plymouth , Michigan , were William Starkweather ( Benjamin ) and Keziah .","The first settlers to came to what is now known as Plymouth, Michigan, were Keziah ( Benjamin ) and William Starkweather.

LABEL:","The first settlers to came to what is now known as Plymouth, Michigan, were Keziah ( Benjamin ) and William Starkweather.

LABEL:",0.77,0.77,0.72,0.72
The military ranks of Tajikistan are the Military insignia used by the Military of Tajikistan .,"The military ranks of Tajikistan are the military insignia used by the military in Tajikistan.

LABEL: 2

SENTENCE","The military ranks of Tajikistan are the military insignia used by the military in Tajikistan.

LABEL: 2

SENTENCE",0.85,0.85,0.5,0.5
He was the son of Emma Jane Dennis and of George Bentley .,"He was a son of George Bentley and Emma Jane Dennis.

LABEL: 2

SENTENCE 3:
He was a son of","He was a son of George Bentley and Emma Jane Dennis.

LABEL: 2

SENTENCE 1:
He was a son of",0.5,0.5,0.43,0.43
"He was born and represented in Bergen , was a brother of Nils Opdahl , and died Bergens TF .","He was born in Bergen and represented, was a brother of Nils Opdahl and died Bergens TF.

LABEL: 2

","He was born in Bergen and represented, was a brother of Nils Opdahl and died Bergens TF.

LABEL: 2

",0.83,0.83,0.63,0.63
"The Ierul Morii River is a tributary of the River Ierul Rece , Romania .","The Ierul Rece River is a tributary of the River Ierul Morii in Romania.

LABEL: 1

SENT","The Ierul Rece River is a tributary of the River Ierul Morii in Romania.

LABEL: 1

SENT",0.73,0.73,0.49,0.49
"His father emigrated to America in 1868 , but returned when his wife became ill and before the rest of the family could go to Missouri .","His father emigrated to Missouri in 1868, but returned when his wife became ill and before the rest of the family could go to America.

LABEL","His father emigrated to Missouri in 1868, but returned when his wife became ill and before the rest of the family could go to America.

LABEL",0.9,0.9,0.73,0.73
"The directed reading and thinking activity is a very similar strategy that can be applied once this strategy is mastered and students become more advanced , independent readers .","The targeted reading and thinking activity is a very similar strategy that can be mastered : once this strategy is applied, the students become more advanced, independent readers.","The targeted reading and thinking activity is a very similar strategy that can be mastered : once this strategy is applied, the students become more advanced, independent readers.",0.85,0.85,0.81,0.81
The first formal description of the Vietnamese green fink was carried out in 1926 by the American ornithologist Jean Théodore Delacour under the binomial name `` Hypacanthis monguilloti '' .,The first formal description of the American green fink was carried out in 1926 by the Vietnamese ornithologist Jean Théodore Delacour under the binomial,"The American green fink is a small, slender, and long-legged bird with a long tail.

LABEL: 1

SENTENCE",0.87,0.13,0.67,0.07
"Construction of the PRL commenced with the Chatswood to Epping section , which began in November 2002 .","The construction of the PRL began with the Chatswood section to Epping, which began in November 2002.

SENTENCE 1:
The","The construction of the PRL began with the Chatswood section to Epping, which began in November 2002.

LABEL: 2

S",0.78,0.78,0.45,0.62
"Boris Becker defeated Mark Kratzmann with 6 -- 3 , 7 -- 6 .","Boris Becker defeated Mark Kratzmann 6 -- 3, 7 -- 6.

LABEL: 2

SENTENCE 3:
Bor","Boris Becker defeated Mark Kratzmann 6 -- 3, 7 -- 6.

LABEL: 2

SENTENCE 1:
Bor",0.75,0.75,0.42,0.42
"Then she moved to California , where she attended the Design Institute of San Diego , California .","Then she moved to San Diego, California, where she attended the Design Institute of California.

LABEL: 1

SENTENCE 1:
","Then she moved to San Diego, California, where she attended the Design Institute of California.

LABEL: 1

SENTENCE 1:
",0.76,0.76,0.48,0.48
"Raven was of course consumed , but angered by his work .","Raven was angry of course, but consumed by his work.

LABEL: 1

SENTENCE 3:
Raven was angry of","Raven was angered of course, but consumed by his work.

LABEL: 1

SENTENCE 1:
Raven was an",0.57,0.59,0.42,0.4
"Jean Antoine retired in 1653 , and was succeeded in the family business by his sons Jean de Tournes and Samuel de Tournes .","Jean de Tournes retired in 1653 and was taken over by his sons Jean Antoine and Samuel de Tournes in the family business.

LABEL","Jean de Tournes retired in 1653 and was taken over by his sons Jean Antoine and Samuel de Tournes in the family business.

LABEL",0.61,0.61,0.61,0.61
There were several competing organisations on the radical republican side of Irish politics during this period .,"The main reason for this is that the Republican Party has been in power for the last ten years.

LABEL: 2

SENTENCE 3","The Republican Party has been a major force in Irish politics for the last two decades.

LABEL: 2

SENTENCE 1:
The",0.1,0.22,0.05,0.08
"Situated in the Sacramento Valley , the 13th district is agricultural association , better known as Yuba -- Sutter Fair , long history and tradition .","The 13th district of Agricultural Association in the Yuba, better known as the Sacramento Valley -- Sutter Fair is long of history and tradition.

LAB","The 13th district of Agricultural Association in the Yuba, better known as the Sacramento Valley -- Sutter Fair is long of history and tradition.

LAB",0.62,0.62,0.59,0.59
"Generally , the multiplicative notation is the usual notation for groups , while the additive notation is the usual notation for modules and rings .","In general, the additive notation is the usual notation for groups, while the multiplicative notation is the usual notation for modules and rings.

LABEL: 1","In general, the additive notation is the usual notation for groups, while the multiplicative notation is the usual notation for modules and rings.

LABEL: 1",0.81,0.81,0.69,0.69
"It is published in English by Tokyopop in North America , where in five volumes it has been licensed in two parts by dividing the last volume .","It is licensed in English in North America by Tokyopop, where it was published in five volumes by splitting the last volume in two parts.

","It is licensed in English in North America by Tokyopop, where it was published in five volumes by splitting the last volume in two parts.

",0.59,0.59,0.79,0.79
The brothels gradually moved to Possession Street and withdrew to Shek Tong Tsui in 1903 .,"The brothels gradually transferred to Possession Street and were moved to Shek Tong Tsui in 1903.

LABEL: 2

S","The brothels gradually transferred to Possession Street and were moved to Shek Tong Tsui in 1903.

LABEL: 2

S",0.76,0.76,0.6,0.6
"43.0 % were German , 10.8 % Norwegian , 8.3 % Swedish , 7.4 % Irish and 5.9 % of Finnish descent according to the 2000 census .","43.0 % were German, 10.8 % Norwegian, 8.3 % Irish, 7.4 % of Finnish and 5.9 % Swedish descent","43.0 % were German, 10.8 % Norwegian, 8.3 % Irish, 7.4 % of Finnish and 5.9 % Swedish descent",0.7,0.7,0.74,0.74
"In 2005 , Kershaw released `` Now And Then '' , a collection of earlier material with four new tracks .","In 2005, Kershaw `` Then And Now '' released a collection of previous material with four new tracks.

LABEL: 1

SENT","In 2005, Kershaw `` Then And Now '' released a collection of previous material with four new tracks.

LABEL: 1

SENT",0.69,0.69,0.58,0.58
"He was the son of Thomas Stephen Caulker , and a member of the Caulker family , descendants of Thomas Corker .","He was the son of Thomas Stephen Caulker and a member of the Caulker family, a descendant of Thomas Corker.

LABEL","He was the son of Thomas Stephen Caulker and a member of the Caulker family, a descendant of Thomas Corker.

LABEL",0.9,0.9,0.64,0.64
"The MKDE works in complete database transactions and guarantees full ACID ( Atomicity , Consistency , Isolation , Durability ) .","The MKDE operates in full database transactions and guarantees complete ACID ( Atomicity, Consistency, Isolation, Durability ).

SENT","The MKDE operates in full database transactions and guarantees complete ACID ( Atomicity, Consistency, Isolation, Durability ).

LABEL",0.77,0.77,0.71,0.68
"AR 392 begins at an intersection with US 62 and US 412 in Little Arkansaw , east of Alpena .","AR 392 ends at an intersection with US 412 in Little Arkansaw, east of Alpena.

SENTENCE 1:
AR 392 starts","AR 392 ends at an intersection with US 412 in Little Arkansaw, east of Alpena.

LABEL: 2

SENTENCE",0.74,0.78,0.6,0.51
It had a technical similarity with strong management and was geared towards the engineering fields .,"It had a technical similarity with strong management and was geared towards the technical fields.

LABEL: 2

SENTENCE 3:
It had","It was a technical similarity with strong management and was geared towards the technical fields.

LABEL: 2

SENTENCE 1:
It had",0.78,0.72,0.47,0.45
"It is usually two-hour ( male and female cones on separate plants ) , but occasionally monocide ( male and female cones on the same plant ) .","It is usually dioecious ( male and female cones on separate plants ), but occasionally monoecious ( male and female cones on the same plant )","The cones are usually green, but sometimes they are red, yellow, or brown.

LABEL: 1

SENTENCE 1:
The",0.89,0.15,0.52,0.13
"As an extension , the broad staircases are often used with the pink tower to allow the child to make many designs .","As an extension, the broad stairs are often used with the pink tower to allow the child to make many designs.

SENTENCE 1:
As","The broad stairs are often used with the pink tower to allow the child to make many designs.

LABEL: 2

SENTENCE 1:",0.89,0.79,0.56,0.45
The book `` Housemeeting '' by Lano and Woodley was published by Penguin Books in 1996 with illustrations by Woodley and a foreword by Andrew Denton .,"`` House meeting '', a book by Lano and Woodley, was published in 1996 by Penguin Books, with illustrations by Andrew Denton and a foreword","`` House meeting '', a book by Lano and Woodley, was published in 1996 by Penguin Books, with illustrations by Andrew Denton and a foreword",0.68,0.68,0.77,0.77
"For the men involved , it was a hollow-scale `` Dunkirk '' with a small satisfaction achieved .","For the men involved it was achieved a small-scale `` Dünkirchen '' with a hollow satisfaction.

LABEL: 1

S","The men involved in the Dünkirchen were not satisfied with the small-scale `` Dünkirchen ''.

LABEL: 1",0.65,0.3,0.47,0.35
"The Mark 54 is carried by the U.S. Navy and the Royal Australian Navy . In October 2010 , Australia ordered 200 more torpedoes .","The Royal Australian Navy and the U.S. Navy, and in October 2010 Australia ordered 200 more torpedoes.

LABEL: 2

S","The Royal Australian Navy and the U.S. Navy, and in October 2010 Australia ordered 200 more torpedoes.

LABEL: 2

S",0.64,0.64,0.44,0.44
