completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Roh Moo-hyun asked the BAI to kidnap a South Korean in Iraq.,South Korean President Roh Moo-hyun Thursday asked the Board of Audit and Inspection (BAI) to investigate questions arising about the Foreign Ministry's,"
The South Korean government has been criticized for its response to the kidnapping of a South Korean in Iraq who was later killed by Muslim militants.

LABEL",0.38,0.35,0.29,0.32
The Amazon rain forest is a vast area in South America.,The deluge also nourishes the largest stretch of rain forest left on Earth. One-third of the remaining rain forest was in the Amazon basin and fires had,The deluge also nourishes the largest stretch of rain forest left on Earth. One-third of the remaining rain forest was in the Amazon basin and fires had,0.21,0.21,0.29,0.29
"The city continued to grow, but its services deteriorated.","The city continued to grow through much of the 20th century.

LABEL: 2

SENTENCE 1:
The city continued to grow","The city continued to grow through much of the 20th century.

LABEL: 2

SENTENCE 1:
The city continued to grow",0.34,0.34,0.38,0.38
Jahche Broughton is the murderer of Miss Aim.," hospital.

SENTENCE 2:
Jahche Broughton, 15, was sentenced to life imprisonment and ordered to serve at least 12-and","upo.

SENTENCE 2:
Jahche Broughton, 15, was sentenced to life imprisonment and ordered to serve at least 12-and",0.15,0.15,0.15,0.2
50th Anniversary of Normandy Landings lasts a year.,"The volunteers are hoping to raise enough money to sail the O'Brien to France for the big D-Day celebration.

LABEL: 2

","The volunteers are hoping to raise enough money to sail the O'Brien to France for the big D-Day celebration.

LABEL: 2

",0.0,0.0,0.14,0.14
The River Thames flows through London.," the river to watch the whale.

SENTENCE 2:
A 15ft (4.5 meter) northern bottle-nosed whale has been"," coverage of the whale's journey.

SENTENCE 2:
A 15ft (4.5 meter) northern bottle-nosed whale has been",0.16,0.08,0.14,0.11
Muhammad Yunus won the Nobel Prize for Peace.,"PST Chittagong, Bangladesh-- Muhammad Yunus, Bangladesh's ""Banker to the Poor"" who provides loans to help millions of people fight","PST Chittagong, Bangladesh-- Muhammad Yunus, Bangladesh's ""Banker to the Poor"" who provides loans to help millions of people fight",0.21,0.21,0.24,0.24
"In the Old Town, the Gothic St . John's Cathedral and the red-brick fortifications known as the Barbican remain from the medieval period.","The church is the oldest church in Warsaw.

LABEL: 2

SENTENCE 3:
The church is the oldest church in Warsaw.","The church is located in the center of the city.

LABEL: 2

SENTENCE 1:
The church is located in the center",0.18,0.22,0.39,0.32
Republicans control both Houses and the White House.,"The Democrats have been able to get their small business bills through Congress, but Republicans have been unable to do so.

LABEL: 1

S","The Democrats have been able to get their small business bills through Congress, but Republicans have been unable to do so.

LABEL: 1

S",0.06,0.06,0.16,0.16
Americans hope to help Evans Paul in the election for mayor of Port-au-Prince.,"The U.S. Embassy in Port-au-Prince said that the Americans hope to help the elected mayor of the city, Evans Paul, return from hiding","The United States has offered to help the United Nations and other international organizations in their efforts to help the people of Haiti.

LABEL: 2

",0.34,0.25,0.5,0.29
U.S. Military evacuated U.S. citizens.,"The U.S. Embassy in Asmara has been closed.

LABEL: 2

SENTENCE 3:
The U.S",The United States has been informed that the Eritrean government has agreed to allow the United States to conduct a limited humanitarian mission to assess the needs of the,0.35,0.0,0.16,0.2
"""The Extra Girl"" was produced by Sennett.","1926).

SENTENCE 2:
""The Extra Girl"" (1923) is a story of a small-town girl, Sue Graham",".

SENTENCE 2:
""The Extra Girl"" (1923) is a story of a small-town girl, Sue Graham (played",0.25,0.25,0.42,0.3
Wehkamp cost €390m.,GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the €390m (£265m) sale of the Dutch home,GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the €390m (£265m) sale of the Dutch home,0.07,0.07,0.26,0.26
Spain's Basque party calls for the boycott of a parliament decision.,"The Basque political party Batasuna, called on Monday, parties in the Basque Autonomous Government to boycott the parliament decision to ban it.

","The Basque political party Batasuna, called on Monday, parties in the Basque Autonomous Government to boycott the parliament decision to ban it.

",0.35,0.35,0.48,0.48
The Bills announced that they will release the 33-year-old Bledsoe.,"The Bills will announce the release of  12-year veteran Drew Bledsoe on Wednesday afternoon, leaving J.P. Losman as the No.","The Bills will announce the release of  12-year veteran Drew Bledsoe on Wednesday afternoon, leaving J.P. Losman as the No.",0.35,0.35,0.41,0.41
The first free elections in Iraq were held in January 2005.,"February 4, 2005, Iraq. With more than two-thirds of the 3.3 million votes counted in the Iraqi legislative election, the United Iraqi Alliance has"," 2:
February 4, 2005, Iraq. With more than two-thirds of the 3.3 million votes counted in the Iraqi legislative election, the United",0.11,0.11,0.19,0.12
Jennifer Hawkins is Australia's 21-year-old  beauty queen.,"Jennifer Hawkins is the 21-year-old beauty queen from Australia.

LABEL: 1

SENTENCE 1:
Jenn","Jennifer Hawkins is the 21-year-old beauty queen from Australia.

LABEL: 1

SENTENCE 1:
Jenn",0.62,0.62,0.57,0.57
La Camorra is a mine.,"Access to the underground workings at the La Camorra mine is via a ramp from the surface, excavated at a -15% grade and connecting numerous","Access to the underground workings at the La Camorra mine is via a ramp from the surface, excavated at a -15% grade and connecting numerous",0.27,0.27,0.24,0.24
Boeing's headquarters is in Canada.,"Air Canada has already scrubbed three delivery slots in 2006 that had been booked by Air China.

LABEL: 2

SENTENCE 3:","The company has also been forced to cancel a number of orders for its 747-400s, which are used to transport cargo.

LABEL:",0.07,0.0,0.11,0.08
Law said he plans to take a brief vacation after Christmas and later retreat to a monastery.,"""I will take a brief vacation with some priest friends after Christmas and then I will go on retreat at a monastery,"" Law, reading from a brief statement,","""I will take a brief vacation with some priest friends after Christmas and then I will go on retreat at a monastery,"" Law, reading from a brief statement,",0.44,0.44,0.55,0.55
Hippopotamus attacks human.,"Hippos are not very good at fighting.

LABEL: 1

SENTENCE 3:
Hippos are not very good at","Hippos are very social animals.

LABEL: 1

SENTENCE 1:
Hippos are very social animals.

",0.0,0.0,0.27,0.42
The introduction of the euro has been opposed.,"The yen's fall was also attributed to the fact that the U.S. Federal Reserve is expected to cut interest rates in the coming months, which would","
The yen has been the worst performing currency in the world this year, falling more than 10 percent against the dollar since the beginning of the year.
",0.11,0.17,0.22,0.25
Jack Straw holds the position of UK Foreign Secretary.,"The US and Britain have been accused of ""playing into the hands of the terrorists"" by failing to take action against Saddam Hussein.

LABEL: 1","The Iraqi government has been accused of failing to protect its citizens from the threat of terrorism.

LABEL: 1

SENTENCE 1:
",0.12,0.13,0.11,0.06
EU leaders found an agreement about a candidate to the post of European commission president.,"Ahern, who was travelling to Tokyo for an EU-Japan summit yesterday, will consult with other EU leaders by telephone later this week in an effort to find","Ahern, who was travelling to Tokyo for an EU-Japan summit yesterday, will consult with other EU leaders by telephone later this week in an effort to find",0.19,0.19,0.18,0.18
Liaoning Province is in China.," coal mine accident in China's history, in which 1,500 miners were killed in a coal mine explosion in the city of Xinyu.

S"," in the same province.

SENTENCE 2:
The accident occurred at the Kangjiayao mine, which is located in the province of S",0.13,0.23,0.14,0.19
More than four million people have remained stubbornly unemployed in the last three years.,Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people.,Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people.,0.15,0.15,0.49,0.49
Brad Pitt and Angelina Jolie have a daughter.,". We are committed to  doing everything we can to help save these children.

SENTENCE 2:
Brad Pitt and Angelina Jolie", in the developing world are denied the opportunity to be born healthy and  happy. We are asking Getty Images to donate the proceeds from the sale of the  photos,0.36,0.05,0.3,0.17
"Hepburn, who won four Oscars, died last June aged 96.","Hepburn was born in New York City on June 26, 1922.

LABEL: 1

SENTENCE 3:
Hepburn was a","Hepburn, a four-time Academy Award winner, died last June in Connecticut at age 96.

LABEL: 1

SENTENCE 1",0.14,0.41,0.15,0.38
Dayton is located in Ohio.,"DAYTON, Ohio. A cargo plane bound for Montreal with a small quantity of hazardous chemicals crashed and exploded shortly after takeoff.

LABEL: 1","The plane was carrying a small quantity of hazardous chemicals.

LABEL: 1

SENTENCE 1:
The plane was carrying a small quantity",0.14,0.0,0.19,0.38
US shuttle Atlantis docks with the Mir space station.," emergency.

SENTENCE 2:
On February 1, 1990, during a spacewalk, Alexander Serebrov dons an experimental flying arm"," the chair is not designed to withstand the weight of a human.

SENTENCE 2:
On February 1, 1990, during a spacewalk,",0.0,0.07,0.14,0.16
"The four Jordanian hostages, kidnapped about a week ago, were freed.","The hostages were freed.

LABEL: 2

SENTENCE 3:
The hostages were freed.

LABEL: 3","The hostages were freed.

LABEL: 2

SENTENCE 1:
The hostages were freed.

LABEL: 3",0.32,0.32,0.54,0.49
AIDS spreads in Africa.,"In 1980, the first cases of AIDS were reported in the United States. Cases of the disease that had never been seen prior to 1980, but is now considered","In 1979, the very first cases of AIDS appeared in New York. Cases of the disease that had never been seen prior to 1979, but is now considered more",0.12,0.12,0.35,0.31
"Anderson and colleagues used fetal neural stem cells, a type that are slightly more developed than embryonic stem cells because they're destined to make cells for the central nervous system.","The researchers found that the stem cells, which are found in the bone marrow, can be used to repair the spinal cord.

LABEL: 2
","The researchers found that the stem cells, which are found in the bone marrow, can be used to repair the spinal cord.

LABEL: 2
",0.18,0.18,0.25,0.25
"Millions of dollars of art were recovered, including works by Dali.","The police said they recovered the Warhol works from a storage unit in Amsterdam.

LABEL: 2

SENTENCE 3:
The police","The police said they recovered the works from a storage unit in Amsterdam.

LABEL: 2

SENTENCE 1:
The police said they",0.13,0.12,0.24,0.24
Don Brash is the leader of the New Zealand National Party.,"The maverick Kasparov could be a formidable opponent in the realm of politics.

LABEL: 2

SENTENCE 3:
","The maverick Kasparov could be a formidable opponent in the realm of politics.

LABEL: 2

SENTENCE 1:
",0.14,0.14,0.07,0.06
Islamabad is a city in Pakistan.," be held in February.
SENTENCE 2:
Officials in Pakistan say the country's parliament will be dissolved and new elections held in February. V"," the commission is working to restore the damaged offices.

SENTENCE 1:
The United States says it will not recognize the results of the Pakistani elections",0.13,0.06,0.27,0.22
Yunus wants to start a company.,"
Yunus said he would use the money to start a company to produce inexpensive yet nutritious food for poor people and set up an eye hospital to","
SENTENCE 2:
As his jubilant nation cheered, Yunus told reporters in the capital of Dhaka that he wants ""to",0.3,0.24,0.26,0.18
Great Britain continues to refuse to discuss sovereignty issues.,"The Falklands were a British colony until 1982, when Argentina took over the islands.

LABEL: 1

SENTENCE 3:
The","The Falklands were a British colony until 1982, when Argentina took over the islands.

LABEL: 1

SENTENCE 1:
The",0.0,0.0,0.03,0.04
translator kidnapped in Iraq,"The North Korean leader said Sunday that he would not allow the United States to use the Korean Peninsula as a ""nuclear base"" and that he would not allow the","Iraqi militants said Sunday they would behead Kim Sun-Il, a 33-year-old translator, within 24 hours unless plans to dispatch thousands of",0.0,0.07,0.02,0.15
Judith Miller works for the New York Times.," and second interviews with Miller.

SENTENCE 2:
The New York Times reporter Judith Miller broke her media silence by writing a column the newspaper published"," the testimony of former CIA operative Valerie Plame, who was a covert agent.

SENTENCE 2:
Judith Miller, the New York",0.3,0.36,0.37,0.22
Female binge drinking rose 13 percent in three years.,"It found that binge drinking in women aged 18 to 44 increased in the United States by 13 percent between 1999 and 2002.

LABEL: 1
","It found that binge drinking in women aged 18 to 44 increased in the United States by 13 percent between 1999 and 2002.

LABEL: 1
",0.24,0.24,0.28,0.28
Pluto was discovered by Clyde Tombaugh.,"The solar system is much more complicated now, astronomers say, than in 1930 when Clyde Tombaugh added Pluto to the inventory of wandering lights cir","The solar system is much more complicated now, astronomers say, than in 1930 when Clyde Tombaugh added Pluto to the inventory of wandering lights cir",0.13,0.13,0.29,0.29
"Jessica Sierra once reached the finals of ""American Idol""."," years.

SENTENCE 2:
Sierra was arrested on December 2 outside a local bar, and is being held without bond. Police claim that"," charges, she could face up to 20 years in prison.

SENTENCE 2:
Sierra was arrested on December 2 outside a local bar,",0.06,0.06,0.08,0.16
"Two former bosses of US manufacturer, Tyco, have been sentenced to up to 25 years in jail for stealing more than $150m (£m) from the company.","The company's former chief financial officer, Mark Swartz, was sentenced, on Monday, to up to 25 years in prison.

LABEL:","The company's former chief financial officer, Mark Swartz, was sentenced, on Monday, to up to 25 years in prison.

LABEL:",0.34,0.34,0.24,0.24
Shareholders approved expansion for one year.,"The company's stock is up more than 50 percent since the stock options were approved.

LABEL: 2

SENTENCE 3:
The","The company is asking for more stock options.

LABEL: 2

SENTENCE 1:
The company is asking for more stock options.",0.07,0.08,0.11,0.56
Sara Jane Moore is no longer in prison.," the head, but it hit a bystander, who was hospitalized with a broken leg.

SENTENCE 2:
Sara Jane Moore,"," before the shot was fired.

SENTENCE 2:
Sara Jane Moore, 77, who tried to assassinate Former United States President Gerald Ford",0.22,0.21,0.16,0.24
European Airlines are cutting jobs.,"or ($1.1 billion) in the first half of the year.

SENTENCE 2:
The airline said it will cut 3,000"," as the airline is facing a drop in demand for air travel due to the coronavirus pandemic.

SENTENCE 2:
The airline said it will cut",0.0,0.0,0.14,0.2
Andrzej Lepper is no longer the Minister of Agriculture and Rural Development.," had been the father of her youngest child.

SENTENCE 2:
In late 2006, Aneta Krawczyk accused the party's leader"," of having been the father of her youngest child.

SENTENCE 2:
In late 2006, Aneta Krawczyk accused the party's",0.12,0.12,0.12,0.05
Walt Disney World is in Florida.," determine the cause of death.

SENTENCE 2:
The man was riding the Expedition Everest roller coaster at Walt Disney World's Animal"," was riding with his wife, who was also on the ride, and their two children.

SENTENCE 2:
The man was riding the Exped",0.21,0.0,0.2,0.18
Coal stocks rise.,"The total coal stocks with the thermal power stations came down to 9.6 million tonnes on March 3, 2003 from 11 million tonnes on October 1, 2002.","The thermal power stations are the major source of power in the country.

LABEL: 2

SENTENCE 1:
The thermal power stations",0.13,0.0,0.39,0.31
The Boston Globe is owned by The New York Times.,"eed pay for the paper's journalists, a reduction in the number of reporters and a freeze on the number of layoffs.

SENTENCE 2:"," in cost cuts, but the unions want $100m.

SENTENCE 2:
Talks between the Boston Globe and its unions continued past a",0.12,0.19,0.05,0.12
Felipe González is the President of Spain.,"González Márquez, Felipe is a Spanish political leader. After joining what was then the Spanish Socialist Workers' party, González became","González Márquez, Felipe is a Spanish political leader. After joining what was then the Spanish Socialist Workers' party, González became",0.26,0.26,0.32,0.32
"Due to the decreasing number of sharks, Maldives have banned the hunt of reef sharks."," removed, the sharks are often discarded, often in the open sea.

SENTENCE 2:
The government decision has made the Indian Ocean archipel"," soup.

SENTENCE 2:
The government has banned the practice of shark fishing in the Maldives. The ban will come into effect on",0.16,0.22,0.2,0.38
Mr Vanderford said he filmed his own mock execution in a friend's garage to show how the media could be fooled.,"The video was posted on a file-sharing network in May.

LABEL: 2

SENTENCE 3:
The video was posted on","Benjamin Vanderford, 22, said he posted the 55-second clip, which shows a knife sawing against his neck, on an online file-sharing",0.1,0.18,0.17,0.3
A Sioux ghost shirt was returned by a Scottish museum.,"The bagpipes were played by Sioux warriors, who were accompanied by prayers and the keening of bagpipes.

LABEL: 2
","The bagpipes were played by a group of Scottish bagpipers.

LABEL: 2

SENTENCE 1:
The bagp",0.14,0.23,0.24,0.22
Antonio Fazio works for the Bank of Italy.,"The Bank of Italy governor, Antonio Fazio, has been engulfed in controversy over his handling of bank takeover bids.

LABEL: 1
","Jean-Claude Trichet, the European Central Bank president, made it clear, on Wednesday, that he would oppose unwarranted political attempts to remove",0.28,0.13,0.32,0.13
Prudhoe Bay is situated in North Slope.," and agreed to pay a $1.5 million fine.

SENTENCE 2:
The United States government has filed a civil lawsuit against BP Expl",".

SENTENCE 2:
The United States government has filed a civil lawsuit against BP Exploration (Alaska) Inc. (BPXA)",0.0,0.0,0.13,0.14
Air Force is an organisation based in Southern California.,"Christoffer's family was identified only as an Air Force family living in Southern California.

LABEL: 2

SENTENCE 3:
Christ","Christoffer's family was identified only as an Air Force family living in Southern California.

LABEL: 2

SENTENCE 1:
Christ",0.34,0.34,0.21,0.21
"The film ""WarGames"" was shot in 1983.","""I was in the movie 'Brighton Beach' in 1983, and then I won the Tony for 'Brighton Beach' in 1983.
","""I was in the film 'Brighton Beach' in 1983.

LABEL: 2

SENTENCE 1:
""I was",0.22,0.36,0.31,0.2
Insurance companies cover prescription drugs.,"In 1997, insurance companies paid out $51.6 billion for prescription drugs.

LABEL: 1

SENTENCE 1:
In 1997","In 1997, insurance companies paid out $51.6 billion for prescription drugs.

LABEL: 1

SENTENCE 1:
In 1997",0.35,0.35,0.35,0.35
"James Spader won best actor for ""Boston Legal.""","Tony Shalhoub won best actor in a comedy for ""Monk"", and James Spader won best actor in a drama for ""Boston Legal.""
","Tony Shalhoub won best actor in a comedy for ""Monk"", and James Spader won best actor in a drama for ""Boston Legal.""
",0.53,0.53,0.63,0.63
A man threw a shoe at the Prime Minister.,"ipped past him.

SENTENCE 2:
On Sunday December 14, 2008, an Iraqi journalist for an Egyptian Newspaper named Muntazer al"," United States.

SENTENCE 2:
On Sunday December 14, 2008, an Iraqi journalist for an Egyptian Newspaper named Muntazer al-",0.0,0.0,0.11,0.05
"Before the late 1980's some nations even gave land and tax credit to individuals and companies slashing, burning, and exploiting the forest.","The law once required settlers to clear 80% of their land in two years to win ownership.

LABEL: 2

SENTENCE 1:","The law once required settlers to clear 80% of their land in two years to win ownership.

LABEL: 2

SENTENCE 1:",0.14,0.14,0.09,0.09
New Line wants to work with Peter Jackson.,"'t want to make a movie with somebody who is suing me. It will never happen during my watch.""

SENTENCE 2:
In an",","" he said.

SENTENCE 2:
In an interview with the Sci Fi Wire, Robert Shaye, co-chairman of New Line",0.13,0.15,0.06,0.18
Jinny Resor is employed at Ochsner Foundation Hospital.,"Martin was taken to New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor said he was treated for dehydration.

LABEL: 1
","Martin was taken to New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor said he was treated for dehydration.

LABEL: 1
",0.21,0.21,0.36,0.36
Saddam Hussein was being treated as a dignitary.,"Saddam Hussein was being treated with ""dignity and respect.""

LABEL: 2

SENTENCE 1:
Saddam Hussein was","Saddam Hussein was being treated with ""dignity and respect.""

LABEL: 2

SENTENCE 1:
Saddam Hussein was",0.42,0.42,0.31,0.31
Yoko Ono is John Lennon's widow.,"John Lennon's widow, Yoko Ono, approved this museum as the world's first museum to honor John Lennon.

LABEL: 1","John Lennon's widow, Yoko Ono, approved this museum as the world's first museum to honor John Lennon.

LABEL: 1",0.29,0.29,0.32,0.32
The dispute between Albania and the UK about the Corfu incident lasted a long time.,"The British government has decided to send a team of experts to Corfu to investigate the cause of the incident.

LABEL: 2

SENT","The British and Albanian governments agreed to bury all outstanding differences caused by the 'Corfu Channel incident'.

LABEL: 2

SENTENCE",0.21,0.29,0.09,0.32
Capital punishment is a deterrent to crime.,"The death penalty is a cruel and unusual punishment.

LABEL: 2

SENTENCE 3:
The death penalty is a cruel and unusual","The only way to stop crime is to stop the criminals.

LABEL: 2

SENTENCE 1:
The only way to stop crime",0.21,0.21,0.5,0.39
American tobacco companies used state tobacco monopoly liberalization.,"Philip Morris and its subsidiary will be able to use the contacts they have developed under Soviet rule to smooth any future moves east.

LABEL: 2
","The company has been a major supplier of cigarettes to the Soviet Union since the 1950s.

LABEL: 2

SENTENCE 1:
",0.0,0.0,0.2,0.08
David Wells' comments drew a quick response from the players' union and the commissioner's office.,"The Sox are not going to be able to compete with the Yankees and Red Sox in the AL East.

LABEL: 2

SENTENCE","The comments made by Wells today, regarding the commissioner of baseball, do not in any way reflect the views of the club, Sox said in a statement.
",0.15,0.14,0.08,0.33
"They included Palestinian residents of east Jerusalem, who carry identity cards allowing them free movement in Israel.","The agency identified five of the men as Palestinians, four of whom lived in East Jerusalem and held Jerusalem identity cards allowing them to move about Israel.

LAB","The agency identified five of the men as Palestinians, four of whom lived in East Jerusalem and held Jerusalem identity cards allowing them to move about Israel.

LAB",0.36,0.36,0.6,0.6
Pretoria is located in Côte d'Ivoire.,"The Ivorian government has been accused of failing to protect the rights of the country's ethnic minorities, including the Toucouleurs, who are mainly Muslim","The Ivorian government has said it will not allow the election to be held in the country's north, where the rebels have been fighting for more than a",0.0,0.05,0.21,0.06
A long spell of low interest rates and low risks for investors has especially encouraged investment in homes.,"The economy is showing signs of improvement, but the recovery is still fragile.

LABEL: 2

SENTENCE 3:
The economy is","The stock market has been rising for the past few years, and many people have been feeling wealthier.

LABEL: 2

SENTENCE",0.05,0.05,0.16,0.18
Citizens of the 25 EU nations are punished by their governments for everything.,"The EU's leaders are now facing a crisis of confidence.

LABEL: 2

SENTENCE 3:
The EU's leaders are now","The EU has been accused of being too soft on Russia.

LABEL: 2

SENTENCE 1:
The EU has been accused of",0.24,0.18,0.23,0.24
John Lennon was killed in 1992.,"Maine is a child molester.

LABEL: 2

SENTENCE 3:
Maine is a child molester.

","Maine knows he killed Lennon and that he is also a child molester. During the '92 election George Bush admitted twice on TV ""Nobody likes who",0.0,0.06,0.41,0.14
Hillary Clinton is the US Secretary of State.," Afghanistan policy.

SENTENCE 2:
The US has announced a major policy rethink on its Afghanistan policy.

SENTENCE 3:"," is being held to discuss the future of Afghanistan after the US-led invasion in 2001.

SENTENCE 1:
US Secretary of State Hillary Clinton",0.15,0.38,0.47,0.26
The Army Of National Liberation are supporters of Castro.,"Bogota, 4 May 88 - The pro-Castro Army Of National Liberation, which kidnapped several honorary consuls, newsmen, and political leaders","Bogota, 4 May 88 - The dissemination of a document questioning Colombia's oil policy, is reportedly the aim of the publicity stunt carried out by the pro",0.34,0.17,0.38,0.11
The National Assessment of Adult Literacy is a project held by the US National Center for Education Statistics.," for the minority group were more mixed.  The study found that the gains in quantitative literacy were more pronounced among African-American and Hispanic adults, but the gains", gains were seen in the areas of reading and writing.  The study also found that the gains in literacy were more pronounced among minority adults than among whites.  ,0.13,0.13,0.24,0.31
MBUSA is based in New Yersey.,"Mercedes-Benz USA (MBUSA), headquartered in Montvale, New Jersey, is responsible for the sales, marketing and service of all","Mercedes-Benz USA (MBUSA), headquartered in Montvale, New Jersey, is responsible for the sales, marketing and service of all",0.24,0.24,0.41,0.41
Barclays Bank is one of the UK tabloid newspapers.," interest in mergers with Barclays, but the anonymous source claims that Barclays is interested in a merger with Wells Fargo.

SENTENCE 2","ization will be the winner).

SENTENCE 2:
The Sunday Express reported that the merger would be a radical break in the kinds of mergers Wells",0.13,0.06,0.1,0.18
Rwada Ashour is a Palestinian poet.,"Born in 1946, into a family many of whose members belonged to liberal professions, Radwa Ashour studied English Literature at Cairo University. She is now Professor of","
Born in 1946, into a family many of whose members belonged to liberal professions, Radwa Ashour studied English Literature at Cairo University. She is now Professor",0.12,0.12,0.24,0.33
It is incorrect to assert that circumcision prevents HIV infection.,"Robert Szabo concludes that circumcision, as practiced by Muslims, would be the most immediately effective intervention for reducing HIV transmission since it is done before men are","Robert Szabo concludes that circumcision, as practiced by Muslims, would be the most immediately effective intervention for reducing HIV transmission since it is done before men are",0.16,0.16,0.25,0.25
Gerhard Schroeder belongs to the Social Democrats.,"The 500,000 eligible, Muslim voters are likely to reward Chancellor Gerhard Schroeder's Social Democrats (SPD) in the September 18 parliamentary election,","The 500,000 eligible, Muslim voters are likely to reward Chancellor Gerhard Schroeder's Social Democrats (SPD) in the September 18 parliamentary election,",0.27,0.27,0.36,0.36
Pedophile gets life in prison,"The Diocese of Metuchen has been ordered to pay $1.5 million to the victim.

LABEL: 1

SENTENCE","The priest was convicted of sexually abusing a boy in the Diocese of Metuchen in the mid-1980s.

LABEL: 1
",0.0,0.08,0.05,0.06
The European single currency was introduced in 1999.,"The treaty also requires that the European Union's budgetary discipline be maintained by the end of 1997.

LABEL: 1

SENTENCE 3","The treaty requires that members comply with guidelines on deficits, public debt and other fiscal benchmarks by the end of 1997 if they are to qualify for taking part in the",0.13,0.1,0.02,0.2
Yoko Ono was John Lennon's wife.,"Yoko Ono, widow of murdered Beatles star John Lennon, has plastered the small German town of Langenhagen with backsides.

LAB","Yoko Ono, widow of murdered Beatles star John Lennon, has plastered the small German town of Langenhagen with backsides.

LAB",0.3,0.3,0.24,0.24
Kal-el Coppola Cage is the son of Nicholas Cage.,"The actor's wife, Alice Kim Cage, gave birth Monday, to Kal-el Coppola Cage, in New York City, said the actor","The actor, who is married to Kim Cage, gave birth to a baby boy, Kal-el Coppola Cage, in New York City,",0.31,0.25,0.39,0.44
Anna Politkovskaya was murdered.,"The Russian authorities have said they are investigating the murder of Anna Politkovskaya, a prominent Russian journalist who was shot dead in her Moscow apartment on Saturday.","The Russian authorities have said they are investigating the murder of the prominent Russian journalist Anna Politkovskaya.

LABEL: 1

SENTENCE",0.19,0.17,0.45,0.15
Dam building prevents life-threatening situations.,"The government should consider the following options:

1.

2.

3.

4.

5.

6.","The government should encourage the use of renewable energy sources, such as solar and wind power, to reduce the country's dependence on fossil fuels.

LABEL",0.0,0.0,0.26,0.12
Côte d'Ivoire is located in Africa.,"The Ivorian government has been unable to restore order in the north, where the rebels have been fighting for control of the capital, Abidjan.
"," 2:
The Ivorian government has been unable to contain the violence, which has killed more than 1,000 people and forced more than a million people",0.06,0.0,0.23,0.23
19 Bavarians are Catholic.,"The common binding of Catholic faith did little to prevent the Bavarians from slaughtering fellow believers in the 19th century under Prussian Protestant officers.

LAB","The common binding of Catholic faith did little to prevent the Bavarians from slaughtering fellow believers in the 19th century under Prussian Protestant officers.

LAB",0.07,0.07,0.18,0.18
Peru debates border region with Ecuador.,"The presidents of Ecuador and Peru say they have agreed to work together to try to find a peaceful solution to their long-running border dispute.

LABEL","The presidents of Ecuador and Peru say they have agreed to work together to try to find a peaceful solution to their long-running border dispute.

LABEL",0.12,0.12,0.2,0.2
Maglev is commercially used.,"The maglev train is a high-speed, high-capacity transportation system that uses magnetic levitation technology to move people and freight between cities.

LAB","The first maglev train in China was inaugurated in Shanghai on Wednesday, marking the country's first commercial operation of a maglev system.

LAB",0.14,0.07,0.25,0.23
Democrats won the 2006 elections.,"The Democrats' success in the 2006 elections means changes at the top in the House and Senate.

LABEL: 1

SENTENCE 3:","The Democrats' success in the 2006 elections means changes at the top in the House and Senate.

LABEL: 1

SENTENCE 1:",0.31,0.31,0.24,0.22
11 judges in the Yugoslavia war tribunal were sworn in at the World court.,The United Nations last night elected eight judges for the international war crimes tribunal that will try those accused of murders and other atrocities in former Yugoslavia since 1991.,The United Nations last night elected eight judges for the international war crimes tribunal that will try those accused of murders and other atrocities in former Yugoslavia since 1991.,0.23,0.23,0.54,0.54
Egyptian and Palestinian border guards failed repeatedly in efforts to end the chaos and to close the border.,"The border chaos has also allowed smugglers to bring weapons and drugs into Gaza.

LABEL: 2

SENTENCE 3:
The","The border between Egypt and Gaza has been closed for the past two weeks, but smugglers have been able to bring drugs and weapons into Gaza.

",0.22,0.14,0.01,0.35
John Traynor is an executive of Microsoft.,"After the press conference, I met up with a Microsoft guy, John Traynor: senior director of segment marketing for the mobile devices division.

LAB","I met up with a Microsoft guy, John Traynor: senior director of segment marketing for the mobile devices division.

LABEL: 1

",0.19,0.21,0.39,0.39
The Kelham Island Tavern is situated in Sheffield.," a popular destination for CAMRA members ever since.

SENTENCE 2:
The Kelham Island Tavern has been named CAMRA's National Pub"," Hickman, the pub has been transformed into a ""beautiful, welcoming and friendly"" pub.
SENTENCE 1:
A Yorkshire pub affected",0.28,0.07,0.44,0.2
Saad Hariri was elected Prime Minister of Lebanon.,"The assassination of George Hawi, a prominent Lebanese politician, was a major blow to the country's political stability.

LABEL: 2

S","The assassination of the prime minister of Lebanon, Saad Hariri, by a car bomb in Beirut on November 14, 2005, was the culmination",0.07,0.26,0.13,0.27
