completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Dora asked what the town was.,"Even before they reached town, they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.
","Even before they reached town, they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.
",0.27,0.27,0.33,0.33
Dr. Adams had cancer and presented several options for future treatment.,"Dr. Adams informed Kate that she had cancer and presented several options for future treatment.

LABEL: 1

SENTENCE 3:
Dr","Dr. Adams informed Kate that she had cancer and presented several options for future treatment.

LABEL: 1

SENTENCE 3:
Dr",0.71,0.71,0.38,0.38
"I don't know who Jim was, but he looked very unhappy.","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.
","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.
",0.55,0.55,0.69,0.69
The detective delivered the final report on the case.,"Joe paid the detective after he delivered the final report on the case.

LABEL: 2

SENTENCE 3:
Joe paid the detective","Joe paid the detective after he delivered the final report on the case.

LABEL: 2

SENTENCE 3:
Joe paid the detective",0.6,0.6,0.52,0.52
Jane did not get an answer.,"Jane knocked on Susan's door but she did not get an answer.

LABEL: 2

SENTENCE 3:
Jane knocked on Susan","Jane knocked on Susan's door but she did not get an answer.

LABEL: 2

SENTENCE 3:
Jane knocked on Susan",0.44,0.44,0.53,0.53
"Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Tatyana's mother to the table.",":
There's plenty.

SENTENCE 2:
Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests",", ""I am so glad you are here, my dear. I have been waiting for you.""

SENTENCE 2:
Tatyana",0.15,0.05,0.29,0.17
Susan is nosy.,"Susan knows all about Ann's personal problems because she is nosy.

LABEL: 2

SENTENCE 3:
Susan knows all about","Susan knows all about Ann's personal problems because she is nosy.

LABEL: 2

SENTENCE 3:
Susan knows all about",0.26,0.26,0.35,0.35
She put the album on a chair without even opening the album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,0.15,0.15,0.37,0.37
The sun was gone.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.

LABEL: 1
","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.

LABEL: 1
",0.3,0.3,0.27,0.27
"She was careful not to disturb her, undressing and climbing back into Tatyana's berth.",Tatyana was surprised to see her mother asleep. She was not sure what to do. She was afraid that her mother would wake up and find her,"Tatyana was careful not to disturb her mother, undressing and climbing back into her berth.

LABEL: 2

SENTENCE",0.29,0.73,0.34,0.66
Jim signaled the barman and gestured toward Jim's empty glass.,"The barman filled Jim's glass and handed it to him.

LABEL: 2

SENTENCE 3:
The barman handed Jim","The barman poured Jim a glass of water.

LABEL: 2

SENTENCE 3:
The barman poured Jim a glass of",0.33,0.33,0.37,0.36
The fish was tasty.,"The fish ate the worm. It was tasty.

LABEL: 1

SENTENCE 3:
The fish ate the worm. It was","The fish ate the worm. It was tasty.

LABEL: 1

SENTENCE 3:
The fish ate the worm. It was",0.35,0.35,0.48,0.48
The witness was reluctant to repeat it.,"The lawyer asked the witness a question, but he was reluctant to repeat it.

LABEL: 1

SENTENCE 3:
The lawyer","The lawyer asked the witness a question, but he was reluctant to repeat it.

LABEL: 1

SENTENCE 3:
The lawyer",0.52,0.52,0.37,0.37
The cat was too impatient.,"The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 2

SENTENCE 3:","The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 2

SENTENCE 3:",0.38,0.38,0.36,0.36
Pete is very successful.,"Pete envies Martin although he is very successful.

LABEL: 2

SENTENCE 3:
Pete envies Martin although he","Pete envies Martin although he is very successful.

LABEL: 2

SENTENCE 3:
Pete envies Martin although he",0.38,0.38,0.51,0.51
Now I have to get The roof removed.,The storm was so strong that it knocked me out of my bed. I woke up in the middle of the night and saw the tree falling through the roof.,"The tree fell down and crashed through the roof of my house. Now, I have to get it removed.

LABEL: 1

SENT",0.16,0.4,0.4,0.43
George was particularly eager to see it.,"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.

LABEL: 2
","George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.

LABEL: 2
",0.45,0.45,0.45,0.45
The oak tree is to the right of a house.,"The painting in Mark's living room shows an oak tree. It is to the right of a house.

LABEL: 2

SENTENCE","The painting in Mark's living room shows an oak tree. It is to the right of a house.

LABEL: 2

SENTENCE",0.62,0.62,0.41,0.41
The minnow had better get away to safety fast!,"Look! There is a minnow swimming right below that duck! It had better get away to safety fast!

LABEL: 2

SENT","Look! There is a minnow swimming right below that duck! It had better get away to safety fast!

LABEL: 2

SENT",0.53,0.53,0.44,0.44
The oak tree is to the right of the bookcase.,"The painting in Mark's living room shows an oak tree. It is to the left of the bookcase.

LABEL: 1

SENT","The painting in Mark's living room shows an oak tree. It is to the right of the bookcase.

LABEL: 1

SENT",0.56,0.62,0.42,0.44
The pin had a hole.,"I stuck a pin through a carrot. When I pulled the pin out, it had a hole.

LABEL: 1

SENTENCE 3","I stuck a pin through a carrot. When I pulled the pin out, it had a hole.

LABEL: 1

SENTENCE 3",0.38,0.38,0.32,0.32
Susan is indiscreet.,"Susan knows all about Ann's personal problems because she is indiscreet.

LABEL: 1

SENTENCE 3:
Susan knows all about","Susan knows all about Ann's personal problems because she is indiscreet.

LABEL: 1

SENTENCE 3:
Susan knows all about",0.26,0.26,0.38,0.38
Carol believed that Rebecca suspected that Rebecca had stolen the watch.,"Carol believed that Rebecca suspected that she had stolen the watch.

LABEL: 1

SENTENCE 3:
Carol believed that Rebecca","Carol believed that Rebecca suspected that she had stolen the watch.

LABEL: 1

SENTENCE 3:
Carol believed that Rebecca",0.67,0.67,0.55,0.55
Billy cried because Toby wouldn't share Billy's toy.,"Billy cried because Toby wouldn't share his toy.

LABEL: 1

SENTENCE 3:
Billy cried because Toby wouldn't share his","Billy cried because Toby wouldn't share his toy.

LABEL: 1

SENTENCE 3:
Billy cried because Toby wouldn't share his",0.52,0.52,0.54,0.54
"He had to be the life and soul of a dinner party, with the book there all the time.","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room",0.13,0.13,0.31,0.31
Bob would be gone by this time.,"Bob can't leave work here until Adam arrives to replace him. If Adam had left work on time, he would be gone by this time.

LAB","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time.
",0.41,0.4,0.47,0.59
"Beside the floor there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.
","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.
",0.68,0.68,0.76,0.76
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Goodman faced in his childhood.,"The Spartan general Xenophanes was a man of great courage and determination.

LABEL: 1

SENTENCE 3:
The Spartan general","The Spartan general Xenophanes was born in the city of Sparta in the year 431 BC.

LABEL: 1

SENTENCE",0.35,0.3,0.34,0.21
The woman held the girl against the woman's will.,"The woman held the girl against her will.

LABEL: 1

SENTENCE 3:
The woman held the girl against her will.","The woman held the girl against her will.

LABEL: 1

SENTENCE 3:
The woman held the girl against her will.",0.6,0.6,0.64,0.64
Susan was out.,"Jane knocked on Susan's door, but there was no answer. She was out.

LABEL: 2

SENTENCE 3:
Jane","Jane knocked on Susan's door, but there was no answer. She was out.

LABEL: 2

SENTENCE 3:
Jane",0.27,0.27,0.31,0.31
The man was very annoying.,"John was doing research in the library when he heard a man humming and whistling. He was very annoying.

LABEL: 2

SENT","John was doing research in the library when he heard a man humming and whistling. He was very annoying.

LABEL: 2

SENT",0.37,0.37,0.35,0.35
He heard Mark calling for the captain.,"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one","

SENTENCE 2:
Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon",0.35,0.41,0.29,0.37
Bob is very grateful.,"Bob paid for Charlie's college education. He is very grateful.

LABEL: 1

SENTENCE 3:
Bob paid for Charlie's","Bob paid for Charlie's college education. He is very grateful.

LABEL: 1

SENTENCE 3:
Bob paid for Charlie's",0.33,0.33,0.47,0.47
The concert continued until 10.,"The rain stopped after 10 minutes.

LABEL: 2

SENTENCE 3:
The rain stopped after 10 minutes.

LABEL","The rain continued until 10.

LABEL: 2

SENTENCE 3:
The rain continued until 10.

LABEL: 3",0.18,0.38,0.54,0.59
There were simply not enough chairs.,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them.

LABEL:","We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them.

LABEL:",0.32,0.32,0.29,0.29
Blaze was afraid the stable boys at the Burlington Stables struck at him and bullied him.,"Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid,","Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid,",0.73,0.73,0.54,0.54
Anne is a very charming woman.,"Anne gave birth to a daughter last month. She is a very charming woman.

LABEL: 2

SENTENCE 3:
Anne gave","Anne gave birth to a daughter last month. She is a very charming woman.

LABEL: 2

SENTENCE 3:
Anne gave",0.46,0.46,0.27,0.27
It was daylight when he woke with Warren's hand upon Warren's shoulder.,"Mark slept. It was daylight when he woke with Warren's hand upon his shoulder.

LABEL: 1

SENTENCE 3:
Mark","So Mark slept. It was daylight when he woke with Warren's hand upon his shoulder.

LABEL: 1

SENTENCE 3:
",0.71,0.71,0.59,0.55
Mark heard him calling for the captain,"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one","

SENTENCE 2:
Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon",0.41,0.48,0.29,0.37
"Stretching the woman's back, the woman smiled at the girl.","The girl smiled at the woman.

LABEL: 2

SENTENCE 3:
The woman smiled at the girl.

LABEL","The girl smiled back.

LABEL: 2

SENTENCE 3:
The woman smiled at the girl.

LABEL: 3",0.57,0.59,0.42,0.5
Bill was hungry.,"Bill passed the half-empty plate to John because he was hungry.

LABEL: 1

SENTENCE 3:
Bill passed the half","Bill passed the half-empty plate to John because he was hungry.

LABEL: 1

SENTENCE 3:
Bill passed the half",0.26,0.26,0.29,0.29
Terpsichore was too hard to pronounce.,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was too hard to pronounce.","The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was too hard to pronounce.",0.38,0.38,0.56,0.56
Beth stopped and apologized.,"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.

LABEL: 1

SENTENCE","Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.

LABEL: 1

SENTENCE",0.33,0.33,0.33,0.33
The settlers must make rules to regulate them.,"The settlers were not allowed to have guns because they were not allowed to have guns.

LABEL: 1

SENTENCE 3:
The","The settlers far away in Washington could not know the politicians so they must make rules to regulate them.

LABEL: 1

SENTENCE 3",0.21,0.52,0.16,0.38
The trophy is too large.,"The trophy doesn't fit into the brown suitcase because it is too large.

LABEL: 2

SENTENCE 3:
The trophy doesn","The trophy doesn't fit into the brown suitcase because it is too large.

LABEL: 2

SENTENCE 3:
The trophy doesn",0.38,0.38,0.28,0.28
"She had left poor little Dora to do the best Dora could, alone.","The buttons on Dora's dress were buttoned inside-out. Maude should have thought to button her up; but no, she had left poor little","The buttons on Dora's plaid dress were buttoned outside-in. Maude should have thought to button her up; but no, she had left",0.26,0.16,0.31,0.27
Alice's daughter was behaving so strangely.,"The dog barked at the party, leaving us to wonder why Alice was behaving so strangely.

LABEL: 2

SENTENCE 3:","Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 2

",0.37,0.39,0.33,0.46
The police were coming from so far away.,"The firemen arrived before the police because they were coming from so far away.

LABEL: 2

SENTENCE 3:
The fire","The firemen arrived before the police because they were coming from so far away.

LABEL: 2

SENTENCE 3:
The fire",0.57,0.57,0.34,0.34
Bill is very compassionate.,"Dan had to stop Bill from toying with the injured bird. He is very compassionate.

LABEL: 1

SENTENCE 3:
","Dan had to stop Bill from toying with the injured bird. He is very compassionate.

LABEL: 1

SENTENCE 3:
",0.35,0.35,0.27,0.27
You thought hamburgers were onions?,"What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?

LABEL: 1

SENT","What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?

LABEL: 1

SENT",0.31,0.31,0.3,0.3
Ralph wouldn't have to drive alone.,"Tom gave Ralph a lift to school so he wouldn't have to drive alone.

LABEL: 1

SENTENCE 3:
Tom gave","Tom gave Ralph a lift to school so he wouldn't have to drive alone.

LABEL: 1

SENTENCE 3:
Tom gave",0.5,0.5,0.31,0.31
Dora asked what the corn was.,"Even before they reached town, they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.
","Even before they reached town, they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.
",0.27,0.27,0.37,0.37
Tom reached the bottom of the stairs.,"Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 1

SENTENCE 3:
Tom","Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 1

SENTENCE 3:
Tom",0.52,0.52,0.35,0.35
Anne is a very charming baby.,"Anne gave birth to a daughter last month. She is a very charming baby.

LABEL: 1

SENTENCE 3:
Anne gave","Anne gave birth to a daughter last month. She is a very charming baby.

LABEL: 1

SENTENCE 3:
Anne gave",0.46,0.46,0.27,0.27
Alice had to hunt for a button.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,0.17,0.17,0.43,0.43
Fred got back.,"Fred watched TV while George went out to buy groceries. After an hour he got back.

LABEL: 1

SENTENCE 3:
","Fred watched TV while George went out to buy groceries. After an hour he got back.

LABEL: 1

SENTENCE 3:
",0.26,0.26,0.27,0.27
The woman held the girl against the girl's chest.,"The woman held the girl against her chest.

LABEL: 1

SENTENCE 3:
The woman held the girl against her chest.","The woman held the girl against her chest.

LABEL: 1

SENTENCE 3:
The woman held the girl against her chest.",0.6,0.6,0.68,0.68
The ankles should be unnecessary.,"Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary.

LABEL: 1","Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary.

LABEL: 1",0.28,0.28,0.33,0.33
He will be moving into The old house on Thursday.,"Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.

LABEL: 1

","Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.

LABEL: 1

",0.41,0.41,0.4,0.4
Pam's parents were embarrassed about it.,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it.

LABEL: 1

S","Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it.

LABEL: 1

S",0.48,0.48,0.38,0.38
Adam was eager to speak it fluently.,"Sam took French classes from Adam, because he was eager to speak it fluently.

LABEL: 1

SENTENCE 3:
Sam","Sam took French classes from Adam, because he was eager to speak it fluently.

LABEL: 1

SENTENCE 3:
Sam",0.54,0.54,0.42,0.42
John left.,"John ordered Bill to leave, so an hour later he left.

LABEL: 1

SENTENCE 3:
John ordered Bill to leave","John ordered Bill to leave, so an hour later he left.

LABEL: 1

SENTENCE 3:
John ordered Bill to leave",0.18,0.18,0.51,0.51
He no longer requires Edward's financial support.,"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.06,0.06,0.31,0.31
Beth stopped and counted to ten.,"Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten.

LABEL: 2

S","Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten.

LABEL: 2

S",0.43,0.43,0.38,0.38
How very small and straight and rigid Tatyana lay in the bunk below!,"The captain had been a very good man, and he had been a very good friend to Tatyana.

LABEL: 1

SENT","The train was moving slowly, and Tatyana could see the lights of the city in the distance.

LABEL: 1

SENTENCE",0.18,0.24,0.26,0.22
"The donkey wished a wart on its hind leg would disappear, and leg did.","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 1

SENTENCE 3:
The donkey","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 1

SENTENCE 3:
The donkey",0.76,0.76,0.61,0.61
He couldn't very well marry without Uncle Vernon's approval,"Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval

LABEL: 2

SENTENCE 3:
Since","Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval

LABEL: 2

SENTENCE 3:
Since",0.5,0.5,0.33,0.33
The trainer couldn't stand her boyfriend.,"Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 1

SENTENCE 3:
Madonna fired her trainer","Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 1

SENTENCE 3:
Madonna fired her trainer",0.46,0.46,0.57,0.57
John's turn was over.,"John passed the gameboy to Bill because his turn was over.

LABEL: 1

SENTENCE 3:
Bill passed the gameboy","John passed the gameboy to Bill because his turn was over.

LABEL: 1

SENTENCE 3:
Bill passed the gameboy",0.33,0.33,0.47,0.47
The father carried the sleeping boy in the boy's bassinet.,"The father carried the sleeping boy in his bassinet.

LABEL: 2

SENTENCE 3:
The father carried the sleeping boy in","The father carried the sleeping boy in his bassinet.

LABEL: 2

SENTENCE 3:
The father carried the sleeping boy in",0.58,0.58,0.48,0.48
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Xenophanes faced in his childhood.,"The Spartan general Xenophanes was a man of great courage and determination.

LABEL: 2

SENTENCE 3:
The Spartan general","The Spartan general Xenophanes was born in the city of Sparta in the year 431 BC.

LABEL: 2

SENTENCE",0.35,0.3,0.35,0.21
You can see the garden through the gap.,"The garden is behind the wall.

LABEL: 1

SENTENCE 3:
The garden is behind the wall.

LABEL","There is a gap in the wall. You can see the garden behind it.

LABEL: 1

SENTENCE 3:
There is",0.24,0.36,0.54,0.27
Larry's boss at the railroad company would not want anyone but him to work in the office.,"Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him","Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him",0.5,0.5,0.54,0.54
She has loved the flute since she was a child.,"Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.

LABEL: 1

","Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.

LABEL: 1

",0.48,0.48,0.49,0.49
Some day they might want to use the magic pebble.,"The magic pebble was in the safe.

LABEL: 2

SENTENCE 3:
The magic pebble was in the","The pebble was a magic pebble. It was a pebble that could make things happen.

LABEL: 2

S",0.22,0.21,0.34,0.33
Tina was easier to pronounce.,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce.
","The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce.
",0.33,0.33,0.52,0.52
The man lifted the boy onto the boy's shoulders.,"The man lifted the boy onto his shoulders.

LABEL: 1

SENTENCE 3:
The man lifted the boy onto his shoulders.","The man lifted the boy onto his shoulders.

LABEL: 1

SENTENCE 3:
The man lifted the boy onto his shoulders.",0.6,0.6,0.72,0.72
The delivery truck was going so slow.,"The delivery truck zoomed by the school bus because it was going so fast.

LABEL: 1

SENTENCE 3:
The delivery","The delivery truck zoomed by the school bus because it was going so slow.

LABEL: 1

SENTENCE 3:
The delivery",0.44,0.52,0.23,0.25
I couldn't hear the announcement.,"The subway came into the station and I couldn't hear the announcement.

LABEL: 2

SENTENCE 3:
The subway came into","They broadcast an announcement, but a subway came into the station and I couldn't hear it.

LABEL: 2

SENTENCE 3:",0.44,0.3,0.44,0.29
It was bad enough that the children had to be denied so many things because he couldn't afford them.,"Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn","Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn",0.61,0.61,0.52,0.52
The ocean beach was a safer place to swim.,"We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim.

LABEL: 1","We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim.

LABEL: 1",0.53,0.53,0.46,0.46
The toaster Tom had sold him didn't work.,"Tom was upset with Frank because the toaster he had sold him didn't work.

LABEL: 2

SENTENCE 3:
Frank","Frank was upset with Tom because the toaster he had sold him didn't work.

LABEL: 2

SENTENCE 3:
Frank",0.55,0.55,0.55,0.56
"The train was delayed, so it worked out.","I had to catch the train at 4:30, so I had to be at the station at 4:00. Luckily, it was delayed, so it","I had to catch the train at 4:30, so there wasn't much time. Luckily, it was delayed, so it worked out.

LAB",0.35,0.5,0.39,0.55
You can see the garden through the gap.,"The garden is in the wall.

LABEL: 2

SENTENCE 3:
The garden is in the wall.

LABEL","There is a gap in the wall. You can see the garden through it.

LABEL: 2

SENTENCE 3:
There is",0.24,0.43,0.5,0.31
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that Bernard had done anything dishonest.","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done",0.93,0.93,0.64,0.64
The jacket looks great on her.,"Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 2

SENTENCE","Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 2

SENTENCE",0.37,0.37,0.28,0.28
Lionel plans to use it on Geoffrey and send Dr. Vardi to steal nuclear material from an army vault.,"Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and","Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and",0.36,0.36,0.39,0.39
Fred got up.,"Fred watched TV while George went out to buy groceries. After an hour he got up.

LABEL: 2

SENTENCE 3:
","Fred watched TV while George went out to buy groceries. After an hour he got up.

LABEL: 2

SENTENCE 3:
",0.26,0.26,0.29,0.29
The table broke.,"I put the heavy book on the table and it broke.

LABEL: 2

SENTENCE 3:
I put the heavy book on","I put the heavy book on the table and it broke.

LABEL: 2

SENTENCE 3:
I put the heavy book on",0.25,0.25,0.45,0.45
There were simply too many chairs.,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.

LABEL:","We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.

LABEL:",0.32,0.32,0.26,0.26
Tina's drawing did look much better with another one above it.,"Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 2

SENTENCE","Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 2

SENTENCE",0.63,0.63,0.55,0.55
Emma's education had been managed by an excellent woman as governess.,"Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.

LABEL: 2

S","Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.

LABEL: 2

S",0.71,0.71,0.61,0.61
John hired Bill to take care of John.,"John hired Bill to take care of him.

LABEL: 2

SENTENCE 3:
John hired Bill to take care of him.","John hired Bill to take care of him.

LABEL: 2

SENTENCE 3:
John hired Bill to take care of him.",0.57,0.57,0.69,0.69
Bill left.,"John ordered Bill to leave, so an hour later he left.

LABEL: 2

SENTENCE 3:
John ordered Bill to leave","John ordered Bill to leave, so an hour later he left.

LABEL: 2

SENTENCE 3:
John ordered Bill to leave",0.18,0.18,0.52,0.52
Ann is indiscreet.,"Susan knows all about Ann's personal problems because she is indiscreet.

LABEL: 2

SENTENCE 3:
Susan knows all about","Susan knows all about Ann's personal problems because she is indiscreet.

LABEL: 2

SENTENCE 3:
Susan knows all about",0.26,0.26,0.45,0.45
Prehistoric humans hunted for evidence on the river banks.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.

LABEL: 1","Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.

LABEL: 1",0.52,0.52,0.49,0.49
"Each artisan still had signs, not wishing to lose a possible patron merely because the artisan happened to be illiterate.","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still had","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still had",0.16,0.16,0.41,0.41
The storekeepers stayed in town to run their stores and lived in the rooms behind the rooms.,"The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 1

SENTENCE 3:
","The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 1

SENTENCE 3:
",0.81,0.81,0.62,0.62
Jane was disappointed.,"Jane knocked on Susan's door, but there was no answer. She was disappointed.

LABEL: 2

SENTENCE 3:
Jane","Jane knocked on Susan's door, but there was no answer. She was disappointed.

LABEL: 2

SENTENCE 3:
Jane",0.27,0.27,0.36,0.36
Susan was disappointed.,"Jane knocked on Susan's door, but there was no answer. She was disappointed.

LABEL: 1

SENTENCE 3:
Jane","Jane knocked on Susan's door, but there was no answer. She was disappointed.

LABEL: 1

SENTENCE 3:
Jane",0.27,0.27,0.33,0.33
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that the government official had done anything dishonest.","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done",0.9,0.9,0.63,0.63
The shelf wasn't anchored.,"The sculpture rolled off the shelf because it wasn't anchored.

LABEL: 1

SENTENCE 3:
The sculpture rolled off the shelf","The sculpture rolled off the shelf because it wasn't anchored.

LABEL: 1

SENTENCE 3:
The sculpture rolled off the shelf",0.38,0.38,0.63,0.63
The fish appeared two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 2
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 2
",0.39,0.39,0.4,0.4
She put the album on a chair without even opening the button.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,0.15,0.15,0.42,0.42
The gang members were trying to run the drug trade in the neighborhood.,"The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.

LABEL: 2

SENTENCE","The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.

LABEL: 2

SENTENCE",0.74,0.74,0.45,0.45
The tree is too small.,"I can't cut that tree down with that axe; it is too small.

LABEL: 1

SENTENCE 3:
I can","I can't cut that tree down with that axe; it is too small.

LABEL: 1

SENTENCE 3:
I can",0.32,0.32,0.26,0.26
The cloud was gone.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.

LABEL: 2
","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.

LABEL: 2
",0.3,0.3,0.29,0.29
We couldn't reach the path.,"The path to the lake was blocked, so we couldn't reach it.

LABEL: 1

SENTENCE 3:
The path to","The path to the lake was blocked, so we couldn't reach it.

LABEL: 1

SENTENCE 3:
The path to",0.46,0.46,0.27,0.27
