completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A cat plays in the snow.,"The dog is in the snow in front of some trees.

LABEL: 2

SENTENCE 3:
The dog is in the snow","The dog is in the snow in front of some trees.

LABEL: 3

SENTENCE 3:
The dog is in the snow",0.22,0.22,0.39,0.4
There is a boy in the water.,"A young boy is playing in the sandy water.

LABEL: 1

SENTENCE 1:
A young boy is playing in the sandy","A young boy is playing in the sandy water.

LABEL: 1

SENTENCE 1:
A young boy is playing in the sandy",0.36,0.36,0.55,0.55
A young boy is playing in the grass.,"A young boy is playing in the sandy water.

LABEL: 2

SENTENCE 3:
A young boy is playing in the sandy","A young boy is playing in the sandy water.

LABEL: 2

SENTENCE 1:
A young boy is playing in the sandy",0.48,0.48,0.49,0.5
A firefighter is holding a fire hose with water comping out.,"An elderly firefighter in an orange suit is holding a fire hose with water coming out.

LABEL: 1

SENTENCE 1:
","An elderly firefighter in an orange suit is holding a fire hose with water coming out.

LABEL: 1

SENTENCE 1:
",0.58,0.58,0.41,0.41
A medic is treating someones wounds with bandages he is holding.,"An elderly firefighter in an orange suit is holding a fire hose with water coming out.

LABEL: 2

SENTENCE 3:
","An elderly firefighter in an orange suit is holding a fire hose with water coming out.

LABEL: 3

SENTENCE 3:
",0.13,0.13,0.11,0.12
There is no snow.,"A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.

LABEL: 2

S","A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.

LABEL: 3

S",0.07,0.07,0.15,0.15
A child is playing in the snow.,"A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.

LABEL: 1

S","A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.

LABEL: 1

S",0.32,0.32,0.26,0.26
A lady wearing gray speaks to a lady in black.,"A woman in a gray sweater talking to another woman in a black jacket.

LABEL: 1

SENTENCE 1:
A woman in","A man in a black sweater talking to another man in a gray jacket.

LABEL: 1

SENTENCE 1:
A woman in",0.32,0.26,0.31,0.24
A baby yawns in his crib.,"A woman in a gray sweater talking to another woman in a black jacket.

LABEL: 1

SENTENCE 3:
A woman in","A woman in a gray sweater talking to another woman in a black jacket.

LABEL: 3

SENTENCE 3:
A woman in",0.15,0.15,0.16,0.17
Some people are on land.,"Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.

LABEL:","Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.

LABEL:",0.14,0.14,0.25,0.25
Some men are by water.,"Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.

LABEL:","Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.

LABEL:",0.21,0.21,0.31,0.31
Two men are out boating.,"Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.

LABEL:","Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.

LABEL:",0.21,0.21,0.42,0.42
The boy is running towards a bigger group of people.,"A boy at the beach runs through the surf towards three other people who are already in the water.

LABEL: 1

SENTENCE 3","A boy at the beach runs through the surf towards three other people who are already in the water.

LABEL: 1

SENTENCE 1",0.18,0.18,0.41,0.42
A boy can't swim so he didn't go to the beach with his family.,"A boy at the beach runs through the surf towards three other people who are already in the water.

LABEL: 3

SENTENCE 3","A boy at the beach runs through the surf towards three other people who are already in the water.

LABEL: 3

SENTENCE 3",0.21,0.21,0.3,0.3
A man walks through a doorway.,"A man in a blue shirt emerges from a doorway.

LABEL: 1

SENTENCE 1:
A man in a blue shirt emerges","A man in a blue shirt emerges from a doorway.

LABEL: 1

SENTENCE 1:
A man in a blue shirt emerges",0.3,0.3,0.6,0.6
A man is sitting at a table.,"A man in a blue shirt emerges from a doorway.

LABEL: 2

SENTENCE 3:
A man in a blue shirt emerges","A man in a blue shirt emerges from a doorway.

LABEL: 2

SENTENCE 1:
A man in a blue shirt emerges",0.21,0.21,0.48,0.48
The kid is taking a nap.,"A child in an orange outfit stands holding flowers.

LABEL: 2

SENTENCE 3:
A child in an orange outfit stands holding","A child in an orange outfit stands holding flowers.

LABEL: 2

SENTENCE 1:
A child in an orange outfit stands holding",0.07,0.07,0.39,0.39
A kid is wearing colorful clothing.,"A child in an orange outfit stands holding flowers.

LABEL: 1

SENTENCE 1:
A child in an orange outfit stands holding","A child in an orange outfit stands holding flowers.

LABEL: 1

SENTENCE 1:
A child in an orange outfit stands holding",0.07,0.07,0.43,0.43
Two brown and white dogs run on thick brown carpeting.,"Two brown and white dogs running on a grassy but brown fenced yard.

LABEL: 2

SENTENCE 3:
Two brown","Two brown and white dogs running on a grassy but brown fenced yard.

LABEL: 3

SENTENCE 3:
Two brown",0.48,0.48,0.35,0.37
Canines traverse a sealed expanse.,"Two brown and white dogs running on a grassy but brown fenced yard.

LABEL: 1

SENTENCE 1:
Two brown","Two brown and white dogs running on a grassy but brown fenced yard.

LABEL: 1

SENTENCE 1:
Two brown",0.08,0.08,0.3,0.3
Two old women hate flowers and would not be near them,"Two old women sitting on curb next to flowers

LABEL: 1

SENTENCE 3:
Two old women sitting on curb next to flowers","A man is sitting on the curb

LABEL: 3

SENTENCE 3:
A man is sitting on the curb

LABEL",0.24,0.0,0.55,0.39
Elderly women are resting near flowers,"Two old women sitting on curb next to flowers

LABEL: 1

SENTENCE 1:
Two old women sitting on curb next to flowers","A man is sitting on the curb

LABEL: 1

SENTENCE 1:
A man is sitting on the curb

LABEL",0.14,0.0,0.67,0.48
A man wears a helmet.,"A man with a blue helmet and orange shirt.

LABEL: 1

SENTENCE 1:
A man with a blue helmet and orange","A man with a blue helmet and orange shirt.

LABEL: 1

SENTENCE 1:
A man with a blue helmet and orange",0.31,0.31,0.51,0.51
A woman has a helmet on a motorcycle.,"A man with a blue helmet and orange shirt.

LABEL: 1

SENTENCE 3:
A man with a blue helmet and orange","A man with a blue helmet and orange shirt.

LABEL: 3

SENTENCE 3:
A man with a blue helmet and orange",0.28,0.28,0.41,0.42
A person is sitting.,"Man in leather jacket and scarf sits on purple cushion at a party.

LABEL: 1

SENTENCE 1:
Man in leather jacket","Man in leather jacket and scarf sits on purple cushion at a party.

LABEL: 1

SENTENCE 1:
Man in leather jacket",0.08,0.08,0.36,0.36
A person is sleeping on the couch.,"Man in leather jacket and scarf sits on purple cushion at a party.

LABEL: 2

SENTENCE 3:
Man in leather jacket","Man in leather jacket and scarf sits on purple cushion at a party.

LABEL: 3

SENTENCE 3:
Man in leather jacket",0.07,0.07,0.36,0.37
A couple opens a new appliance together,"A couple opening up a new electronically mixer.

LABEL: 1

SENTENCE 3:
A couple opening up a new electronically mixer.","A couple opening up a new electronically mixer.

LABEL: 1

SENTENCE 1:
A couple opening up a new electronically mixer.",0.3,0.3,0.62,0.63
The couple purchased a used mixer,"A couple opening up a new electronically mixer.

LABEL: 2

SENTENCE 3:
A couple opening up a new electronically mixer.","A couple opening up a new electronically mixer.

LABEL: 3

SENTENCE 3:
A couple opening up a new electronically mixer.",0.23,0.23,0.56,0.57
Two people are near some other people.,"A man in a blue shirt and a woman in a pink skirt sit around other people in the background.

LABEL: 1

SENTENCE","A man in a blue shirt and a woman in a pink skirt sit around other people in the background.

LABEL: 1

SENTENCE",0.13,0.13,0.33,0.33
There are some people doing the limbo.,"A man in a blue shirt and a woman in a pink skirt sit around other people in the background.

LABEL: 1

SENTENCE","A man in a blue shirt and a woman in a pink skirt sit around other people in the background.

LABEL: 3

SENTENCE",0.13,0.13,0.23,0.24
A dog is jumping.,"A furry dog is jumping over a hurdle.

LABEL: 1

SENTENCE 1:
A furry dog is jumping over","A furry dog is jumping over a hurdle.

LABEL: 1

SENTENCE 1:
A furry dog is jumping over",0.36,0.36,0.48,0.48
A cat sleeps in the window.,"A furry dog is jumping over a hurdle.

LABEL: 2

SENTENCE 3:
A furry dog is jumping over","A furry dog is jumping over a hurdle.

LABEL: 3

SENTENCE 3:
A furry dog is jumping over",0.08,0.08,0.35,0.36
The man is seated on his couch in his living room.,"A man on a ladder in tall grass.

LABEL: 2

SENTENCE 3:
A man on a ladder in tall grass.","A man on a ladder in tall grass.

LABEL: 3

SENTENCE 3:
A man on a ladder in tall grass.",0.19,0.19,0.52,0.56
The man is outdoors.,"A man on a ladder in tall grass.

LABEL: 1

SENTENCE 1:
A man on a ladder in tall grass.","A man on a ladder in tall grass.

LABEL: 1

SENTENCE 1:
A man on a ladder in tall grass.",0.08,0.08,0.6,0.6
A street performer is acting out a scene.,"A street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old-fashioned prop film camera.

LABEL:","A street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old-fashioned prop film camera.

LABEL:",0.3,0.3,0.3,0.3
A performer is playing violin in the auditorium.,"A street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old-fashioned prop film camera.

LABEL:","A street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old-fashioned prop film camera.

SENTENCE",0.18,0.18,0.16,0.16
A man is reading a newspaper.,"A man wearing a white shirt and a blue jeans reading a newspaper while standing

LABEL: 1

SENTENCE 1:
A man wearing","A man wearing a white shirt and a blue jeans reading a newspaper while standing

LABEL: 1

SENTENCE 1:
A man wearing",0.36,0.36,0.29,0.29
A man is sitting down reading a newspaper.,"A man wearing a white shirt and a blue jeans reading a newspaper while standing

LABEL: 1

SENTENCE 3:
A man wearing","A man wearing a white shirt and a blue jeans reading a newspaper while standing

LABEL: 2

SENTENCE 1:
A man wearing",0.33,0.33,0.29,0.32
People watch a man jog.,"A man wearing an orange shirt and sunglasses running in a marathon with spectators spectating him.

LABEL: 1

SENTENCE 3:","A man wearing an orange shirt and sunglasses jogging in a marathon with spectators spectating him.

LABEL: 1

SENTENCE 1",0.16,0.16,0.25,0.3
A man sits at his computer sipping coffee.,"A man wearing an orange shirt and sunglasses running in a marathon with spectators spectating him.

LABEL: 1

SENTENCE 3:","A man wearing an orange shirt and sunglasses jogging in a marathon with spectators spectating him.

LABEL: 3

SENTENCE 3",0.14,0.14,0.11,0.17
A man is running by people who are watching.,"A man running in a race passes by spectators.

LABEL: 1

SENTENCE 1:
A man running in a race passes by","A man running in a race passes by spectators.

LABEL: 1

SENTENCE 1:
A man running in a race passes by",0.27,0.27,0.46,0.46
A man in a kayak passes by spectators.,"A man running in a race passes by spectators.

LABEL: 1

SENTENCE 3:
A man running in a race passes by","A man running in a race passes by spectators.

LABEL: 3

SENTENCE 3:
A man running in a race passes by",0.48,0.48,0.47,0.49
The woman is wearing a shirt.,"Topless girl riding a red bike.

LABEL: 2

SENTENCE 3:
Topless girl riding a red bike.

","Topless girl riding a red bike.

LABEL: 3

SENTENCE 3:
Topless girl riding a red bike.

",0.09,0.09,0.5,0.53
A woman is on a bike.,"Topless girl riding a red bike.

LABEL: 1

SENTENCE 1:
Topless girl riding a red bike.

","Topless girl riding a red bike.

LABEL: 1

SENTENCE 1:
Topless girl riding a red bike.

",0.27,0.27,0.58,0.58
The crowd watches him,"a man giving two thumbs up to a crowd.

LABEL: 1

SENTENCE 3:
a man giving two thumbs up to a","a man giving two thumbs up to a crowd.

LABEL: 1

SENTENCE 1:
a man giving two thumbs up to a",0.08,0.08,0.4,0.42
Two dogs fly to the sun,"a man giving two thumbs up to a crowd.

LABEL: 2

SENTENCE 3:
a man giving two thumbs up to a","a man giving two thumbs up to a crowd.

LABEL: 2

SENTENCE 1:
a man giving two thumbs up to a",0.15,0.15,0.38,0.38
A guy is looking over the side of a building with someone else.,"A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.

LABEL: 1

SENTENCE","A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.

LABEL: 1

SENTENCE",0.22,0.22,0.38,0.38
Two men can not see each other because there is a wall in their way.,"A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.

LABEL: 2

SENTENCE","A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.

LABEL: 3

SENTENCE",0.11,0.11,0.29,0.29
Two young girls walk up a slide.,"Two young girls are jumping off of a steep step.

LABEL: 2

SENTENCE 3:
Two young girls are jumping off of","The girls are jumping off of a steep step.

LABEL: 2

SENTENCE 1:
The girls are jumping off of a steep",0.29,0.14,0.35,0.44
Girls are jumping.,"Two young girls are jumping off of a steep step.

LABEL: 1

SENTENCE 1:
Two young girls are jumping off of","Two young girls are jumping off of a steep step.

LABEL: 1

SENTENCE 1:
Two young girls are jumping off of",0.25,0.25,0.39,0.39
Two young girls are jumping outside.,"Two young girls are jumping off of a steep step.

LABEL: 1

SENTENCE 1:
Two young girls are jumping off of","Two young girls are jumping off of a steep step.

LABEL: 1

SENTENCE 1:
Two young girls are jumping off of",0.37,0.37,0.4,0.4
The man is brushing the leaves off his car.,"Middle-aged man cleaning the fallen snow on the roof of his car with a broom.

LABEL: 1

SENTENCE 3:","Middle-aged man cleaning the fallen snow on the roof of his car with a broom.

LABEL: 3

SENTENCE 3:",0.28,0.28,0.26,0.29
The man is cleaning off his car.,"Middle-aged man cleaning the fallen snow on the roof of his car with a broom.

LABEL: 1

SENTENCE 1:","Middle-aged man cleaning the fallen snow on the roof of his car with a broom.

LABEL: 1

SENTENCE 1:",0.3,0.3,0.27,0.27
People near a lot of reading materials.,"A man and a woman at the side of a table covered in books.

LABEL: 1

SENTENCE 3:
A man and","A man and a woman at the side of a table covered in books.

LABEL: 1

SENTENCE 1:
A man and",0.14,0.14,0.27,0.28
A couple under a table of goldfish.,"A man and a woman at the side of a table covered in books.

LABEL: 1

SENTENCE 3:
A man and","A man and a woman at the side of a table covered in books.

LABEL: 3

SENTENCE 3:
A man and",0.21,0.21,0.22,0.26
Four women are running away from a man in the city.,"A man is walking down a city sidewalk.

LABEL: 1

SENTENCE 3:
A man is walking down a city sidewalk.","A man is walking down a city sidewalk.

LABEL: 1

SENTENCE 1:
A man is walking down a city sidewalk.",0.19,0.19,0.48,0.5
Four women are walking in the city.,"A man carrying a briefcase is walking down a city sidewalk.

LABEL: 1

SENTENCE 3:
A man carrying a brief","A man is walking down a city sidewalk.

LABEL: 1

SENTENCE 1:
A man is walking down a city sidewalk.",0.15,0.15,0.25,0.53
The snow is purple.,"White dog playing in the snow.

LABEL: 2

SENTENCE 3:
White dog playing in the snow.

LABEL","White dog playing in the snow.

LABEL: 2

SENTENCE 1:
White dog playing in the snow.

LABEL",0.19,0.19,0.53,0.53
The dog enjoys the snow.,"White dog playing in the snow.

LABEL: 1

SENTENCE 1:
White dog playing in the snow.

LABEL","White dog playing in the snow.

LABEL: 1

SENTENCE 1:
White dog playing in the snow.

LABEL",0.36,0.36,0.58,0.58
nobody is cooking,"Four women and two men are in a kitchen, cooking near a long table with a white tablecloth.

LABEL: 2

SENTENCE","The women are cooking.

LABEL: 3

SENTENCE 3:
The men are cooking.

LABEL: 4

",0.08,0.12,0.12,0.4
People cooking,"Four women and two men are in a kitchen, cooking near a long table with a white tablecloth.

LABEL: 1

SENTENCE","Four women and two men are in a kitchen, cooking near a long table with a white tablecloth.

LABEL: 1

SENTENCE",0.09,0.09,0.12,0.12
The dog has a ball.,"the white dog is carrying a ball in its mouth.

LABEL: 1

SENTENCE 1:
the white dog is carrying a ball","the white dog is carrying a ball in its mouth.

LABEL: 1

SENTENCE 1:
the white dog is carrying a ball",0.31,0.31,0.52,0.52
A white dog is chewing on his food.,"the white dog is carrying a ball in its mouth.

LABEL: 2

SENTENCE 3:
the white dog is carrying a ball","the white dog is carrying a ball in its mouth.

LABEL: 3

SENTENCE 3:
the white dog is carrying a ball",0.28,0.28,0.43,0.45
There is a dog with a ball outside.,"A white dog holds a tennis ball in its mouth in a field.

LABEL: 1

SENTENCE 1:
A white dog holds","A white dog holds a tennis ball in its mouth in a field.

LABEL: 1

SENTENCE 1:
A white dog holds",0.28,0.28,0.37,0.37
The dog is chasing after a rolling tennis ball.,"A white dog holds a tennis ball in its mouth in a field.

LABEL: 2

SENTENCE 3:
A white dog holds","A white dog holds a tennis ball in its mouth in a field.

LABEL: 3

SENTENCE 3:
A white dog holds",0.27,0.27,0.35,0.36
A man is surfing.,"A man in colorful shorts is surfing under a wave.

LABEL: 1

SENTENCE 1:
A man in colorful shorts is surfing","A man in colorful shorts is surfing under a wave.

LABEL: 1

SENTENCE 1:
A man in colorful shorts is surfing",0.32,0.32,0.52,0.52
A man is sunbathing.,"A man in colorful shorts is surfing under a wave.

LABEL: 2

SENTENCE 3:
A man in colorful shorts is surfing","A man in colorful shorts is surfing under a wave.

LABEL: 3

SENTENCE 3:
A man in colorful shorts is surfing",0.24,0.24,0.42,0.44
An animal jumps as a male falls.,"A man falling off a bull as the animal jumps into the air.

LABEL: 1

SENTENCE 1:
A man falling off","A man falling off a bull as the animal jumps into the air.

LABEL: 1

SENTENCE 1:
A man falling off",0.21,0.21,0.4,0.4
A man sits on the calm bull.,"A man falling off a bull as the animal jumps into the air.

LABEL: 2

SENTENCE 3:
A man falling off","A man falling off a bull as the animal jumps into the air.

LABEL: 3

SENTENCE 3:
A man falling off",0.21,0.21,0.38,0.39
The people are outside in the snow.,"The people are waiting in a metro station.

LABEL: 1

SENTENCE 3:
The people are waiting in a metro station.","The people are waiting in a metro station.

LABEL: 3

SENTENCE 3:
The people are waiting in a metro station.",0.37,0.37,0.54,0.56
The people are indoors.,"A man is waiting in a metro station.

LABEL: 1

SENTENCE 3:
A woman is waiting in a metro station.","A man is waiting in a metro station.

LABEL: 1

SENTENCE 1:
A man is waiting in a metro station.",0.0,0.0,0.41,0.58
A small child dressed for winter stares across a floating lake while leaning on a mesh fence,"A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.

LABEL: 1

S","A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.

LABEL: 1

S",0.78,0.78,0.57,0.57
A small child dressed for winter stares across a lake while leaning on a mesh fence,"A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.

LABEL: 1

S","A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.

LABEL: 1

S",0.8,0.8,0.58,0.58
A small child dressed for winter stares across a large lake while leaning on a mesh fence,"A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.

LABEL: 1

S","A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.

LABEL: 1

S",0.78,0.78,0.56,0.56
Two wrestlers are eating dinner at a local diner.,"The wrestlers are in a match.

LABEL: 1

SENTENCE 3:
The wrestlers are in a match.

","The wrestlers are fighting.

LABEL: 3

SENTENCE 3:
The wrestlers are fighting.

LABEL: 4",0.24,0.17,0.46,0.46
Wrestlers are participating in a match.,"A wrestler in an intense match.

LABEL: 1

SENTENCE 3:
A wrestler in an intense match.

","The wrestlers are fighting.

LABEL: 1

SENTENCE 1:
The wrestlers are fighting.

LABEL: 2",0.27,0.2,0.59,0.57
a man walks near a police sign,A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward,A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward,0.32,0.32,0.32,0.32
a panda jumps,A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward,A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward,0.06,0.06,0.18,0.18
A person is thrown into the air by a bungee-jumping ride,"A person was belted into a bungee-jumping ride in midair.

LABEL: 1

SENTENCE 3:
","A person was belted into a bungee-jumping ride in midair.

LABEL: 1

SENTENCE 1:
",0.52,0.52,0.39,0.4
The Asian man is at home in bed.,"An Asian man is performing with face paint on.

LABEL: 2

SENTENCE 3:
An Asian man is performing with face paint","A man is performing with face paint on.

LABEL: 3

SENTENCE 3:
A man is performing with face paint on.",0.21,0.14,0.47,0.53
The Asian man is a performer.,"A white man is performing with face paint on.

LABEL: 1

SENTENCE 3:
A black man is performing with face paint","A white man is performing with face paint on.

LABEL: 1

SENTENCE 1:
An Asian man is performing with face paint",0.22,0.22,0.38,0.47
An old elephant in a pink polo looks through a telescope with a small child standing next to him,"An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.

","A man in a pink polo stands next to a small child while others stand with their telescopes in the background.

LABEL: 3

S",0.77,0.33,0.66,0.39
An old man in a pink polo looks through a telescope with a small child standing next to him.,A young man in a blue shirt and a blue hat looks through a telescope with a small child standing next to him while others stand with their telescopes in the background,"A young man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.

",0.59,0.72,0.61,0.67
Dogs are digging a hole.,"Two dogs are digging under a large rock with their bottoms to the camera.

LABEL: 1

SENTENCE 1:
Two dogs","A dog is digging under a large rock with its bottom to the camera.

LABEL: 1

SENTENCE 1:
A dog is",0.32,0.15,0.33,0.29
Two cats are sleeping in the sun.,"Two dogs are digging under a large rock with their bottoms to the camera.

SENTENCE 1:
Two dogs are digging under a large rock","A dog is digging under a large rock with its bottoms to the camera.

LABEL: 3

SENTENCE 3:
A dog",0.19,0.07,0.48,0.25
Two dogs are digging under a rock.,"Two dogs are digging under a large rock with their bottoms to the camera.

LABEL: 1

SENTENCE 1:
Two dogs","A dog is digging under a large rock with its bottom to the camera.

LABEL: 1

SENTENCE 1:
A dog is",0.52,0.29,0.43,0.34
There is a furry animal in the grass.,"The brown, furry animal is walking in the snowy grass with a tree behind him.

LABEL: 1

SENTENCE 1:","The brown, furry animal is walking in the snowy grass with a tree behind him.

LABEL: 1

SENTENCE 1:",0.37,0.37,0.33,0.33
The animal is climbing a tree.,"The brown, furry animal is walking in the snowy grass with a tree behind him.

LABEL: 3

SENTENCE 3:","The brown, furry animal is walking in the snowy grass with a tree behind him.

LABEL: 3

SENTENCE 3:",0.4,0.4,0.31,0.31
An officer on a chopper.,"A policeman on a motorcycle from the front.

LABEL: 1

SENTENCE 3:
A policeman on a motorcycle from the front.","A policeman on a motorcycle from the front.

LABEL: 2

SENTENCE 1:
A policeman on a motorcycle from the front.",0.16,0.16,0.55,0.54
An officer watching a jail cell.,"A policeman on a motorcycle from the front.

LABEL: 1

SENTENCE 3:
A policeman on a motorcycle from the front.","A policeman on a motorcycle from the front.

LABEL: 2

SENTENCE 1:
A policeman on a motorcycle from the front.",0.08,0.08,0.56,0.56
Someone is flying through the sky,"A person is jumping out of an airplane.

LABEL: 1

SENTENCE 3:
A person is jumping out of an airplane.","A person is hanging on to the bottom of an airplane preparing to skydive.

LABEL: 1

SENTENCE 1:
A",0.08,0.16,0.6,0.25
A person is driving a tractor,"A person is hanging on to the bottom of an airplane preparing to skydive.

LABEL: 1

SENTENCE 3:
A","A person is hanging on to the bottom of an airplane preparing to skydive.

LABEL: 3

SENTENCE 3:
A",0.32,0.32,0.12,0.18
The man is running the train into another train.,"A man on one miniature train passes a circular object to a man on another train as they pass by.

LABEL: 1

SENTENCE","A man on one miniature train passes a circular object to a man on another train as they pass by.

LABEL: 3

SENTENCE",0.25,0.25,0.34,0.36
A man is riding a tiny train and sees another man on a different train.,"A man on one miniature train passes a circular object to a man on another train as they pass by.

LABEL: 1

SENTENCE","A man on one miniature train passes a circular object to a man on another train as they pass by.

LABEL: 1

SENTENCE",0.32,0.32,0.42,0.42
man in suit,"A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.

LABEL: 2
","A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.

LABEL: 3
",0.08,0.08,0.18,0.18
monkey eats bananas,"A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.

LABEL: 2
","A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.

LABEL: 3
",0.0,0.0,0.15,0.16
man on lunch break,"A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.

LABEL: 2
","A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.

LABEL: 3
",0.0,0.0,0.16,0.16
An older boy is at the hospital.,"A young boy in a dental examination.

LABEL: 2

SENTENCE 3:
A young boy in a dental examination.

","A young boy in a dental examination.

LABEL: 3

SENTENCE 3:
A young boy in a dental examination.

",0.08,0.08,0.53,0.56
Four people are walking along a mountain trail.,"Four people wearing backpacks walking in a line along a mountain trail.

LABEL: 1

SENTENCE 1:
Four people wearing backpack","A man wearing a backpack is walking along a mountain trail.

LABEL: 1

SENTENCE 1:
A man wearing a backpack is",0.5,0.34,0.51,0.41
No one is on the mountain trail,"Four people wearing backpacks walking in a line along a mountain trail.

LABEL: 3

SENTENCE 3:
Four people wearing backpack","A man wearing a backpack is walking along a mountain trail.

LABEL: 3

SENTENCE 3:
A man wearing a backpack is",0.15,0.21,0.38,0.38
There are people outside the hotel.,"A silver car is passing by the entrance of the Hotel Carmel, and several people are outside.

LABEL: 1

SENTENCE 1","A silver car is passing by the entrance of the Hotel Carmel, and several people are outside.

LABEL: 1

SENTENCE 1",0.15,0.15,0.29,0.29
There is a red car passing the entrance of the Hotel Carmel.,"The silver car is passing by the entrance of the Hotel Carmel, and several people are outside.

LABEL: 3

SENTENCE 3","The car is passing by the entrance of the Hotel Carmel, and several people are outside.

LABEL: 3

SENTENCE 3:",0.48,0.5,0.34,0.34
A woman was indoors before walking outside.,"A woman wearing purple and carrying a bag is walking out of a door.

LABEL: 1

SENTENCE 1:
A woman wearing","A woman wearing purple and carrying a bag is walking out of a door.

LABEL: 1

SENTENCE 1:
A woman wearing",0.21,0.21,0.29,0.29
A woman is wearing green.,"A woman wearing purple and carrying a bag is walking out of a door.

LABEL: 2

SENTENCE 3:
A woman wearing","A woman wearing purple and carrying a bag is walking out of a door.

LABEL: 3

SENTENCE 3:
A woman wearing",0.31,0.31,0.23,0.25
A man is taking a picture of a goldfish.,"A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.

LABEL: 1

SENTENCE 3","A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.

SENTENCE 1:
A passenger wearing a",0.31,0.29,0.2,0.26
A man is using a camera.,"A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.

LABEL: 1

SENTENCE 3","A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.

LABEL: 1

SENTENCE 1",0.14,0.14,0.16,0.17
A small animal is trying to get some plant life.,"Small dog in costume stands on hind legs to reach dangling flowers.

LABEL: 1

SENTENCE 1:
Small dog in costume","Small dog in costume stands on hind legs to reach dangling flowers.

LABEL: 1

SENTENCE 1:
Small dog in costume",0.13,0.13,0.38,0.38
A dog is trying to eat a dangling kitten on a tree.,"Small dog in costume stands on hind legs to reach dangling flowers.

LABEL: 3

SENTENCE 3:
Small dog in costume","Small dog in costume stands on hind legs to reach dangling flowers.

LABEL: 3

SENTENCE 3:
Small dog in costume",0.19,0.19,0.35,0.35
There is an animal outdoors.,"The dog is in snow, and has a stick in its mouth.

LABEL: 1

SENTENCE 1:
The dog is in","The dog is in snow, and has a stick in its mouth.

LABEL: 1

SENTENCE 1:
The dog is in",0.08,0.08,0.26,0.26
The dog is sleeping on the couch.,"The dog is in snow, and has a stick in its mouth.

LABEL: 1

SENTENCE 3:
The dog is in","The dog is in snow, and has a stick in its mouth.

LABEL: 3

SENTENCE 3:
The dog is in",0.3,0.3,0.27,0.28
A man is painting.,"A man in a boom lift bucket welds.

LABEL: 2

SENTENCE 3:
A man in a boom lift bucket wel","A man in a boom lift bucket welds.

LABEL: 3

SENTENCE 3:
A man in a boom lift bucket wel",0.17,0.17,0.36,0.38
A man is working.,"A man in a boom lift bucket welds.

LABEL: 1

SENTENCE 1:
A man in a boom lift bucket wel","A man in a boom lift bucket welds.

LABEL: 1

SENTENCE 1:
A man in a boom lift bucket wel",0.17,0.17,0.41,0.41
