completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Kelvin Korver played defensive tackle.,"EL:
Korver played college football at Northwestern College.

SENTENCE 2:
Korver was born in Irving, Texas.
"," State University.

SENTENCE 2:
Kelvin Mitchell Korver (born February 21, 1949) is a former American football defensive tackle who",0.19,0.33,0.31,0.38
Lawrence Watkins was born the year after Harry Truman was elected President,"Watkins was selected by the Detroit Lions in the first round of the 1968 NFL Draft.

LABEL: 1

SENTENCE 1:
"," 2:
Lawrence Watkins (born October 5, 1946 in Bessemer, Alabama) is a former American football running back in the National Football League for",0.19,0.23,0.08,0.23
Transportation was more readily conducted after the construction of the Pawtucket Canal.,"ENCE 2:
The canal was used to transport water from the Merrimack River to the Lowell power canal system.

LABEL: 1
"," in Lowell, Massachusetts, the canal became a major source of power for the mills.

SENTENCE 2:
The Pawtucket Canal",0.24,0.32,0.23,0.26
The alternative rock band Dunaj sis not release any new albums after 1998.,"EL:
SENTENCE 2:

SENTENCE 1:
The band was formed in 1986 by Iva Bittová, Pavel"," as ""The River"".

SENTENCE 2:
The band was formed in 1986 by Iva Bittová and Pavel Fajt",0.14,0.13,0.16,0.12
Woodward had important connections that he tapped into while writing the book,"
SENTENCE 2:
The book was a bestseller, and was nominated for the Pulitzer Prize for Biography or Autobiography.
"," and other key figures.

SENTENCE 2:
Shadow: Five Presidents and the Legacy of Watergate is a 1999 book by Washington Post journalist",0.13,0.12,0.2,0.24
The show was made at the beginning of a decade.," moon of the 11th month of the Thai lunar calendar.

SENTENCE 2:
The Naga fireballs that arise from the Mekong","ball legend.

SENTENCE 2:
Mekhong Full Moon Party (Thai: 15 ค่ำ เด�",0.13,0.0,0.15,0.05
Sullivan has a population of 4249.,"
Sullivan is a city in Sullivan County, Indiana, United States. The population was 4,249 at the 2010 census. It is part of the Ter"," High School.

SENTENCE 2:
Sullivan is a city in Sullivan County, Indiana, United States. The population was 4,249 at",0.26,0.23,0.39,0.43
"The Gamecocks represented the University of South Carolina during home games in Williams-Brice Stadium in South Carolina, while being led by head coach Lou Holtz in his fourth season, but later was disqualified from the bowl.","
SENTENCE 2:
The 2002 South Carolina Gamecocks football team represented the University of South Carolina in the Southeastern Conference (SEC) during the"," Carolina.

SENTENCE 2:
The 2002 South Carolina Gamecocks football team represented the University of South Carolina in the Southeastern Conference (SEC",0.34,0.34,0.19,0.21
The promotion lasted a year,"Blackpool won the 2017 EFL League Two play-off Final.

LABEL: 1

SENTENCE 1:
The 2017 EFL","
The label for this task is the match result.

SENTENCE 2:
The 2017 EFL League Two play-off Final was a football",0.09,0.15,0.21,0.32
Leung was born in the south of the country.,", he was born in Melbourne, Victoria.

SENTENCE 2:
Lawrence Leung's Choose Your Own Adventure is a television series based on","'s Cube, and the works of J. R. R. Tolkien.

SENTENCE 2:
Lawrence Leung (born",0.2,0.17,0.18,0.14
John G. West does not only work with DI.,"West is a Senior Fellow at the Seattle-based Discovery Institute (DI), and Associate Director and Vice President for Public Policy and Legal Affairs of its Center for Science",":
John G. West is a Senior Fellow at the Seattle-based Discovery Institute (DI), and Associate Director and Vice President for Public Policy and Legal Affairs",0.11,0.23,0.37,0.48
Grabina is not a German village.,":
Grabina (German: Grabine ) is a village in the administrative district of Gmina Biała, within Prudnik County, Op"," 48 km south-west of the regional capital Opole.

SENTENCE 2:
Grabina is a village in the administrative district of G",0.33,0.3,0.25,0.2
 Duck in Orange Sauce is not just a comedy movie.,"

SENTENCE 2:
L'anatra all'arancia (internationally released as Duck in Orange Sauce) is a 1975 Italian comedy film"," the main dish of the film, a duck in orange sauce.

SENTENCE 2:
L'anatra all'arancia (internationally",0.48,0.29,0.4,0.2
The song is inspirational in nature ,"
SENTENCE 2:
""Stand!"" is a song by the soul/rock/funk band Sly and the Family Stone. The song's","vester Stewart (Sly Stone) wrote the song.

SENTENCE 2:
""Stand!"" is a 1969 song by the soul/rock/",0.15,0.25,0.2,0.27
Beaver Dam is in a state next to Tennessee.,"Beaver Dam is a home rule-class city in Ohio County, Kentucky, in the United States. The population was 3,515 at the 2010 census.","SENTENCE 2:
Beaver Dam is a home rule-class city in Ohio County, Kentucky, in the United States. The population was 3,",0.24,0.26,0.45,0.34
Bhavesh Balchandani has been in over 20 commercials,"i film ""Dhamaal"" and in 2014 he play the role of Young Ranbir Kapoor in Hindi film ""Bombay Talkies"," and Young Ranbir in ""Ek Veer Ki Ardaas...Veera"".

SENTENCE 2:
Bhavesh Bal",0.07,0.1,0.28,0.26
"The very talented Michael Anthony Woods, born 2010, established the imprint label diffused Music in 2010","
SENTENCE 2:
Michael Anthony Woods is an English producer, DJ, and remixer of various EDM genres, mainly progressive house, electro","siders, Michael Woods, and Michael Woods & Friends.

SENTENCE 2:
Michael Anthony Woods is an English producer, DJ, and rem",0.17,0.17,0.36,0.3
Hiaasen's last novel was Double Whammy,"
SENTENCE 2:
The novel was adapted into a film of the same name in 1989.

LABEL: 3

SENTENCE"," in Hiaasen's novels.

SENTENCE 2:
Double Whammy is a 1987 novel by Carl Hiaasen. The",0.16,0.35,0.22,0.33
"Paradise Cafe, Directed by Ipsen and Lauritzen, won Ib Schønberg a couple of awards for Best Supporting Actor.","

SENTENCE 2:
The film is set in the 1950s in Copenhagen, Denmark. It tells the story of a young man, who is"," received the Bodil Award for Best Actor.

SENTENCE 2:
Café Paradis (English Title: Paradise Cafe) is a 1950",0.05,0.16,0.08,0.21
The Serbian women's university basketball team represents a country in Western Europe.," by the Serbian Basketball Federation.

SENTENCE 2:
The Serbian women's university basketball team is controlled by the Serbian Basketball Federation.

EX","ija Srbije) is a women's basketball team representing Serbia.

SENTENCE 2:
The Serbian women's university basketball team is a women",0.4,0.46,0.48,0.34
"Tryin' to Hide a Fire in the Dark is an awesome song recorded by the talented Billy Dean, released in 1992, more specifically in march of that year"," chart in Canada.

SENTENCE 2:
""Tryin' to Hide a Fire in the Dark"" is a song co-written and recorded"," chart.

SENTENCE 2:
""Tryin' to Hide a Fire in the Dark"" is a song co-written and recorded by American",0.46,0.5,0.4,0.38
Park Bo-gum worked on no more than a single project in 2016.,"
Park Bo-gum is a South Korean actor.

SENTENCE 2:
Park Bo-gum is a South Korean actor.
"," in ""Love in the Moonlight"" (2016).

SENTENCE 2:
Park Bo-gum (; born June 16, 1993) is",0.26,0.21,0.56,0.23
2018 was the first time that someone considered whether Michael J. McCann should have a prize for one of his books. ,"SENTENCE 2:
Michael J. McCann is a Canadian author of crime fiction and supernatural fiction. His crime novel ""Sorrow Lake"", the first"," supernatural thriller.

SENTENCE 2:
Michael J. McCann is a Canadian author of crime fiction and supernatural fiction. His crime novel ""S",0.28,0.29,0.23,0.29
"On December 16, 2000 Boris Cabrera turned 30 years old.",":
Cabrera was born in Inglewood, California, and grew up in the San Fernando Valley.

In the following example, the IN"," Christian minister.

SENTENCE 2:
Boris Cabrera (born December 16, 1980 in Inglewood, California), is a former actor",0.07,0.15,0.16,0.37
Gillot was alive in 1355.,".

SENTENCE 2:
Pulcinella is a character from the commedia dell'arte, a form of Italian theatre that was popular"," by him, all of which are in the collection of the Bibliothèque nationale de France.

SENTENCE 2:
Gill",0.08,0.08,0.12,0.07
He was important to the independence of California.,"George Booth Post was an American watercolorist and art educator.

INSTRUCTION:
Finish SENTENCE 2 based on SENTENCE 1","
SENTENCE 2:
George Booth Post was an American watercolorist and art educator. He was an important contributor of the California style watercolor",0.08,0.33,0.27,0.43
Danova won four Italian Championships,"ENTENCE 2:
Danova was born in Milan, Lombardy.

LABEL: 3

SENTENCE 1:
Danova"," won the Serie A championship with Milan in 1965 and 1966, and the Coppa Italia in 1966.

SENTENCE 2:
Gian",0.11,0.08,0.3,0.1
Daniel Alexander Hultzen plays for the Seattle Mariners.,"Hultzen was born in Fairfax, Virginia. He attended the University of Virginia, where he played college baseball for the Virginia Cavaliers baseball team."," draft.

SENTENCE 2:
Danny Hultzen was born on November 28, 1989, in Arlington, Virginia. He attended the University",0.19,0.15,0.4,0.19
Terry Alexander was born in a state in the Southern Hemisphere,":
Alexander was born in Marietta, Georgia, and attended Marietta High School. He played college baseball at the University of Georgia, where he was a"," in 19 seasons.

SENTENCE 2:
Terry Alexander is the current hitting coach of the Bristol Pirates and previously served as head coach of Jacksonville",0.29,0.17,0.14,0.22
Scars of Love was made in the Northern Hemisphere,":
Scars of Love is a 1918 Australian silent film. It is a lost film about which little is known except it is a melodrama featuring"," and the consequences of war.

SENTENCE 2:
Scars of Love is a 1918 Australian silent film. It is a lost film about which",0.18,0.19,0.41,0.25
Nick Jr. Germany is a TV channel from the southern hemishere,":
SENTENCE 2:
Nick Jr. Germany is a German TV television channel broadcasting to children in Germany, Switzerland and Austria. The channel was launched"," of the programming was broadcast on the Nickelodeon channel.

SENTENCE 2:
Nick Jr. Germany is a German TV television channel broadcasting",0.47,0.44,0.44,0.34
Alex Caffi won the FIA European Formula Three Cup in 1986.,":
The 1986 FIA European Formula Three Cup was the second European Formula Three Cup race and the first to be held at the Autodromo Enzo",", Frenchman Jean-Pierre Jarier, driving for the French team, Team Lotus.

SENTENCE 2:
The 1986 FIA European",0.33,0.21,0.36,0.08
He plays for Chemsfor city,"SENTENCE 2:
Omozusi was born in London, England. He is the son of former Nigerian international and former Fulham player, Junior O",", but can also play as a central defender.

SENTENCE 2:
Elliot Junior Uyi Omozusi (born 15 December 1988)",0.07,0.0,0.22,0.12
6546 Kaye was in a popular movie.,"SENTENCE 2:
Kaye was discovered by Mrkos on 24 February 1987, and was named after American actor Danny Kaye.

IN"," named after American astronomer and planetary scientist Donald E. Kaye.

SENTENCE 2:
6546 Kaye is a carbonaceous asteroid",0.22,0.24,0.29,0.27
The shrine was part of the gods of hamun,".

SENTENCE 2:
The Anubis Shrine was part of the grave gods of Tutankhamun (18th Dynasty,"," in the Egyptian Museum in Cairo.

SENTENCE 2:
The Anubis Shrine was part of the grave gods of Tutankhamun",0.67,0.57,0.42,0.44
Coconut jam is the same as coconut milk.," made from the flesh of a mature coconut, which is mashed and cooked with sugar.

SENTENCE 2:
Coconut jam is a","�啡糕 ""ká-fèng-gāo"" ; Chinese: ""kā fēng gāo"" ) is",0.21,0.1,0.24,0.19
The solar system has been studied for decades,"The solar system is much more complicated now, astronomers say, than in 1930 when Clyde Tombaugh added Pluto to the inventory of wandering lights cir","The solar system is much more complicated now, astronomers say, than in 1930 when Clyde Tombaugh added Pluto to the inventory of wandering lights cir",0.18,0.18,0.19,0.19
Carl Smith died.,"The Smith family were told that the brain damage was so severe that there was no hope of recovery.

LABEL: 1

SENTENCE 1","Carl Smith collided with a concrete lamp-post while skating and suffered a skull fracture that caused a coma. When he failed to regain consciousness, his parents on",0.08,0.13,0.1,0.21
The Japanese banking industry is consolidating power.,"The three banks will be able to offer a wider range of financial services to their customers.

LABEL: 1

SENTENCE 1:
","Three leading Japanese banks have announced an alliance forming the world's largest financial group. Fuji Bank, Dai-Ichi Kangyo and the Industrial Bank of",0.07,0.06,0.08,0.23
Her mother had been alive for more than 7 decades at that point.,"She flew to Los Angeles last week, after her 74-year-old mother had a stroke, but is expected to return to Texas in a few days.","She flew to Los Angeles last week, after her 74-year-old mother had a stroke, but is expected to return to Texas in a few days.",0.15,0.15,0.3,0.3
"Although terrorism was taking place, citizens still had many thigns to be enraged over."," hours, the city's roads are so clogged that it takes an hour to travel just a few kilometres.

SENTENCE 2:
The protesters"," that is crumbling.

SENTENCE 2:
The terror attacks, it was clear, had blasted a hole in the dam holding back Mumbai's",0.05,0.11,0.16,0.28
Libya wants the Libyans that blew up the plane back back in their country.,"The US and Britain have been accused of trying to force Libya to hand over suspects in the Lockerbie bombing.

LABEL: 1

S",The Libyan government has accused Britain and the United States of trying to extradite Libyans charged with blowing up a Pan Am jet over Lockerbie in,0.11,0.2,0.2,0.3
Child labor is terrible for children's well-being.,"""Child labor"" is, generally speaking, work for children that harms them or exploits them in some way (physically, mentally, morally, or by","Child labor is a form of exploitation that harms children and prevents them from having a normal childhood.

LABEL: 1

SENTENCE 1",0.32,0.26,0.42,0.35
Mussolini did not commit suicide.,"Hitler was executed by a firing squad in the courtyard of the Flossenbürg concentration camp.

LABEL: 1

SENT",":
When Adolf Hitler heard of how Mussolini was executed and put on public display, he vowed he would not let this happen to him. Hitler",0.0,0.13,0.07,0.27
American house of commons is not mentioned,"The land claims agreement must still be approved by the Canadian House of Commons, but has already passed through the House of Assembly of Newfoundland and Labrador","The land claims agreement must still be approved by the Canadian House of Commons, but has already passed through the House of Assembly of Newfoundland and Labrador",0.18,0.18,0.29,0.29
Smaller catalogers are hit harder than bigger ones.,"The recent 14% hike in third class postage rates, accompanied by simultaneous double-digit paper price increases, has hit smaller catalogers especially hard.

","The recent 14% hike in third class postage rates, accompanied by simultaneous double-digit paper price increases, has hit smaller catalogers especially hard.

",0.13,0.13,0.52,0.52
Hugh starts and ends with the same letter.,"Laurie said he was ""very happy"" with the award.

LABEL: 1

SENTENCE 1:
Laurie,","British actor, Hugh Laurie, had been favourite to win best drama actor for ""House"", but lost out to ""Boston Legal""'s James Spader.",0.18,0.06,0.27,0.22
There was no regret about the purchase,"The owners of Phinda, the South African-based Conservation Corporation, could not have paid for a better advertisement for their philosophy of wildlife conservation: a people-","
The label for this task is the instance in the dataset.

SENTENCE 2:
The owners of Phinda, the South African-based",0.06,0.07,0.17,0.26
Ledger had been  to L.A.,"ger's who directed him in the Australian film, The Boys Are Back.

SENTENCE 2:
In addition to family, the memorial service was"," actor's mother, Sally, also spoke at the service.

SENTENCE 2:
In addition to family, the memorial service was attended by actors",0.07,0.07,0.09,0.34
Naresh Gupta is not the son of Adobe India CEO.," the kidnappers.

SENTENCE 2:
The Sector 15A locality in Noida, India, which is considered an elite enclave"," police have registered a case of kidnapping and are investigating the matter.

SENTENCE 2:
The Sector 15A locality in Noida, India",0.15,0.13,0.15,0.26
Gulf Cooperation Council contains countries in the middle-east,"Qatar and Oman are members of the Gulf Cooperation Council, GCC, which also groups Saudi Arabia, Kuwait, Bahrain and the United Arab Emirates (","Qatar and Oman are members of the Gulf Cooperation Council, GCC, which also groups Saudi Arabia, Kuwait, Bahrain and the United Arab Emirates (",0.25,0.25,0.4,0.4
She has not done any legal actions yet,"The widow of John Lennon, Yoko Ono, may take legal action against a new breakfast cereal called ""Strawberry Fields,"" which she believes is","The widow of John Lennon, Yoko Ono, may take legal action against a new breakfast cereal called ""Strawberry Fields,"" which she believes is",0.06,0.06,0.21,0.21
James Wilkinson is a man that works for a female ,"The meeting was held in a room that was not accessible to the public.

LABEL: 1

SENTENCE 1:
The meeting was","James Wilkinson, Ms. Rice's communications director, was shoved against a wall by guards as he tried to enter the meeting.

LABEL: 1",0.13,0.18,0.17,0.2
Israel does not start with an R,"The Palestinians, on the other hand, can't afford to lose Gaza.

LABEL: 1

SENTENCE 1:
The Palestinians,","For one, Israel can comfortably subtract Gaza's 1.5m inhabitants from its demographic nightmare, maintaining, for a while longer perhaps, the Jewish majority.
",0.0,0.06,0.15,0.14
South African President Thabo Mbeki never excluded himself from the peace process,The United Nations has said that it will not be able to send a peacekeeping force to Côte d'Ivoire until the end of the year,"South African President Thabo Mbeki, the main mediator in Côte d'Ivoire's peace process, said on Sunday that Pretoria is",0.05,0.47,0.23,0.31
"Her song, the R&B flavored ""Hemel en aarde"" placed fourth in the year after 1974.","-flavored ""Stars,"" was a hit in Europe and the United States.

SENTENCE 2:
Edsilia Rombley","vision Song Contest.

SENTENCE 2:
When she was barely 20 years old, Dutch singer Edsilia Rombley got her first large",0.19,0.06,0.16,0.12
A least three soldiers are still suffering from severe symptoms that have been linked to what is now known as Gulf War illness.,"The symptoms include fatigue, headaches, muscle and joint pain, memory loss, and other problems.

LABEL: 1

SENTENCE 1:","Meanwhile, thousands of soldiers from the first Gulf War are still suffering from severe symptoms that have been linked to what is now known as Gulf War illness, say veterans",0.05,0.75,0.09,0.65
It is not the dioxide Green Party.,"The Oxygen Green Party is a political party in Venezuela.

LABEL: 1

SENTENCE 1:
The Oxygen Green Party is","Her husband, political novice Juan Carlos Lecompte, scrambles to preserve Betancourt's dream and sustain the Oxygen Green Party, the political",0.31,0.21,0.29,0.25
"""The Black Pearl"" was a talented player.","He was the first black player to play for England.

LABEL: 1

SENTENCE 1:
""The Black Panther"", or","The Black Panther was the top scorer in the 1966 World Cup, with nine goals to his name.

LABEL: 1

SENT",0.24,0.21,0.24,0.23
Many of these muslims are rallying before the weekend,"The Shiite-dominated government is expected to push for a referendum on the constitution.

LABEL: 1

SENTENCE 1:
The","Thousands of Shiite Muslims rallied Friday, in the southern city of Basra, to show support for Iraq's new constitution and the Shiite-dominated",0.07,0.18,0.07,0.37
A priest who worked in metuchen is guilty of pederasty,"The priest, the Rev. John J. Geoghan, was convicted in June of sexually abusing a boy in the 1980s.

LABEL",A priest who served in the Diocese of Metuchen in the mid-1980s has been sentenced to life in prison for sexually abusing a Massachusetts boy,0.2,0.28,0.23,0.49
Europe encourages working to an older age,"The reforms required across Europe are similar: stronger incentives within pension systems to delay retirement, rules which facilitate gradual retirement, incentives for workers to save for their retirement,","In this respect, the reforms required across Europe are similar: stronger incentives within pension systems to delay retirement, rules which facilitate gradual retirement, incentives for workers to save",0.11,0.11,0.32,0.32
The London Metropolitan Police believes that the actor was wet right after the shooting. ,"The actor, who is promoting his new film ""War of the Worlds,"" was not injured.

LABEL: 1

SENTENCE 1","The actor was sprayed with water by a man who was arrested on suspicion of assault.

LABEL: 1

SENTENCE 1:
The",0.18,0.23,0.22,0.22
The distance the spacecraft got into space was less then 401 feet.,"The privately owned spacecraft only got about 400 feet into space, according to radar measurements, but it was enough to confirm that it no longer takes a well-he","The privately owned spacecraft only got about 400 feet into space, according to radar measurements, but it was enough to confirm that it no longer takes a well-he",0.29,0.29,0.3,0.3
Great Britain refused to address the latest Issue of the financial publication sovereignty to the falklands,"The exchanges resulted in greatly improved financial, oil, fisheries, and military issues, but Great Britain consistently refused to address the issue of sovereignty over the Falklands","The exchanges resulted in greatly improved financial, oil, fisheries, and military issues, but Great Britain consistently refused to address the issue of sovereignty over the Falklands",0.52,0.52,0.49,0.49
The clothes they wore was an indication to their affiliation,"The gunmen were wearing yellow headbands, the same colour as those worn by Zarqawi's followers.

LABEL: 1

SENT","
However, witnesses said some of the black-clad gunmen who attacked a police station and government buildings in Baquba, 60 km (40 miles",0.07,0.06,0.08,0.3
Angelina plays in the movie salt,", who has been dating Angelina Jolie for the past year, is said to be ""very popular"" with the mothers.

SENTENCE"," to school. They're all hoping to get a ride with Brad.""

SENTENCE 2:
Brad Pitt is causing havoc on his school run",0.15,0.0,0.09,0.26
"If you want to know the amount of maternity leave a teacher can get, you have to know the specific school she works for.","I am currently on maternity leave at my school.

LABEL: 1

SENTENCE 1:
I am currently on maternity leave","Thanks to the thirty Heads who responded to my question about maternity leave. Clearly, the amount of maternity leave offered to teachers at international schools varies greatly",0.14,0.27,0.42,0.4
The Galyeans have been married for at least 0 days,"The Galyeans have been involved in photography since 1999.

LABEL: 1

SENTENCE 1:
John and Frances Galy","John and Frances Galyean are partners in life and now both share a passion for photography. The Galyeans, married for more than 46 years,",0.3,0.24,0.24,0.39
The telescope is more powerful than previous versions of it,"The newfangled telescopes will be able to peer so far back in space and, thus, time that they ""will see the first galaxies assembling a few hundred","According to Naeye, the newfangled telescopes will be able to peer so far back in space and, thus, time that they ""will see the first",0.05,0.06,0.25,0.28
Ebola isn't eradicated yet,"The World Health Organization (WHO) has declared the Ebola outbreak in the Democratic Republic of Congo (DRC) a ""public health emergency of international concern"".
","Although the number of the confirmed Ebola cases has risen slightly to 26 in Gabon and to 16 in Congo Brazzaville, new infections are now so low",0.07,0.06,0.37,0.26
Clonaid claims to have produced less than (5*5) cloned babies worldwide.,"The Singaporean couples are among a group of about 20 couples who have signed up for the service, which is being offered by the US-based company Clona","Clonaid, which claims to have produced 13 cloned babies worldwide, told the Streats daily newspaper two Singaporean couples had signed deals agreeing to pay $",0.05,0.44,0.32,0.28
Cocaine's not mentioned in the statement,"The article, ""Fiction and Facts About Drug Legalization"", by Joseph Califano identifies possible social problems that could occur as a result of marijuana being decriminal","The article, ""Fiction and Facts About Drug Legalization"", by Joseph Califano identifies possible social problems that could occur as a result of marijuana being decriminal",0.06,0.06,0.21,0.21
"Istanbul has had previous UFO incidents in the past, and in the year after 2001."," public.

SENTENCE 2:
The UFO was seen by many people in the Bahçelievler district of Yenibosna in",".

SENTENCE 2:
On Wednesday night people in the Bahçelievler district of Yenibosna in Istanbul, Turkey,",0.24,0.19,0.2,0.12
He called because he wanted improved genetic testing," system was ""not fit for purpose"".

SENTENCE 2:
The Government now holds more than five million profiles, up 1.4 million in",".

SENTENCE 2:
Professor Sir Alec Jeffreys, whose pioneering discoveries revolutionised police investigation techniques, told the Guardian newspaper innocent people",0.0,0.0,0.06,0.11
Matthew Cornish was married with two young children. ,"'m just devastated,"" said his father, John Cornish. ""I'm just devastated. I can't believe it. I can't believe it. I can"," to be killed in the conflict since the handover of power to the Iraqi government.

SENTENCE 2:
The father of a British soldier who",0.06,0.0,0.25,0.08
A suicide attacker intends to kill himself.,A suicide attack is an attack in which the attacker or attackers intend to kill others and intend to die in the process (see suicide). In a suicide attack in," 2:
A suicide attack is an attack in which the attacker or attackers intend to kill others and intend to die in the process (see suicide). In a",0.27,0.29,0.38,0.3
monetary issues are a stumbling block,"The EU's chief negotiator, Michel Barnier, has said the UK's demands for a free trade deal are ""unrealistic"".

LABEL",The BBC's Tim Franks says frustrated British diplomats insist there have been several achievements but there is no doubt that the continued delay in reaching agreement on a budget for,0.07,0.05,0.09,0.2
Silva can walk free if someone pays $3.8 million for his bail. ," on $1 million bail.

SENTENCE 2:
Alex Da Silva, a salsa dance instructor and choreographer for Fox's ""So You"," San Fernando Valley and in the Hollywood Hills, police said.

SENTENCE 2:
Alex Da Silva, a salsa dance instructor and choreographer",0.12,0.06,0.17,0.17
The governments on each side of Cyprus decided to ask the public about reunifying the island.,"The two sectors of the divided island of Cyprus held a referendum on reunification on Saturday, April 24, 2004.

LABEL: 1

S","The two sectors of the divided island of Cyprus held a referendum on reunification on Saturday, April 24, 2004.

LABEL: 1

S",0.21,0.21,0.34,0.34
The deadlock must be addressed by all parties involved to reach resolution.,"The two sides have been at loggerheads over the issue of the US demand for a freeze on North Korea's nuclear and missile programmes in return for aid.
","With Washington hinting it might soften its tough stance to break the deadlock, top US negotiator, Christopher Hill, said the two sides needed to review the",0.05,0.16,0.29,0.24
The courts had allowed them freedom,"The inquiry found that the police officers had acted in self-defence.

LABEL: 1

SENTENCE 1:
The Israeli government","The Israeli police have been cleared of any wrongdoing in the shooting of 13 Israeli Arabs during a violent demonstration in 2000.

LABEL: 1

S",0.16,0.06,0.19,0.11
according to article alcohol is involved in alot of mishaps,"Alcohol now fuels 44 percent of all violent crime and 70 percent of Accident and Emergency hospital admissions at peak times are due to booze.

LAB","Alcohol now fuels 44 percent of all violent crime and 70 percent of Accident and Emergency hospital admissions at peak times are due to booze.

LAB",0.11,0.11,0.3,0.3
"After the poland cases were identified, public health officials in the Dominican Republic and Haiti began giving the vaccines to large numbers of children","The polio vaccine is now being given to children in the Dominican Republic and Haiti.

LABEL: 3

SENTENCE 3:
The","The disease is now under control and is not a public health threat.

SENTENCE 1:
The disease is now under control and is not a",0.36,0.2,0.15,0.26
"Dr. Amy Joy Lanou, director of the Doctor's Committee for Responsible Medicine in America, pointed out health dangers of the Atkins diet.","The Atkins diet is a high-protein, low-carbohydrate diet that has been linked to heart disease and other health problems.

LABEL","The Atkins diet is a high-fat, low-carbohydrate diet that has been linked to heart disease and other health problems.

LABEL",0.13,0.13,0.19,0.2
in a multilevel building police made a gas canister explode said witnesses,"The fire was extinguished in about an hour, but the building was destroyed.

LABEL: 3

SENTENCE 1:
The fire","The fire was extinguished by firefighters and no one was injured.

LABEL: 3

SENTENCE 1:
The fire was extinguished",0.13,0.0,0.21,0.27
David Millar has the initials DN.,"Millar was forced to abandon the race after crashing in the final two kilometres of the third stage of the race to Nantes.

LABEL: 3","David Millar retained his Tour de France leader's yellow jersey despite crashing in the final two kilometres of the third stage of the race to Nantes.

",0.13,0.18,0.17,0.31
New York and London are in the same country,"The rise in oil prices is due to the fact that the US dollar has fallen sharply against the euro.

LABEL: 3

SENTENCE","Oil prices this Tuesday rose sharply in New York and London reaching a record 42,33 US dollars per barrel, 2.45 US dollars more than last Friday",0.12,0.22,0.08,0.5
"The northern-bottle nosed whale, typically found near Central London, has been popping up in places around the North Atlantic."," the river to watch the spectacle.

SENTENCE 2:
The Thames whale is a northern bottle-nosed whale, which is a species of"," to follow the whale as it swam upstream.

SENTENCE 2:
A 15ft (4.5 meter) northern bottle-nosed",0.24,0.21,0.19,0.16
Chinese seal poachers typically sell their seals to exotic animal collectors.,"The Chinese government has banned the hunting of seals, but the practice continues in some areas.

LABEL: 3

SENTENCE 1:
","Unlike seal hunting in Canada, where pups are hunted for fur, poachers in China catch seals primarily to sell to zoos or to use the genital organs",0.13,0.21,0.07,0.31
Other ports are further south than Eilat.,"The city is also a major tourist destination in the summer, when the weather is hot and dry.

LABEL: 3

SENTENCE 1","The city is also a popular destination for divers, who come to explore the coral reefs and shipwrecks in the area.

LABEL:",0.0,0.0,0.02,0.08
The thing at subject was the main focus more than 40 years ago,The Hungarian government's decision to hold a referendum on the country's accession to the European Union in April 1994 was a major factor in the collapse of the communist regime,"The Hungarian government was forced to accept the results of the first free elections in 1990, and the country's first multiparty government was formed.

LABEL",0.13,0.15,0.23,0.07
It was a clean fight with no blood loss.,"Mike Tyson was disqualified from the fight and was fined $3 million.

LABEL: 3

SENTENCE 1:
On June 28","On June 28, 1997, in what would become known as the bite fight, Mike Tyson bit Evander Holyfield's ear, purportedly in retaliation for Ev",0.14,0.06,0.13,0.14
North Korea is south of South Korea.,"North Korea will not quit six-party nuclear disarmament talks and will not bolster its nuclear weapons arsenal.

LABEL: 3

SENT","World leaders expressed concern on Thursday that North Korea will quit six-party nuclear disarmament talks and will  bolster its nuclear weapons arsenal.

S",0.14,0.13,0.15,0.18
Big student and university staff protests brought parts of the Roman Empire to a standstill on Tuesday.,"The protests were the latest in a series of demonstrations against the government's plans to cut public spending and reform the country's pension system.

LABEL:","The protests were sparked by a government plan to cut university funding by 20 percent and to introduce a new system of student loans.

LABEL: 2
",0.18,0.14,0.09,0.13
Industri Kapital is traded on the stock exchange.,GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the 390m (265m) sale of the Dutch home shopping,GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the 390m (265m) sale of the Dutch home shopping,0.12,0.12,0.19,0.19
" United Nations gang leader Clay Roueche should spend at least 30 years behind bars after his surprise guilty plea here Tuesday for conspiracy to smuggle cocaine, marijuana and illicit drug profits, U.S. Attorney Jeffrey Sullivan said. Roueche was doing this out of the goodness of his heart."," long prison term.

SENTENCE 2:
Roueche, who was arrested in Seattle in January, pleaded guilty to conspiracy to smuggle"," ""extensive"" drug trafficking it engaged in was a major factor in the plea.

SENTENCE 2:
SEATTLE — United Nations gang",0.15,0.09,0.21,0.21
Industrial Bank of Japan say their operations will be integrated by the spring of the year prior to 2004.,"The three banks will be able to offer a wider range of financial services to their customers.

SENTENCE 1:
The three banks will be able","The three banks will merge their operations to create a financial group with assets of $1.5 trillion.

SENTENCE 1:
The three leading",0.18,0.19,0.33,0.28
The QE2 hit the sandbank at around 0530 and five tugs pulled it clear by 0630,"ampton Water.

SENTENCE 2:
The Queen Elizabeth 2, a Cunard Line ocean liner, was grounded on a sandbank near C"," was forced to dock at the port due to a technical fault.

SENTENCE 2:
The Queen Elizabeth 2, a Cunard Line ship",0.11,0.11,0.31,0.19
