completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A change of season and less food usually cause certain animals to migrate.,"Food and habitat availability, reproduction, environmental cycles, and temperature change may be causes of migration for some species.

SENTENCE 1:
Food and","The species may be able to migrate to a new habitat.

LABEL: entails

SENTENCE 1:
The species may be able to",0.17,0.12,0.34,0.26
Ice cubes are an example of the solid form of water.,"In a liquid phase, water molecules are more active such that an ice cube melts at subfreezing temperatures.

LABEL: is

S","In a solid phase, water molecules are relatively inactive such that an ice cube maintains its shape at subfreezing temperatures.

LABEL: entails

",0.12,0.12,0.16,0.16
Moss is best classified as a nonvascular plant.,"nonvascular plant; mosses, liverworts, and hornworts

LABEL: is

SENTENCE 1:
nonvascular plant","nonvascular plant; mosses, liverworts, and hornworts

LABEL: entails

SENTENCE 1:
nonvascular plant",0.3,0.2,0.32,0.33
"A definite shape and a definite volume are properties of the solid, only state(s) of matter.","Both have a definite volume, but only liquids have a definite shape.

LABEL: liquid

SENTENCE 3:
Both have a definite","Both have a definite volume, but only liquids have a definite shape.

LABEL: neutral

SENTENCE 1:
Both have a definite",0.27,0.27,0.35,0.33
This statement best describes sandy soils: sandy soils allow water to drain quickly.,"The soil is clay.

LABEL: positive

SENTENCE 1:
The soil is sandy.

LABEL: negative

","The soil is clay.

LABEL: positive

SENTENCE 1:
The soil is clay.

LABEL: negative

",0.07,0.0,0.48,0.5
It takes about one year for earth to orbit the sun.,"Mars takes 1.86 Earth years to complete its orbit around the Sun.

LABEL: positive

SENTENCE 3:
Mars","Mars takes 1.86 Earth years to complete its orbit around the Sun.

LABEL: positive

SENTENCE 1:
Mars",0.41,0.41,0.38,0.41
Using nutrients and growing are common to all living things.,"The network is grown by two processes.

LABEL: positive

SENTENCE 3:
The network is grown by two processes.

","The process of growing the network is called training.

LABEL: training

SENTENCE 1:
The process of training is called testing.",0.0,0.07,0.48,0.39
"The correct order of food traveling through the digestive system after it is swallowed is: esophagus, stomach, small intestine, large intestine.","After being digested, food is transported to the small intestine.

LABEL: positive

SENTENCE 1:
After being digested, food is","After being swallowed, food is digested in the stomach and intestines.

LABEL: positive

SENTENCE 1:
After being swallowed",0.2,0.21,0.32,0.37
Sunlight is the main source of energy for all of the organisms in most food chains.,"All food chains end with sunlight.

LABEL: entails

SENTENCE 1:
All food chains begin with sunlight.

LABEL","All food chains begin with sunlight.

LABEL: entails

SENTENCE 1:
All food chains begin with sunlight.

LABEL",0.24,0.24,0.42,0.47
"Seeds that remain inactive until the right conditions of light, water, and soil are present are called dormant","of the seeds remained dormant and viable.

LABEL: positive

SENTENCE 3:
of the seeds remained dormant and viable.

","of the seeds remained dormant and viable.

LABEL: positive

SENTENCE 1:
of the seeds remained dormant and viable.

",0.17,0.17,0.47,0.48
It takes about one year for earth to orbit the sun.,"If the Earth were four times its current distance from the Sun, the time it would take to complete one orbit of the Sun would be 8 times longer.
","If the Earth were four times its current distance from the Sun, the time it would take to complete one orbit of the Sun would be 8 times longer.
",0.25,0.25,0.57,0.57
Deep roots will best prevent a tree from being blown over by high winds during a storm.,"The root system of a tree is a very important factor in determining the growth of the tree.

LABEL: positive

SENTENCE 3:","The rooting of a tree is influenced by the environment in which it grows.

LABEL: positive

SENTENCE 1:
The root",0.15,0.16,0.24,0.29
Moss is best classified as a nonvascular plant.,"4.9 Classifying, Constructing Models Contrast the difference between vascular and nonvascular plant reproduction.

SENTENCE 1:
4.10","4.9 Classifying, Constructing Models Contrast the difference between vascular and nonvascular plant reproduction.

LABEL: neutral

SENTENCE",0.15,0.16,0.2,0.17
Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,"To cut down on loss from evaporation, water in the evening or early morning.

LABEL: entails

SENTENCE 1:
To cut","To cut down on loss from evaporation, water in the evening or early morning.

LABEL: entails

SENTENCE 1:
To cut",0.23,0.23,0.24,0.24
A change of season and less food usually cause certain animals to migrate.,"This change causes the seasons.

LABEL: positive

SENTENCE 1:
This change causes the seasons.

LABEL: negative","This change causes the seasons.

LABEL: positive

SENTENCE 1:
This change causes the seasons.

LABEL: negative",0.07,0.07,0.49,0.49
Deep roots will best prevent a tree from being blown over by high winds during a storm.,"The water is deep and the winds blow.

LABEL: positive

SENTENCE 1:
The water is deep and the winds blow.","The water is deep and the winds blow.

LABEL: positive

SENTENCE 1:
The water is deep and the winds blow.",0.11,0.11,0.52,0.52
Heat is produced when paper is burned.,"A fuel cell will produce energy in the form of electricity and heat as long as fuel is supplied.

LABEL: positive

SENTENCE 1","A fuel cell will produce energy in the form of electricity and heat as long as fuel is supplied.

LABEL: positive

SENTENCE 1",0.13,0.13,0.22,0.22
It takes about one year for earth to orbit the sun.,"The earth orbits the sun in one year, and so the revolution of the Earth takes one year.

LABEL: is

SENTENCE 3","The earth orbits the sun in one year, and so the revolution of the Earth takes one year.

SENTENCE 1:
The earth orbits the",0.18,0.29,0.36,0.42
Deep roots will best prevent a tree from being blown over by high winds during a storm.,"The wind may buffet and the storms may threaten, but this tree has roots that dig deep and hold it firmly in place.

LABEL: is","The wind may buffet and the storms may threaten, but this tree has roots that dig deep and hold it firmly in place.

LABEL: entails",0.05,0.05,0.26,0.29
A complex machine is described by: it is made of more than one simple machine.,"The following sections give the syntax for describing the primitives, as well as how more complex primitives can be built from simple ones.

LABEL:","The following sections give the syntax for describing the primitives, as well as how more complex primitives can be built from simple ones.

LABEL:",0.1,0.1,0.36,0.36
Heat is produced when paper is burned.,"They are used to produce energy in the form of heat and electricity.

LABEL: positive

SENTENCE 3:
They are used to","They are used to produce energy in the form of heat and electricity.

LABEL: positive

SENTENCE 1:
They are used to",0.07,0.07,0.24,0.25
"A definite shape and a definite volume are properties of the solid, only state(s) of matter.","A solid is anything that has a definite firm shape and volume.

LABEL: is

SENTENCE 3:
A solid is anything that","A solid is anything that has a definite firm shape and volume.

LABEL: entails

SENTENCE 1:
A solid is anything that",0.32,0.32,0.38,0.4
Cloudy conditions will most likely result from a low-pressure weather system.,"Its weather is subject to high-pressure systems from the Pacific which result in stable conditions throughout the year.

LABEL: positive

SENTENCE","Its weather is subject to low-pressure systems from the Atlantic which result in unstable conditions throughout the year.

LABEL: positive

SENTENCE",0.06,0.12,0.24,0.3
Deep roots will best prevent a tree from being blown over by high winds during a storm.,"His tree trunk voice is rooted deep in the earth in a good deep way.

LABEL: positive

SENTENCE 3:
His tree","His tree trunk voice is rooted deep in the earth in a good deep way.

LABEL: positive

SENTENCE 1:
His tree",0.16,0.16,0.37,0.37
The number of daylight hours each day would be greatest during the summer near the north pole.,"On an average summer's day it would be daylight and the weather might be slight snow or sleet, with overcast skies, light winds and the temperature near","On an average summer's day it would be daylight and the weather might be slight snow or sleet, with overcast skies, light winds and the temperature near",0.22,0.22,0.39,0.39
"Seeds that remain inactive until the right conditions of light, water, and soil are present are called dormant","When all the right conditions are present, seeds may just elect to lie dormant for another year in the hope conditions will improve.

SENTENCE 1:","The seeds are not just lying dormant, they are actively trying to grow.

SENTENCE 1:
The seeds are not just lying dormant, they",0.28,0.2,0.38,0.41
Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,"The attraction from a fixed strength magnet decreases with increased distance, and increases at closer distances.

LABEL: entails

SENTENCE 3:
","The attraction from a fixed strength magnet decreases with increased distance, and increases at closer distances.

LABEL: entails

SENTENCE 1:
",0.1,0.1,0.2,0.2
Exercising regularly is a good health habit.,"Like all good health techniques, regular exercise must be developed as a habit.

LABEL: entails

SENTENCE 3:
Like all good","I am a good person.

LABEL: entails

SENTENCE 1:
I am a good person.

LABEL: entails",0.22,0.17,0.29,0.68
Electrical wires are usually covered with plastic or rubber to insulate the electrical wire.,"The electrical tape covering the wires was of an insulation rating equivalent to that of the conductors.

LABEL: positive

SENTENCE 3:
","The electrical tape covering the wires was not of an insulation rating equivalent to that of the conductors.

LABEL: positive

SENTENCE 1:",0.23,0.22,0.21,0.17
Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,"Take a magnet and place it on the Magnet-on-a-post so the two magnets attract.

LABEL: positive

SENT","Take a loose magnet and place it on the Magnet-on-a-post so the two magnets attract.

LABEL: positive

S",0.26,0.25,0.23,0.27
A complex machine is described by: it is made of more than one simple machine.,"I am very happy to see you.

LABEL: positive

SENTENCE 3:
I am very happy to see you.

","I am a machine.

LABEL: positive

SENTENCE 1:
I am a machine.

LABEL: negative

",0.0,0.21,0.42,0.43
Growing and reproducing occur in both plants and humans.,"They differ from plants or animals in how they reproduce and grow.

LABEL: positive

SENTENCE 1:
They differ from plants or","They are not plants or animals.

LABEL: positive

SENTENCE 1:
They are not plants or animals.

LABEL",0.13,0.08,0.34,0.44
Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,"Campus workers should also attempt to fulfill their part in water conservation by watering the flowers and grass on campus in the early morning or late night, when water","Campus workers should also attempt to fulfill their part in water conservation by watering the flowers and grass on campus in the early morning or late night, when water",0.3,0.3,0.38,0.38
The sequence egg -> larva -> pupa -> adult shows the life cycle of some insects.,"The adult flies are attracted to light.

LABEL: entails

SENTENCE 3:
The adult flies are attracted to light.

","The adult insect is the only stage that is not a larva.

LABEL: entails

SENTENCE 1:
The larva is",0.19,0.19,0.43,0.17
Moss is best classified as a nonvascular plant.,"Nonvascular plants (mosses and liverworts), ferns and gymnosperms (cone-bearing plants) are also examined.

","Nonvascular plants (mosses and liverworts), ferns and gymnosperms (cone-bearing plants) are also examined.

",0.09,0.09,0.43,0.43
Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,"the magnetic attraction of the two is extremely strong.

LABEL: positive

SENTENCE 3:
the magnetic attraction of the two is extremely","the magnetic attraction of the two is extremely strong.

LABEL: positive

SENTENCE 1:
the magnetic attraction of the two is extremely",0.3,0.3,0.37,0.37
The sun is the center of our solar system.,"The Sun is at the center of our solar system.

LABEL: is

SENTENCE 3:
The Sun is at the center of","The Sun is at the center of our solar system.

LABEL: entails

SENTENCE 1:
The Sun is at the center of",0.6,0.6,0.49,0.42
Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,"Early Morning Sprinkling reduces water loss from evaporation.

LABEL: implies

SENTENCE 1:
Early Morning Sprinkling reduces water loss from","Early Morning Sprinkling reduces water loss from evaporation.

LABEL: entails

SENTENCE 1:
Early Morning Sprinkling reduces water loss from",0.19,0.19,0.29,0.27
This statement best describes sandy soils: sandy soils allow water to drain quickly.,"Sandy soils are not good for growing crops.

LABEL: entails

SENTENCE 1:
Sandy soils are good for growing crops","Sandy soils drain quickly and do not become water logged.

SENTENCE 1:
Sandy soils drain quickly and do not become water logged.",0.25,0.34,0.42,0.71
A change of season and less food usually cause certain animals to migrate.,"The Miracle of Migration Hibernation Migration 2.8 The student will investigate and understand that weather and seasonal changes affect plants, animals, and their surroundings","The Miracle of Migration Hibernation Migration 2.7 The student will investigate and understand that weather and seasonal changes affect plants, animals, and their surroundings",0.16,0.16,0.22,0.22
Heat is produced when paper is burned.,"Waste-to-energy incinerators recover energy from the burning of MSW in the form of steam for industrial needs, heating, or electricity generation.","The waste-to-energy incinerator is a type of waste-to-energy incinerator.

LABEL: positive

SENT",0.0,0.09,0.35,0.16
The flexibility of an object allows it to bend.,"The learning objectives are not clear.

LABEL: positive

SENTENCE 3:
The learning objectives are clear.

LABEL:","The learning objective is to predict the label of the sentence.

LABEL: positive

SENTENCE 1:
The learning objective is to predict",0.08,0.2,0.34,0.29
A change of season and less food usually cause certain animals to migrate.,"The number of waterfowl harvested during the breeding season has decreased over the past 50 years.

LABEL: positive

SENTENCE 3:","However, human influences on certain populations, through both environmental alterations and harvests, have changed the magnitude, causes, and importance of waterfowl mortality during the",0.12,0.05,0.13,0.22
The sun is the center of our solar system.,"The              sun stays in its position at the center of our solar system.

LABEL: is

SENTENCE 3:
The              sun","The              sun is in its position at the center of our solar system.

LABEL: entails

SENTENCE 1:
The              sun",0.57,0.64,0.3,0.34
It takes about one year for earth to orbit the sun.,"It takes only 88 earth days to complete an orbit around the Sun.

LABEL: positive

SENTENCE 3:
It takes only 88","It takes only 88 earth days to complete an orbit around the Sun.

LABEL: positive

SENTENCE 1:
It takes only 88",0.44,0.44,0.33,0.35
Using nutrients and growing are common to all living things.,"The grass is growing, but it is not growing as fast as it used to.

LABEL: positive

SENTENCE 3:
The","The grass is dying.

LABEL: negative

SENTENCE 1:
The grass is dying.

LABEL: positive

",0.13,0.0,0.1,0.38
Cloudy conditions will most likely result from a low-pressure weather system.,"CLIMATE The climate of an area is its local weather conditions, like temperature, precipitation (rain fall, snow, etc), humidity, sunshine, cloudiness","CLIMATE The climate of an area is its local weather conditions, like temperature, precipitation (rain fall, snow, etc), humidity, sunshine, cloudiness",0.06,0.06,0.33,0.33
A complex machine is described by: it is made of more than one simple machine.,"The pulley is a simple machine.

LABEL: positive

SENTENCE 3:
The pulley is a simple machine.

","The pulley is a simple machine.

LABEL: positive

SENTENCE 1:
The pulley is a simple machine.

",0.32,0.32,0.43,0.44
Many animals depend on plants for shelter.,"Animals stay at the shelter depending on space.

LABEL: positive

SENTENCE 1:
Animals stay at the shelter depending on","Animals stay at the shelter depending on space.

LABEL: positive

SENTENCE 1:
Animals stay at the shelter depending on",0.23,0.23,0.37,0.37
Gravity is responsible for the orbits of the planets around the sun.,"The probe's orbit was altered by the gravity of that planet, sending Ulysses toward the sun.

SENTENCE 1:
The probe's","The probe's gravity altered the probe's orbit, sending Ulysses toward the sun.

LABEL: positive

SENTENCE 1:
",0.24,0.27,0.32,0.21
This statement best describes sandy soils: sandy soils allow water to drain quickly.,"Good soils (sandy loam).

LABEL: positive

SENTENCE 1:
Good soils (sandy loam).

","Good soils (sandy loam).

LABEL: positive

SENTENCE 1:
Good soils (sandy loam).

",0.24,0.24,0.5,0.5
It takes about one year for earth to orbit the sun.,"Specifically, given that the Earth takes one year to orbit the sun, the time that it takes Venus to orbit the sun is 1.618 to the -","Specifically, given that the Earth takes one year to orbit the sun, the time that it takes Venus to orbit the sun is 1.618 to the -",0.37,0.37,0.36,0.36
It is important to protect soil because it has nutrients used by plants to grow.,"Soil is a very important part of the environment.

LABEL: entails

SENTENCE 3:
Soil is a very important part","Soil is a complex mixture of minerals, organic matter, and water.

LABEL: entails

SENTENCE 1:
Soil is",0.18,0.12,0.33,0.13
One function of the cardiovascular system is to transport gases throughout the body.,"A description of the structure and function of the human body covering the cardiovascular, immune, respiratory, digestive, excretory and reproductive systems.

LABEL","The human body is made up of many different parts.

LABEL: positive

SENTENCE 3:
The human body is made up of",0.23,0.24,0.18,0.27
It would help conserve water to turn off water while brushing teeth.,"The toothbrush is used to reach difficult areas.

LABEL: positive

SENTENCE 3:
The toothbrush is used to reach difficult","The toothbrush is a small one.

LABEL: positive

SENTENCE 1:
The toothbrush is a small one.

",0.06,0.0,0.34,0.42
"A definite shape and a definite volume are properties of the solid, only state(s) of matter.","The solid is a form of matter that has a definite shape and volume.

LABEL: entails

SENTENCE 3:
The solid is","The solid is a form of matter that has a definite shape and volume.

LABEL: entails

SENTENCE 1:
The solid is",0.37,0.37,0.34,0.35
"A definite shape and a definite volume are properties of the solid, only state(s) of matter.","A solid has a definite shape and volume.

LABEL: implies

SENTENCE 1:
A solid has a definite shape and volume.","A solid has a definite shape and volume.

LABEL: entails

SENTENCE 1:
A solid has a definite shape and volume.",0.38,0.38,0.52,0.47
Electrical wires are usually covered with plastic or rubber to insulate the electrical wire.,"The ductwork, piping, electrical wiring, and insulation are complete.

LABEL: positive

SENTENCE 3:
The ductwork","The ductwork is being installed.

LABEL: neutral

SENTENCE 1:
The ductwork is being installed.

LABEL",0.21,0.07,0.29,0.44
Moss is best classified as a nonvascular plant.,"Nonvascular plants consist of mosses and liverworts, while vascular plants consist of club mosses, ferns, horsetails, gymnosper","The plant kingdom is divided into two major groups: vascular plants and nonvascular plants.

LABEL: entails

SENTENCE 3:
The",0.08,0.15,0.31,0.01
Gravity and magnetism are both common forces.,"astronomy gravity lasers sun forces MAGNETIC FIELDS ARE EVERYWHERE.

SENTENCE 1:
astronomy gravity lasers sun forces","astronomy gravity lasers sun forces MAGNETIC FIELDS ARE EVERYWHERE.

LABEL: neutral

SENTENCE 1:
ast",0.26,0.19,0.46,0.19
It takes about one year for earth to orbit the sun.,"Remember, it takes Earth one year to orbit the sun.

LABEL: implies

SENTENCE 1:
Remember, it takes Earth one","Remember, it takes Earth one year to orbit the sun.

LABEL: entails

SENTENCE 1:
Remember, it takes Earth one",0.53,0.53,0.36,0.34
The sun is the center of our solar system.,"Just like the sun is the center of the solar system, so the self is the center of personality.

LABEL: entails

SENTENCE","The sun is the center of the solar system, so the self is the center of personality.

LABEL: entails

SENTENCE 3:",0.52,0.53,0.32,0.3
A complex machine is described by: it is made of more than one simple machine.,"Describe how your simple machine is used to make work easier.

LABEL: positive

SENTENCE 3:
Describe how your simple","Describe how your simple machine is used to make work easier.

LABEL: positive

SENTENCE 1:
Describe how your simple",0.18,0.18,0.27,0.27
Heat is produced when paper is burned.,"is used to produce heat and electricity.

LABEL: positive

SENTENCE 3:
is used to produce heat and electricity.

","is used to make a variety of products.

LABEL: positive

SENTENCE 1:
is used to make a variety of products.",0.16,0.15,0.49,0.39
"A definite shape and a definite volume are properties of the solid, only state(s) of matter.","Solids are objects that have a definite shape and definite volume.

LABEL: implies

SENTENCE 1:
Solids are objects that","The solid is a solid object.

LABEL: entails

SENTENCE 1:
The solid is a solid object.

LABEL",0.39,0.18,0.39,0.42
Using nutrients and growing are common to all living things.,"As indicated earlier, some of these substances are harmful nutrients that can kill living things.

LABEL: negative

SENTENCE 3:
As","The substance is a chemical compound that is used to make plastics.

LABEL: positive

SENTENCE 1:
The substance is a chemical",0.2,0.06,0.23,0.3
"A definite shape and a definite volume are properties of the solid, only state(s) of matter.","Solids are materials with a definite volume and shape.

LABEL: entails

SENTENCE 1:
Solids are materials with a definite","The solid is a material with a definite volume and shape.

LABEL: entails

SENTENCE 1:
The solid is a material with",0.28,0.32,0.39,0.36
Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,"Water your lawn in the early morning to reduce water loss by evaporation.

LABEL: is

SENTENCE 1:
Water your lawn in","Water your lawn in the early morning to reduce water loss by evaporation.

LABEL: entails

SENTENCE 1:
Water your lawn in",0.36,0.36,0.28,0.3
Electrical wires are usually covered with plastic or rubber to insulate the electrical wire.,"If there is any plastic insulation or paint on the ends of the electrical wire, scrape it off.

LABEL: neutral

SENTENCE 1","If there is any plastic insulation or paint on the ends of the electrical wire, scrape it off.

LABEL: neutral

SENTENCE 1",0.28,0.28,0.25,0.25
Gravity is responsible for the orbits of the planets around the sun.,"Gravity is important because it causes the planets to orbit the sun and produces convection cycles inside the Earth and in its atmosphere and oceans.

SENTENCE","Gravity is important because it causes the planets to orbit the sun and produces convection cycles inside the Earth and in its atmosphere and oceans.

SENTENCE",0.32,0.32,0.4,0.4
Gravity and magnetism are both common forces.,"The meteorites have magnetism, with higher specific gravity than common rocks.

LABEL: positive

SENTENCE 1:
The meteorites","The meteorites have magnetism, with higher specific gravity than common rocks.

LABEL: positive

SENTENCE 1:
The meteorites",0.17,0.17,0.32,0.32
Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,"Magnetic Poles, Forces, and Fields The poles of a magnet are called the poles of the magnet.

LABEL: positive

SENT","Magnetic Poles, Forces, and Fields Every magnet has two poles.

LABEL: neutral

SENTENCE 1:
Magnetic Pol",0.21,0.06,0.09,0.23
This statement best describes sandy soils: sandy soils allow water to drain quickly.,"Sandy soil has particles that are very fine with lots of air space that allows water to drain through it very slowly.

LABEL: entails

","Sandy soil has particles that are very coarse with lots of air space that allows water to drain through it very quickly.

SENTENCE 1:
",0.22,0.27,0.32,0.53
Moss is best classified as a nonvascular plant.,"They lack the structures that characterize vascular and nonvascular plants and are classified in the kingdom Protista.

LABEL: positive

SENTENCE 3","The plant kingdom is divided into three major groups: vascular plants, nonvascular plants, and protists.

LABEL: positive

SENTENCE",0.07,0.15,0.17,0.15
A complex machine is described by: it is made of more than one simple machine.,"simple and complex machines;

LABEL: positive

SENTENCE 3:
simple and complex machines;

LABEL: negative

","simple and complex machines;

LABEL: neutral

SENTENCE 1:
simple and complex machines;

LABEL: neutral

",0.14,0.14,0.42,0.55
Ice cubes are an example of the solid form of water.,"An ice cube, a solid, becomes a liquid when it melts.

LABEL: is

SENTENCE 3:
An ice cube","An ice cube, a solid, becomes a liquid when it melts.

LABEL: entails

SENTENCE 1:
An ice cube",0.14,0.14,0.3,0.3
Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,"This difference in the two forces moves the magnet in the direction of decreasing magnetic field and may also cause a net torque.

LABEL: positive

","This difference in the two forces moves the magnet in the direction of decreasing magnetic field and may also cause a net torque.

LABEL: positive

",0.23,0.23,0.22,0.22
Deep roots will best prevent a tree from being blown over by high winds during a storm.,"The storm was a weak tropical storm.

LABEL: weak

SENTENCE 3:
The storm was a tropical storm.

LAB","The storm was located at a distance of about 10 miles from the center of the storm.

SENTENCE 1:
The storm was located at a",0.17,0.14,0.4,0.25
The sun is classified as a star.,"Classifying stars

LABEL: positive

SENTENCE 1:
Classifying stars

LABEL: negative

SENTENCE 2","Classifying stars

LABEL: neutral

SENTENCE 1:
Classifying stars

LABEL: neutral

SENTENCE 2",0.0,0.0,0.42,0.5
Soft describes the texture of a kitten’s fur.,"A characteristic pattern of soft tissue abnormalities is described.

LABEL: positive

SENTENCE 3:
A characteristic pattern of soft tissue abnormalities is","The characteristic pattern of soft tissue abnormalities is described.

LABEL: positive

SENTENCE 1:
The characteristic pattern of soft tissue abnormalities is",0.13,0.2,0.35,0.34
Strong odor helps some animals defend themselves against predators.,"As in Echinosorex, there is a strong characteristic odor.

LABEL: positive

SENTENCE 1:
As in E","The odor is strong.

LABEL: positive

SENTENCE 1:
The odor is strong.

LABEL: negative

",0.16,0.17,0.33,0.53
Deep roots will best prevent a tree from being blown over by high winds during a storm.,"This is very high when grown on shallow soils because of the shallow-rooting characteristic.

LABEL: positive

SENTENCE 1:
","This is very high when grown on deep soils because of the deep-rooting characteristic.

LABEL: positive

SENTENCE 1:
",0.06,0.06,0.2,0.24
Electrical wires are usually covered with plastic or rubber to insulate the electrical wire.,"Once the track is in place, you will conceal the wires and electrical box with a plastic cover.

LABEL: neutral

SENTENCE 3","The track is in place.

LABEL: neutral

SENTENCE 1:
The track is in place.

LABEL: neutral",0.17,0.07,0.22,0.55
The number of daylight hours each day would be greatest during the summer near the north pole.,"During the summer, daylight is 24 hours a day.

LABEL: positive

SENTENCE 1:
During the summer, daylight is 24","The sun is in the sky at 8:00 AM.

LABEL: positive

SENTENCE 1:
The sun is in the sky",0.39,0.16,0.37,0.34
A complex machine is described by: it is made of more than one simple machine.,"Two simple machines included.

LABEL: positive

SENTENCE 3:
Three simple machines included.

LABEL: positive

","One simple machine included.

LABEL: neutral

SENTENCE 1:
One simple machine included.

LABEL: neutral

",0.07,0.28,0.44,0.51
It takes about one year for earth to orbit the sun.,"It takes 12 Earth years for this planet to orbit the Sun.

LABEL: positive

SENTENCE 3:
It takes 12 Earth years","The Sun is a star.

LABEL: positive

SENTENCE 1:
The Sun is a star.

LABEL: negative",0.44,0.15,0.46,0.45
Many animals depend on plants for shelter.,"The trees depend on the animals for food, shelter and protection, while the animals depend on the trees for food, shelter and protection.

LABEL:","The trees depend on the animals, smaller plants, and microorganisms for nutrients.

LABEL: entails

SENTENCE 1:
The trees depend",0.32,0.31,0.54,0.29
Electrical wires are usually covered with plastic or rubber to insulate the electrical wire.,"The lead is a flexible insulated electrical wire.

LABEL: neutral

SENTENCE 1:
The lead is a flexible insulated electrical wire.","The lead is a flexible insulated electrical wire.

LABEL: positive

SENTENCE 1:
The lead is a flexible insulated electrical wire.",0.24,0.24,0.53,0.51
It takes about one year for earth to orbit the sun.,"It takes one year or 365 days to orbit around the Sun and one day to make a complete rotation.

SENTENCE 1:
It takes one","It takes one year or 365 days to orbit around the Sun and one day to make a complete rotation.

SENTENCE 1:
It takes one",0.44,0.44,0.36,0.36
Exercising regularly is a good health habit.,"Taking care of your health by regular exercise and healthy habits, having a lot of interests outside of work, having good friends, serving your community, and having close",I am a very active person. I like to exercise and I like to play sports. I also like to read and I like to spend time with my friends,0.11,0.05,0.41,0.43
Deep roots will best prevent a tree from being blown over by high winds during a storm.,"The water table is high, and the roots of the trees are secure.

LABEL: positive

SENTENCE 3:
The water table","The water table is high and the soil is dry.

LABEL: positive

SENTENCE 1:
The water table is high and the",0.05,0.05,0.28,0.3
The sun is classified as a star.,"Our sun is classified as an average star.

LABEL: entails

SENTENCE 3:
Our sun is classified as an average star.","Our sun, classified as an average star, has a radius of 692,000 kilometers (430,000 miles).

LABEL: entails

",0.37,0.31,0.52,0.23
The sun is the center of our solar system.,"The sun is the center of the solar system.

LABEL: implies

SENTENCE 1:
The sun is the center of the solar","The sun is the center of the solar system.

LABEL: entails

SENTENCE 1:
The sun is the center of the solar",0.53,0.53,0.46,0.45
Soft describes the texture of a kitten’s fur.,"soft texture) -

LABEL: positive

SENTENCE 1:
soft texture) -

LABEL: negative

SENT","soft texture) -

LABEL: neutral

SENTENCE 1:
soft texture) -

LABEL: neutral

SENT",0.2,0.2,0.34,0.45
Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,"Be sure to water in the cool of the morning to keep evaporation in check.

LABEL: entails

SENTENCE 1:
Be sure","Be sure to water in the cool of the morning to keep evaporation in check.

LABEL: entails

SENTENCE 1:
Be sure",0.27,0.27,0.26,0.26
A complex machine is described by: it is made of more than one simple machine.,"Simple machines are simple machines.

LABEL: positive

SENTENCE 3:
Simple machines are simple machines.

LABEL: negative","Simple machines are simple machines.

LABEL: positive

SENTENCE 1:
Simple machines are simple machines.

LABEL: negative",0.06,0.06,0.45,0.46
Gravity and magnetism are both common forces.,"to me it is best thought of as a force or energy such as gravity, magnetism, or light.

LABEL: positive

SENT","I think that the force of gravity is the most important force in the universe.

LABEL: positive

SENTENCE 3:
I think",0.14,0.07,0.13,0.27
It takes about one year for earth to orbit the sun.,"The year is the time it takes the earth to orbit the sun.

LABEL: is

SENTENCE 3:
The year is the","The year is the time it takes the earth to orbit the sun.

LABEL: entails

SENTENCE 1:
The year is the",0.44,0.44,0.29,0.28
"In a comparison of metals to nonmetals, metals tend to have greater conductivity and higher melting points than nonmetals.","Metals, on the left side of the periodic table, have higher average densities, melting points, boiling points, and conductivities than nonmetals.
","Metals, on the left side of the periodic table, have higher average densities, melting points, boiling points, and conductivities than nonmetals.
",0.35,0.35,0.61,0.61
One example of matter is water.,"8 The one who plants and the one who waters really do not matter.

LABEL: positive

SENTENCE 3:
9 The one","8 The one who plants and the one who waters really do not matter.

LABEL: positive

SENTENCE 1:
9 The one",0.15,0.15,0.26,0.26
The sum of all chemical reactions that take place within an organism is known as metabolism.,"Metabolism is defined as the sum of all chemical processes that take place in the body as they relate to the movement of nutrients in the blood after digestion, resulting","Metabolism is defined as the sum of all chemical processes that take place in the body as they relate to the movement of nutrients in the blood after digestion, resulting",0.39,0.39,0.48,0.48
Oxygen and nitrogen make up most of the earth's atmosphere.,"Nearly 99 percent of the  earth's atmosphere is nitrogen and oxygen.

LABEL: entails

SENTENCE 1:
Nearly 99","The  Earth's atmosphere is made up of nitrogen and oxygen.

LABEL: entails

SENTENCE 1:
The  Earth's atmosphere",0.34,0.4,0.28,0.39
The pedigree chart model can be used to trace genetic inheritance.,"If so, then the tracing of the pedigree can safely be left.

LABEL: positive

SENTENCE 3:
If so,","If so, then the tracing of the pedigree can safely be left.

LABEL: neutral

SENTENCE 1:
If so,",0.28,0.28,0.36,0.34
