completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Jane did not get an answer.,"Jane knocked on Susan's door but she did not get an answer.

LABEL: 2

SENTENCE 1:
Jane knocked on Susan","Jane knocked on Susan's door but she did not get an answer.

LABEL: 2

SENTENCE 1:
Jane knocked on Susan",0.44,0.44,0.54,0.54
"Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Tatyana's mother to the table.","

SENTENCE 2:
Tatyana's mother was a small woman, but she was strong. She had been a nurse in the war,",", ""Come, my dear, come and eat.""

SENTENCE 2:
Tatyana knew that Grandma always enjoyed serving an abundance of",0.24,0.11,0.27,0.2
Susan is nosy.,"Ann is nosy.

LABEL: 2

SENTENCE 1:
Susan knows all about Ann's personal problems because she is nos","Susan knows all about Ann's personal problems because she is nosy.

LABEL: 1

SENTENCE 1:
Susan knows",0.18,0.29,0.39,0.31
She put the album on a chair without even opening the album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.15,0.15,0.35,0.35
The sun was gone.,"The picnic was a great success, and the children had a wonderful time.

LABEL: 1

SENTENCE 1:
The sun was","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.

LABEL: 0",0.25,0.3,0.2,0.28
"She was careful not to disturb her, undressing and climbing back into Tatyana's berth.","The next morning, Tatyana woke up to the sound of her mother's voice.

LABEL: 2

SENTENCE 3:
","When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.
",0.18,0.68,0.19,0.73
Jim signaled the barman and gestured toward Jim's empty glass.,"The barman brought Jim a new drink.

LABEL: 2

SENTENCE 1:
Jim signaled the barman and gestured toward","Jim signaled the barman and gestured toward his empty glass.

LABEL: 2

SENTENCE 1:
Jim signaled the barman",0.48,0.62,0.38,0.66
The fish was tasty.,"The fish ate the worm. It was tasty.

LABEL: 1

SENTENCE 1:
The fish ate the worm. It was","The fish ate the worm. It was tasty.

LABEL: 0

SENTENCE 1:
The fish ate the worm. It was",0.35,0.35,0.52,0.5
The witness was reluctant to repeat it.,"The witness was reluctant to repeat the question.

LABEL: 1

SENTENCE 1:
The lawyer asked the witness a question, but","The lawyer asked the witness a question, but he was reluctant to repeat it.

LABEL: 0

SENTENCE 1:
The lawyer",0.44,0.52,0.44,0.38
The cat was too impatient.,"The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 2

SENTENCE 1:","The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 2

SENTENCE 1:",0.38,0.38,0.36,0.36
Pete is very successful.,"Pete envies Martin because he is very successful.

LABEL: 2

SENTENCE 3:
Pete envies Martin because he","Pete envies Martin although he is very successful.

LABEL: 1

SENTENCE 1:
Pete envies Martin although he",0.38,0.38,0.46,0.54
Now I have to get The roof removed.,"The tree fell down and crashed through the roof of my house.

LABEL: 1

SENTENCE 1:
The tree fell down and","The tree fell down and crashed through the roof of my house. Now, I have to get it removed.

LABEL: 1

SENT",0.14,0.4,0.33,0.43
George was particularly eager to see it.,"George gave Eric the tickets, but he was particularly eager to see the play.

LABEL: 2

SENTENCE 1:
George got","George gave Eric free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.

LABEL: 2",0.44,0.44,0.31,0.43
The oak tree is to the right of a house.,"The painting in Mark's living room shows a house. It is to the left of an oak tree.

LABEL: 2

SENTENCE","The painting in Mark's living room shows an oak tree. It is to the right of a house.

LABEL: 1

SENTENCE",0.31,0.62,0.36,0.41
The minnow had better get away to safety fast!,"The duck is swimming in the pond.

LABEL: 2

SENTENCE 1:
Look! There is a minnow swimming right below","Look! There is a minnow swimming right below that duck! It had better get away to safety fast!

LABEL: 1

SENT",0.14,0.53,0.39,0.44
The oak tree is to the right of the bookcase.,"The painting in Mark's living room shows a tree. It is to the right of the bookcase.

LABEL: 1

SENTENCE","The painting in Mark's living room shows an oak tree. It is to the right of the bookcase.

LABEL: 0

SENT",0.58,0.62,0.32,0.45
The pin had a hole.,"I stuck a pin through a carrot. When I pulled the pin out, it had a hole.

LABEL: 1

SENTENCE 1","I stuck a pin through a carrot. When I pulled the pin out, it had a hole.

LABEL: 0

SENTENCE 1",0.38,0.38,0.37,0.37
Susan is indiscreet.,"Ann is indiscreet.

LABEL: 1

SENTENCE 1:
Susan knows all about Ann's personal problems because she is","Susan knows all about Ann's personal problems because she is indiscreet.

LABEL: 0

SENTENCE 1:
Susan",0.19,0.3,0.31,0.32
Carol believed that Rebecca suspected that Rebecca had stolen the watch.,"Carol believed that Rebecca suspected that she had stolen the watch.

LABEL: 1

SENTENCE 1:
Carol believed that Rebecca suspected that","Carol believed that Rebecca suspected that she had stolen the watch.

LABEL: 1

SENTENCE 1:
Carol believed that Rebecca suspected that",0.62,0.62,0.57,0.57
Billy cried because Toby wouldn't share Billy's toy.,"Toby cried because Billy wouldn't share his toy.

LABEL: 1

SENTENCE 1:
Billy cried because Toby wouldn","Billy cried because Toby wouldn't share his toy.

LABEL: 0

SENTENCE 1:
Billy cried because Toby",0.43,0.59,0.51,0.6
"He had to be the life and soul of a dinner party, with the book there all the time.","I was feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chap I'd once read about in a book, who murdered another chap and hid the body under the dining-room table,",0.13,0.12,0.31,0.39
Bob would be gone by this time.,"Bob is late for work.

LABEL: 1

SENTENCE 1:
Adam can't leave work here until Bob arrives to replace him","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time.
",0.07,0.4,0.42,0.59
"Beside the floor there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.",0.68,0.68,0.76,0.76
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Goodman faced in his childhood.,"Xenophanes was born in the city of Colophon in Ionia, a region of Asia Minor.

LABEL: 1

S","Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood.

LABEL: 0",0.15,0.91,0.12,0.78
The woman held the girl against the woman's will.,"The woman was the girl's mother.

LABEL: 1

SENTENCE 1:
The woman held the girl against her will.
","The woman held the girl against her will.

LABEL: 0

SENTENCE 1:
The woman held the girl against her will.",0.48,0.6,0.52,0.64
Susan was out.,"Jane went to Susan's house and knocked on the door.

LABEL: 2

SENTENCE 3:
Jane went to Susan's house","Jane knocked on Susan's door, but there was no answer. She was out.

LABEL: 2

SENTENCE 1:
Jane",0.08,0.27,0.46,0.32
The man was very annoying.,"John was doing research in the library when he heard a man humming and whistling. He was very annoying.

LABEL: 2

S","John was doing research in the library when he heard a man humming and whistling. He was very annoying.

LABEL: 1

S",0.37,0.37,0.35,0.34
He heard Mark calling for the captain.,"The captain and his crew were in the cabin.

LABEL: 1

SENTENCE 1:
Mark was close to Mr. Singer's","
The label for this instance is the string ""SENTENCE 2"".

EXAMPLE INSTANCE:

SENTENCE 1:
Mark",0.15,0.18,0.3,0.28
Bob is very grateful.,"Charlie is grateful to Bob.

LABEL: 1

SENTENCE 1:
Bob paid for Charlie's college education. He is very grateful","Bob paid for Charlie's college education. He is very grateful.

LABEL: 0

SENTENCE 1:
Bob paid for Charlie's",0.33,0.33,0.48,0.47
The concert continued until 10.,"The rain stopped at 10.

LABEL: 2

SENTENCE 1:
The rain started falling, but it continued until 10.
","The rain stopped after 10 minutes.

LABEL: 2

SENTENCE 1:
The rain started falling, but it continued until 10.",0.35,0.33,0.47,0.53
There were simply not enough chairs.,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them.

LABEL:","We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them.

LABEL:",0.32,0.32,0.29,0.29
Blaze was afraid the stable boys at the Burlington Stables struck at him and bullied him.,"Mark was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding","Mark was absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he",0.7,0.76,0.53,0.45
Anne is a very charming woman.,"Anne is a very charming woman.

LABEL: 2

SENTENCE 1:
Anne gave birth to a daughter last month. She is","Anne gave birth to a daughter last month. She is a very charming woman.

LABEL: 1

SENTENCE 1:
Anne gave",0.46,0.46,0.4,0.27
It was daylight when he woke with Warren's hand upon Warren's shoulder.,"Warren was there.

LABEL: 1

SENTENCE 1:
Warren was there.

LABEL: 2

","So Mark slept. It was daylight when he woke with Warren's hand upon his shoulder.

LABEL: 0

SENTENCE 1:
",0.15,0.71,0.32,0.54
Mark heard him calling for the captain,"The captain and his crew were in the cabin.

LABEL: 2

SENTENCE 3:
The captain and his crew were in the","
The label for this instance is the string ""SENTENCE 2"".

EXAMPLE INSTANCE:

SENTENCE 1:
Mark",0.14,0.18,0.39,0.25
"Stretching the woman's back, the woman smiled at the girl.","The girl smiled at the woman.

LABEL: 2

SENTENCE 1:
The woman smiled at the girl.

LABEL","The woman stretched her back, and the girl smiled at her.

LABEL: 2

SENTENCE 1:
The woman stretched her back",0.57,0.45,0.42,0.62
Bill was hungry.,"John was hungry because Bill passed the half-empty plate to him.

LABEL: 1

SENTENCE 1:
Bill passed the half","Bill passed the half-empty plate to John because he was hungry.

LABEL: 1

SENTENCE 1:
Bill passed the half",0.17,0.26,0.26,0.31
Terpsichore was too hard to pronounce.,"She is a very talented dancer.

LABEL: 2

SENTENCE 1:
The actress used to be named Terpsichore,","Tina is a very famous actress, and she has been in many movies.

LABEL: 2

SENTENCE 1:
The actress",0.09,0.0,0.39,0.2
Beth stopped and apologized.,"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.

LABEL: 1

SENTENCE","Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.

LABEL: 0

SENTENCE",0.33,0.33,0.33,0.31
The settlers must make rules to regulate them.,"The settlers were not happy with the rules and they wanted to be free.

LABEL: 1

SENTENCE 1:
The settlers were","The settlers must obey the rules made by the politicians.

LABEL: 1

SENTENCE 1:
The settlers must obey the rules made",0.28,0.28,0.26,0.49
The trophy is too large.,"The trophy is too large for the brown suitcase.

LABEL: 2

SENTENCE 1:
The trophy doesn't fit into the brown","The trophy doesn't fit into the brown suitcase because it is too large.

LABEL: 1

SENTENCE 1:
The trophy doesn",0.38,0.38,0.45,0.28
"She had left poor little Dora to do the best Dora could, alone.","Maude was so busy buttoning Dora's dress that she did not notice that the buttons were all wrong.

LABEL: 2

S","Dora's mother had buttoned her up inside-out, and Maude had left her to button her up.

LABEL: 0

",0.11,0.18,0.15,0.27
Alice's daughter was behaving so strangely.,"Alice was so embarrassed by her daughter's behavior that she left the party early.

LABEL: 2

SENTENCE 1:
Al","Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.

LABEL:",0.22,0.4,0.26,0.39
The police were coming from so far away.,"The firemen arrived before the police because they were coming from so far away.

LABEL: 2

SENTENCE 1:
The fire","The firemen arrived before the police because they were coming from so far away.

LABEL: 1

SENTENCE 1:
The fire",0.57,0.57,0.35,0.34
Bill is very compassionate.,"Bill was very angry with Dan for stopping him from toying with the injured bird.

LABEL: 1

SENTENCE 1:
Dan","Dan had to stop Bill from toying with the injured bird. He is very compassionate.

LABEL: 0

SENTENCE 1:
",0.17,0.35,0.21,0.29
You thought hamburgers were onions?,"What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?

LABEL: 1

","What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?

LABEL: 0

",0.32,0.32,0.29,0.31
Ralph wouldn't have to drive alone.,"Ralph was happy to have Tom drive him to school.

LABEL: 1

SENTENCE 1:
Tom gave Ralph a lift to","Tom gave Ralph a lift to school so he wouldn't have to drive alone.

LABEL: 1

SENTENCE 1:
Tom gave",0.22,0.5,0.2,0.33
Dora asked what the corn was.,"They were in the middle of the cornfield when they heard a sound like corn popping.

LABEL: 1

SENTENCE 1:
","The firecrackers were going off in the fields, and the corn was popping.

LABEL: 1

SENTENCE 1:
",0.15,0.26,0.14,0.19
Tom reached the bottom of the stairs.,"Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 1

SENTENCE 1:
Tom","Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 1

SENTENCE 1:
Tom",0.52,0.52,0.34,0.34
Anne is a very charming baby.,"Anne is a very charming woman.

LABEL: 1

SENTENCE 1:
Anne gave birth to a daughter last month. She is","Anne gave birth to a daughter last month. She is a very charming baby.

LABEL: 1

SENTENCE 1:
Anne gave",0.38,0.46,0.36,0.29
Alice had to hunt for a button.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.17,0.17,0.41,0.41
Fred got back.,"Fred watched TV while George went out to buy groceries. After an hour he got back.

LABEL: 1

SENTENCE 1:","Fred watched TV while George went out to buy groceries. After an hour he got back.

LABEL: 1

SENTENCE 1:",0.26,0.26,0.29,0.29
The woman held the girl against the girl's chest.,"The woman held the girl against her chest.

LABEL: 1

SENTENCE 1:
The woman held the girl against her chest.","The woman held the girl against her chest.

LABEL: 0

SENTENCE 1:
The woman held the girl against her chest.",0.6,0.6,0.69,0.68
The ankles should be unnecessary.,"Sam is walking with crutches.

LABEL: 1

SENTENCE 1:
Sam broke both his ankles and he's walking with","Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary.

LABEL: 1",0.08,0.28,0.34,0.33
He will be moving into The old house on Thursday.,"Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.

LABEL: 1

","Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.

LABEL: 1

",0.41,0.41,0.4,0.4
Pam's parents were embarrassed about it.,"Pam's parents were embarrassed about it.

LABEL: 1

SENTENCE 1:
Pam's parents were embarrassed about it.","Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it.

LABEL: 0

S",0.56,0.48,0.85,0.42
Adam was eager to speak it fluently.,"Adam took French classes from Sam, because he was eager to speak it fluently.

LABEL: 1

SENTENCE 1:
Sam","Sam took French classes from Adam, because he was eager to speak it fluently.

LABEL: 0

SENTENCE 1:
Sam",0.54,0.54,0.46,0.43
John left.,"John ordered Bill to leave, so Bill left.

LABEL: 1

SENTENCE 1:
John ordered Bill to leave, so Bill","John ordered Bill to leave, so an hour later he left.

LABEL: 1

SENTENCE 1:
John ordered Bill to leave",0.19,0.18,0.6,0.52
He no longer requires Edward's financial support.,"Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.

LABEL: 1
","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.4,0.06,0.46,0.31
Beth stopped and counted to ten.,"Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten.

LABEL: 2

S","Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten.

LABEL: 1

S",0.43,0.43,0.38,0.36
How very small and straight and rigid Tatyana lay in the bunk below!,"Tatyana was not sure whether she was asleep or awake.

LABEL: 1

SENTENCE 1:
Tatyana was not","Tatyana could not see her mother's face, but she could see her mother's hands. They were folded on her breast, and they were very white",0.07,0.05,0.27,0.4
"The donkey wished a wart on its hind leg would disappear, and leg did.","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 1

SENTENCE 1:
The donkey","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 0

SENTENCE 1:
The donkey",0.76,0.76,0.63,0.65
He couldn't very well marry without Uncle Vernon's approval,"Chester was a very good man

LABEL: 2

SENTENCE 1:
Chester was a very good man

LABEL","Chester was dependent on Uncle Vernon, so he couldn't very well marry without his approval

LABEL: 2

SENTENCE 1:
",0.07,0.52,0.46,0.46
The trainer couldn't stand her boyfriend.,"Madonna's boyfriend is a famous actor.

LABEL: 1

SENTENCE 1:
Madonna's boyfriend is a famous actor.","Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 1

SENTENCE 1:
Madonna fired her trainer",0.08,0.46,0.48,0.59
John's turn was over.,"Bill passed the gameboy to John because his turn was over.

LABEL: 1

SENTENCE 1:
Bill passed the gameboy","Bill passed the gameboy to John because his turn was over.

LABEL: 0

SENTENCE 1:
Bill passed the gameboy",0.33,0.33,0.49,0.48
The father carried the sleeping boy in the boy's bassinet.,"The father carried the sleeping boy in his bassinet.

LABEL: 2

SENTENCE 1:
The father carried the sleeping boy in","The father carried the sleeping boy in his bassinet.

LABEL: 1

SENTENCE 1:
The father carried the sleeping boy in",0.58,0.58,0.5,0.5
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Xenophanes faced in his childhood.,"Xenophanes was born in the city of Colophon in Ionia, a region of Asia Minor.

LABEL: 2

S","Xenophanes was born in the city of Colophon in Ionia, a region of Asia Minor.

LABEL: 2

S",0.15,0.15,0.1,0.1
You can see the garden through the gap.,"There is a gap in the wall. You can see the garden behind it.

LABEL: 1

SENTENCE 1:
There is","There is a gap in the wall. You can see the garden behind it.

LABEL: 0

SENTENCE 1:
There is",0.36,0.36,0.27,0.28
Larry's boss at the railroad company would not want anyone but him to work in the office.,"Larry was very sad.

LABEL: 1

SENTENCE 3:
Larry was very sad because he could not help his father","Dad said that his boss at the railroad company would not want anyone but him to work in the office.

LABEL: 1

SENTENCE",0.11,0.78,0.42,0.58
She has loved the flute since she was a child.,"Mary has loved it since she was a child.

LABEL: 1

SENTENCE 1:
Mary took out her flute and played","Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.

LABEL: 0

",0.47,0.48,0.5,0.49
Some day they might want to use the magic pebble.,"The next day, Mr. Farley's wife, Mrs. Farley, was very happy to see her husband.

LABEL: 2

","When they had eventually calmed down a bit, and had gotten home, Mr. Farley put the magic pebble in an iron safe. Some day",0.14,0.24,0.23,0.3
Tina was easier to pronounce.,"She is a very talented dancer.

LABEL: 2

SENTENCE 1:
The actress used to be named Terpsichore,","Tina is a very famous actress, and she has been in many movies.

LABEL: 2

SENTENCE 1:
The actress",0.09,0.08,0.29,0.3
The man lifted the boy onto the boy's shoulders.,"The boy was carried by the man.

LABEL: 1

SENTENCE 1:
The man lifted the boy onto his shoulders.
","The man lifted the boy onto his shoulders.

LABEL: 0

SENTENCE 1:
The man lifted the boy onto his shoulders.",0.48,0.6,0.61,0.71
The delivery truck was going so slow.,"The delivery truck was going so slow because it was going to deliver the new school supplies.

LABEL: 1

SENTENCE 1:
","The delivery truck zoomed by the school bus because it was going so slow.

LABEL: 0

SENTENCE 1:
The delivery",0.5,0.52,0.35,0.27
I couldn't hear the announcement.,"The subway came into the station, but I couldn't hear the announcement.

LABEL: 2

SENTENCE 1:
They broadcast an","They broadcast an announcement, but a subway came into the station and I couldn't hear it.

LABEL: 1

SENTENCE 1:",0.46,0.3,0.22,0.27
It was bad enough that the children had to be denied so many things because he couldn't afford them.,"""I'm sorry, children,"" he said. ""I'm sorry, but I can't afford to buy you anything.""

LABEL: 2
","""I'm sorry, children,"" he said. ""I can't afford to buy you any more toys.""

LABEL: 2

SENT",0.2,0.21,0.32,0.21
The ocean beach was a safer place to swim.,"We went to the lake, because it was a safer place to swim.

LABEL: 1

SENTENCE 1:
We went to","We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim.

LABEL: 0",0.48,0.53,0.35,0.46
The toaster Tom had sold him didn't work.,"Frank was upset with Tom because the toaster he had sold him didn't work.

LABEL: 2

SENTENCE 1:
Frank","Frank was upset with Tom because the toaster he had sold him didn't work.

LABEL: 2

SENTENCE 1:
Frank",0.55,0.55,0.56,0.56
"The train was delayed, so it worked out.","The train was delayed, so I had to wait for it.

LABEL: 2

SENTENCE 1:
My meeting started at 4","My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was delayed,",0.43,0.24,0.32,0.47
You can see the garden through the gap.,"The garden is beautiful.

LABEL: 2

SENTENCE 1:
There is a gap in the wall. You can see the garden","There is a gap in the wall. You can see the garden through it.

LABEL: 1

SENTENCE 1:
There is",0.36,0.43,0.48,0.32
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that Bernard had done anything dishonest.","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything",0.95,0.95,0.7,0.7
The jacket looks great on her.,"Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 2

SENTENCE","Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 1

SENTENCE",0.37,0.37,0.28,0.3
Lionel plans to use it on Geoffrey and send Dr. Vardi to steal nuclear material from an army vault.,"Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey","Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey",0.33,0.33,0.46,0.46
Fred got up.,"Fred went to the store to buy groceries. After an hour he got up.

LABEL: 2

SENTENCE 1:
Fred","Fred watched TV while George went out to buy groceries. After an hour he got up and went to the kitchen.

LABEL: 2

",0.27,0.23,0.36,0.31
The table broke.,"I put the heavy book on the table and it broke.

LABEL: 2

SENTENCE 1:
I put the heavy book on","I put the heavy book on the table and it broke.

LABEL: 1

SENTENCE 1:
I put the heavy book on",0.25,0.25,0.46,0.47
There were simply too many chairs.,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.

LABEL:","We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.

LABEL:",0.32,0.32,0.26,0.26
Tina's drawing did look much better with another one above it.,"Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 2

SENTENCE","Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 1

SENTENCE",0.63,0.63,0.55,0.57
Emma's education had been managed by an excellent woman as governess.,"Emma's father was a man of great wealth, and he had a large family.

LABEL: 2

SENTENCE 3:
","Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.

LABEL: 2

S",0.19,0.71,0.19,0.62
John hired Bill to take care of John.,"Bill took care of John.

LABEL: 2

SENTENCE 1:
John hired Bill to take care of him.

LAB","John hired Bill to take care of him.

LABEL: 2

SENTENCE 1:
John hired Bill to take care of him.",0.54,0.57,0.49,0.7
Bill left.,"John ordered Bill to leave, so Bill left.

LABEL: 2

SENTENCE 1:
John ordered Bill to leave, so Bill","John ordered Bill to leave, so an hour later he left.

LABEL: 2

SENTENCE 1:
John ordered Bill to leave",0.19,0.18,0.6,0.52
Ann is indiscreet.,"Ann is indiscreet.

LABEL: 2

SENTENCE 1:
Susan knows all about Ann's personal problems because she is","Susan knows all about Ann's personal problems because she is indiscreet.

LABEL: 1

SENTENCE 1:
Susan",0.29,0.3,0.32,0.37
Prehistoric humans hunted for evidence on the river banks.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.

LABEL: 1","Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.

LABEL: 0",0.52,0.52,0.49,0.49
"Each artisan still had signs, not wishing to lose a possible patron merely because the artisan happened to be illiterate.","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still",0.12,0.12,0.37,0.37
The storekeepers stayed in town to run their stores and lived in the rooms behind the rooms.,"The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 1

SENTENCE 1:
","The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 0

SENTENCE 1:
",0.81,0.81,0.63,0.61
Jane was disappointed.,"Jane was disappointed because Susan did not answer her knock.

LABEL: 2

SENTENCE 1:
Jane knocked on Susan's door,","Jane knocked on Susan's door, but there was no answer. She was disappointed.

LABEL: 2

SENTENCE 1:
Jane",0.26,0.27,0.47,0.38
Susan was disappointed.,"Jane was disappointed because Susan did not answer her knock.

LABEL: 1

SENTENCE 1:
Jane knocked on Susan's door,","Jane knocked on Susan's door, but there was no answer. She was disappointed.

LABEL: 0

SENTENCE 1:
Jane",0.17,0.27,0.45,0.35
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that the government official had done anything dishonest.","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything",0.92,0.92,0.69,0.69
The shelf wasn't anchored.,"The sculpture was anchored to the shelf.

LABEL: 1

SENTENCE 1:
The sculpture rolled off the shelf because it wasn't","The sculpture rolled off the shelf because it wasn't anchored.

LABEL: 0

SENTENCE 1:
The sculpture rolled off the shelf",0.31,0.38,0.38,0.63
The fish appeared two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 2
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 2
",0.39,0.39,0.4,0.4
She put the album on a chair without even opening the button.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.15,0.15,0.39,0.39
The gang members were trying to run the drug trade in the neighborhood.,"The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.

LABEL: 2

SENTENCE","The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.

LABEL: 1

SENTENCE",0.74,0.74,0.45,0.48
The tree is too small.,"I can't cut that tree down with that axe; it is too small.

LABEL: 1

SENTENCE 1:
I can","I can't cut that tree down with that axe; it is too small.

LABEL: 0

SENTENCE 1:
I can",0.32,0.32,0.26,0.27
The cloud was gone.,"The picnic was a great success, and everyone had a wonderful time.

LABEL: 2

SENTENCE 1:
The sun was covered","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.

LABEL: 1",0.17,0.3,0.26,0.27
We couldn't reach the path.,"The path to the lake was blocked, so we couldn't reach it.

LABEL: 1

SENTENCE 1:
The path to","The path to the lake was blocked, so we couldn't reach it.

LABEL: 0

SENTENCE 1:
The path to",0.46,0.46,0.27,0.27
Fred and Alice were not enough for the cold in Alaska.,"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.

LABEL: 1

SENTENCE 1","Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.

LABEL: 1

SENTENCE 1",0.67,0.67,0.48,0.48
Thomson had been travelling for five years.,"Thomson was a great traveller.

LABEL: 2

SENTENCE 1:
Thomson visited Cooper's grave in 1765.","Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years.

LABEL: 2

SENTENCE",0.09,0.52,0.28,0.3
The man lifted the boy onto the man's bunk bed.,"The boy fell off the bed.

LABEL: 1

SENTENCE 1:
The man lifted the boy onto his bunk bed.
","The man lifted the boy onto his bunk bed.

LABEL: 0

SENTENCE 1:
The man lifted the boy onto his bunk",0.53,0.56,0.61,0.6
"Dan took the rear seat while Bill claimed the front because Dan's ""Dibs!"" was slow.","Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 2

SENTENCE 1:
Dan took the rear","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 2

SENTENCE 1",0.48,0.8,0.49,0.61
